customer_id,plan_type,monthly_price,start_date,end_date,is_active,auto_renew
C001231,Standard,499,2024-12-28,,1,1
C001232,Basic,199,2024-12-07,2025-01-09,0,0
C001233,Standard,499,2024-09-19,2025-07-01,0,0
C001234,Basic,199,2025-01-01,,1,0
C001235,Premium,999,2025-11-21,2025-12-08,0,0
C001236,Basic,199,2025-10-22,,1,1
C001237,Standard,499,2025-10-06,,1,1
C001238,Basic,199,2025-05-30,,1,0
C001239,Standard,499,2025-05-23,,1,1
C001240,Premium,999,2024-12-05,2025-09-17,0,0
C001241,Premium,999,2025-09-27,2025-12-17,0,0
C001242,Basic,199,2024-09-11,2025-04-16,0,0
C001243,Basic,199,2025-10-27,,1,0
C001244,Basic,199,2025-09-29,,1,0
C001245,Standard,499,2025-05-10,,1,1
C001246,Basic,199,2025-04-11,,1,1
C001247,Basic,199,2024-08-30,,1,1
C001248,Standard,499,2025-06-29,2025-08-15,0,0
C001249,Basic,199,2024-09-17,,1,1
C001250,Premium,999,2025-05-17,2025-07-05,0,0
C001251,Standard,499,2025-10-19,,1,1
C001252,Basic,199,2025-10-09,2025-12-08,0,0
C001253,Premium,999,2024-08-11,,1,0
C001254,Premium,999,2024-08-31,,1,1
C001255,Premium,999,2025-07-16,,1,1
C001256,Standard,499,2025-04-23,,1,0
C001257,Premium,999,2024-09-20,,1,1
C001258,Standard,499,2024-10-04,2025-05-10,0,0
C001259,Premium,999,2025-08-01,,1,1
C001260,Premium,999,2025-10-20,,1,1
C001261,Basic,199,2024-08-15,,1,1
C001262,Basic,199,2025-10-07,,1,1
C001263,Premium,999,2025-01-12,,1,0
C001264,Standard,499,2025-05-29,,1,1
C001265,Basic,199,2025-11-03,2025-12-12,0,0
C001266,Standard,499,2025-11-29,,1,1
C001267,Premium,999,2024-12-05,,1,0
C001268,Standard,499,2024-09-05,,1,0
C001269,Basic,199,2025-10-08,,1,1
C001270,Basic,199,2024-10-17,2025-07-20,0,0
C001271,Basic,199,2025-06-20,,1,1
C001272,Premium,999,2024-09-28,,1,1
C001273,Premium,999,2024-12-27,,1,0
C001274,Standard,499,2024-08-13,,1,1
C001275,Premium,999,2025-03-14,,1,1
C001276,Standard,499,2025-09-25,2025-12-04,0,0
C001277,Standard,499,2025-09-26,,1,1
C001278,Standard,499,2024-12-13,2025-03-25,0,0
C001279,Standard,499,2025-07-11,,1,0
C001280,Basic,199,2025-07-20,,1,0
C001281,Premium,999,2025-04-19,,1,1
C001282,Standard,499,2025-08-04,,1,0
C001283,Basic,199,2025-08-26,,1,1
C001284,Basic,199,2025-06-15,,1,0
C001285,Premium,999,2024-08-26,,1,1
C001286,Basic,199,2025-06-11,,1,0
C001287,Standard,499,2024-09-09,,1,0
C001288,Standard,499,2025-06-06,,1,1
C001289,Premium,999,2024-10-08,,1,1
C001290,Standard,499,2025-08-03,,1,1
C001291,Basic,199,2025-04-20,,1,1
C001292,Basic,199,2025-03-19,,1,1
C001293,Basic,199,2024-12-04,,1,1
C001294,Basic,199,2025-06-10,,1,1
C001295,Premium,999,2024-09-25,,1,1
C001296,Basic,199,2024-11-25,,1,1
C001297,Basic,199,2025-06-27,2025-12-03,0,0
C001298,Basic,199,2025-05-17,,1,1
C001299,Standard,499,2025-08-09,,1,0
C001300,Basic,199,2024-11-13,2025-05-05,0,0
C001301,Standard,499,2024-09-28,,1,1
C001302,Standard,499,2025-05-17,,1,1
C001303,Standard,499,2025-07-24,,1,1
C001304,Standard,499,2025-06-05,2025-12-14,0,0
C001305,Standard,499,2024-11-11,,1,1
C001306,Basic,199,2024-10-07,,1,1
C001307,Premium,999,2025-09-10,2025-11-19,0,0
C001308,Standard,499,2025-07-09,,1,1
C001309,Standard,499,2024-07-22,2025-05-15,0,0
C001310,Standard,499,2025-07-10,,1,1
C001311,Basic,199,2025-05-16,2025-07-30,0,0
C001312,Premium,999,2025-01-04,,1,1
C001313,Basic,199,2025-02-08,,1,1
C001314,Standard,499,2025-06-18,,1,0
C001315,Standard,499,2025-11-13,,1,0
C001316,Standard,499,2025-01-16,,1,1
C001317,Standard,499,2025-02-20,2025-07-25,0,0
C001318,Premium,999,2024-11-21,,1,1
C001319,Premium,999,2024-12-09,,1,1
C001320,Standard,499,2024-09-21,2025-06-19,0,0
C001321,Standard,499,2025-05-02,2025-07-10,0,0
C001322,Standard,499,2024-10-15,,1,0
C001323,Standard,499,2024-08-11,,1,1
C001324,Premium,999,2025-06-13,,1,0
C001325,Basic,199,2024-11-15,,1,0
C001326,Premium,999,2025-07-24,,1,0
C001327,Premium,999,2024-12-08,,1,1
C001328,Premium,999,2024-12-17,,1,1
C001329,Premium,999,2025-01-05,,1,0
C001330,Basic,199,2024-12-20,,1,1
C001331,Basic,199,2025-09-25,,1,0
C001332,Basic,199,2024-08-17,,1,1
C001333,Standard,499,2025-08-28,,1,0
C001334,Standard,499,2025-07-12,,1,1
C001335,Premium,999,2025-03-04,,1,0
C001336,Basic,199,2025-10-01,,1,1
C001337,Premium,999,2025-04-21,,1,1
C001338,Basic,199,2025-10-06,2025-12-11,0,0
C001339,Basic,199,2025-02-28,,1,1
C001340,Standard,499,2025-03-05,2025-05-01,0,0
C001341,Premium,999,2025-05-16,,1,1
C001342,Standard,499,2025-10-27,,1,1
C001343,Standard,499,2025-01-18,,1,1
C001344,Basic,199,2025-07-15,,1,1
C001345,Basic,199,2025-09-28,,1,1
C001346,Basic,199,2025-10-19,2025-12-13,0,0
C001347,Standard,499,2025-04-18,,1,0
C001348,Basic,199,2025-07-30,,1,1
C001349,Standard,499,2025-11-30,,1,1
C001350,Premium,999,2025-09-05,,1,1
C001351,Standard,499,2024-12-16,2025-01-20,0,0
C001352,Basic,199,2025-01-24,,1,0
C001353,Basic,199,2024-11-22,,1,1
C001354,Standard,499,2025-03-17,2025-12-12,0,0
C001355,Basic,199,2024-08-26,,1,1
C001356,Basic,199,2025-11-08,,1,1
C001357,Standard,499,2025-07-19,2025-12-14,0,0
C001358,Premium,999,2024-10-17,,1,0
C001359,Basic,199,2024-11-08,,1,1
C001360,Premium,999,2025-04-21,,1,1
C001361,Premium,999,2024-09-27,2025-06-24,0,0
C001362,Basic,199,2024-12-15,,1,1
C001363,Standard,499,2025-04-09,,1,1
C001364,Standard,499,2025-10-07,,1,1
C001365,Standard,499,2024-12-01,,1,0
C001366,Basic,199,2025-09-24,,1,1
C001367,Standard,499,2024-10-05,,1,1
C001368,Standard,499,2025-02-16,2025-09-03,0,0
C001369,Basic,199,2025-10-08,2025-12-19,0,0
C001370,Basic,199,2025-06-26,,1,0
C001371,Standard,499,2024-07-31,,1,1
C001372,Premium,999,2025-09-01,,1,1
C001373,Basic,199,2024-08-27,,1,0
C001374,Standard,499,2025-08-13,2025-12-21,0,0
C001375,Standard,499,2025-11-30,,1,0
C001376,Standard,499,2025-07-21,2025-11-13,0,0
C001377,Standard,499,2025-03-02,,1,1
C001378,Premium,999,2025-08-03,,1,0
C001379,Basic,199,2024-09-25,,1,1
C001380,Basic,199,2025-07-22,,1,0
C001381,Premium,999,2025-02-18,,1,1
C001382,Standard,499,2024-08-01,2024-09-18,0,0
C001383,Premium,999,2025-05-26,,1,0
C001384,Standard,499,2024-10-13,2025-04-16,0,0
C001385,Standard,499,2025-06-12,,1,1
C001386,Basic,199,2024-11-30,,1,1
C001387,Premium,999,2024-11-21,,1,1
C001388,Standard,499,2024-08-12,,1,1
C001389,Basic,199,2025-04-23,,1,0
C001390,Basic,199,2025-10-30,2025-12-29,0,0
C001391,Standard,499,2024-11-23,,1,1
C001392,Standard,499,2025-10-27,2025-12-12,0,0
C001393,Standard,499,2025-10-06,2025-12-12,0,0
C001394,Premium,999,2024-07-09,,1,1
C001395,Premium,999,2024-09-23,,1,1
C001396,Standard,499,2024-07-23,,1,0
C001397,Basic,199,2025-03-23,,1,1
C001398,Premium,999,2025-02-09,,1,0
C001399,Basic,199,2024-12-04,,1,1
C001400,Standard,499,2025-09-10,2025-11-05,0,0
C001401,Standard,499,2024-10-25,,1,1
C001402,Basic,199,2025-04-25,,1,1
C001403,Standard,499,2025-03-04,,1,1
C001404,Basic,199,2025-05-08,,1,1
C001405,Standard,499,2024-11-05,2025-05-03,0,0
C001406,Basic,199,2024-08-21,2024-10-03,0,0
C001407,Premium,999,2025-03-05,2025-08-28,0,0
C001408,Basic,199,2025-09-06,,1,0
C001409,Standard,499,2025-10-15,2025-12-28,0,0
C001410,Basic,199,2024-09-06,,1,0
C001411,Standard,499,2024-10-25,,1,1
C001412,Standard,499,2025-11-27,,1,0
C001413,Basic,199,2024-07-20,,1,1
C001414,Standard,499,2025-03-08,,1,1
C001415,Standard,499,2024-11-28,2025-03-02,0,0
C001416,Standard,499,2025-04-28,,1,1
C001417,Basic,199,2025-09-16,,1,0
C001418,Standard,499,2024-07-05,,1,1
C001419,Basic,199,2025-06-30,2025-12-28,0,0
C001420,Standard,499,2025-03-07,,1,0
C001421,Standard,499,2025-09-03,,1,0
C001422,Premium,999,2025-01-11,,1,0
C001423,Premium,999,2024-09-29,,1,1
C001424,Premium,999,2025-07-08,,1,1
C001425,Basic,199,2024-09-11,,1,0
C001426,Standard,499,2024-07-24,,1,0
C001427,Premium,999,2025-08-07,2025-12-22,0,0
C001428,Basic,199,2025-10-28,,1,1
C001429,Basic,199,2024-08-17,,1,1
C001430,Standard,499,2025-08-04,,1,1
C001431,Standard,499,2025-07-21,,1,1
C001432,Basic,199,2025-03-20,,1,1
C001433,Basic,199,2024-07-20,,1,0
C001434,Basic,199,2025-07-04,,1,1
C001435,Standard,499,2024-09-11,,1,1
C001436,Standard,499,2025-06-22,,1,1
C001437,Standard,499,2025-03-07,,1,0
C001438,Basic,199,2024-10-18,,1,1
C001439,Standard,499,2025-06-09,2025-09-14,0,0
C001440,Basic,199,2024-11-17,,1,1
C001441,Basic,199,2024-08-18,,1,1
C001442,Standard,499,2025-06-29,,1,1
C001443,Standard,499,2025-06-15,,1,0
C001444,Premium,999,2024-12-30,2025-06-21,0,0
C001445,Premium,999,2025-10-22,,1,0
C001446,Standard,499,2025-11-06,,1,1
C001447,Standard,499,2025-01-06,,1,1
C001448,Basic,199,2024-11-19,2025-05-08,0,0
C001449,Standard,499,2024-09-06,2025-02-14,0,0
C001450,Basic,199,2025-10-15,,1,0
C001451,Premium,999,2024-08-10,,1,1
C001452,Basic,199,2025-04-30,,1,1
C001453,Premium,999,2025-01-26,,1,0
C001454,Basic,199,2024-08-17,,1,1
C001455,Premium,999,2025-01-24,,1,0
C001456,Basic,199,2024-08-15,,1,1
C001457,Basic,199,2025-05-23,,1,0
C001458,Premium,999,2025-05-17,2025-06-23,0,0
C001459,Premium,999,2025-08-15,,1,1
C001460,Basic,199,2025-10-31,2025-12-11,0,0
C001461,Basic,199,2025-03-20,,1,0
C001462,Basic,199,2024-08-10,,1,1
C001463,Premium,999,2025-01-15,,1,1
C001464,Basic,199,2025-04-22,2025-08-19,0,0
C001465,Standard,499,2025-07-04,,1,1
C001466,Premium,999,2024-08-21,,1,1
C001467,Basic,199,2025-06-08,,1,0
C001468,Premium,999,2025-04-09,,1,1
C001469,Standard,499,2024-11-08,2025-02-23,0,0
C001470,Premium,999,2025-07-15,,1,1
C001471,Basic,199,2025-09-24,,1,1
C001472,Basic,199,2025-08-17,,1,0
C001473,Basic,199,2025-09-27,,1,0
C001474,Basic,199,2025-08-03,,1,1
C001475,Basic,199,2025-06-16,,1,1
C001476,Premium,999,2025-01-11,,1,1
C001477,Premium,999,2025-11-24,2025-12-19,0,0
C001478,Standard,499,2025-11-25,2025-12-22,0,0
C001479,Premium,999,2025-07-15,,1,1
C001480,Standard,499,2025-04-03,,1,1
C001481,Standard,499,2024-09-26,,1,1
C001482,Standard,499,2025-09-11,,1,1
C001483,Standard,499,2024-09-22,,1,1
C001484,Standard,499,2025-09-17,2025-12-15,0,0
C001485,Premium,999,2025-01-04,2025-05-06,0,0
C001486,Standard,499,2025-04-30,2025-12-03,0,0
C001487,Standard,499,2025-05-28,,1,1
C001488,Basic,199,2024-10-17,2024-12-02,0,0
C001489,Basic,199,2024-09-23,2025-04-16,0,0
C001490,Standard,499,2025-06-04,,1,1
C001491,Basic,199,2025-05-02,,1,1
C001492,Premium,999,2025-05-13,,1,1
C001493,Basic,199,2025-10-03,2025-12-15,0,0
C001494,Basic,199,2025-09-13,,1,1
C001495,Premium,999,2024-12-21,,1,1
C001496,Basic,199,2025-10-01,,1,1
C001497,Standard,499,2025-06-28,2025-10-10,0,0
C001498,Standard,499,2025-10-04,,1,1
C001499,Basic,199,2024-08-16,,1,0
C001500,Premium,999,2025-06-30,,1,0
C001501,Premium,999,2025-09-22,,1,1
C001502,Basic,199,2025-04-11,,1,0
C001503,Basic,199,2024-08-31,2024-12-17,0,0
C001504,Standard,499,2024-09-18,,1,0
C001505,Standard,499,2025-08-23,,1,0
C001506,Premium,999,2025-07-11,,1,1
C001507,Standard,499,2024-12-14,,1,1
C001508,Basic,199,2024-08-04,,1,0
C001509,Basic,199,2024-11-27,,1,1
C001510,Basic,199,2025-09-25,,1,1
C001511,Premium,999,2024-08-08,2025-05-18,0,0
C001512,Standard,499,2024-11-10,,1,1
C001513,Basic,199,2024-09-10,,1,0
C001514,Standard,499,2025-03-02,,1,1
C001515,Standard,499,2025-07-14,2025-12-06,0,0
C001516,Basic,199,2025-07-09,,1,1
C001517,Premium,999,2025-07-31,,1,1
C001518,Basic,199,2024-08-06,,1,0
C001519,Basic,199,2024-12-08,,1,1
C001520,Basic,199,2025-10-07,,1,1
C001521,Basic,199,2025-07-18,,1,1
C001522,Standard,499,2025-07-19,,1,0
C001523,Premium,999,2025-10-01,,1,1
C001524,Basic,199,2024-09-20,,1,1
C001525,Standard,499,2024-11-21,,1,1
C001526,Standard,499,2025-07-14,,1,1
C001527,Premium,999,2025-08-15,,1,1
C001528,Basic,199,2025-05-21,,1,0
C001529,Standard,499,2025-04-15,,1,1
C001530,Standard,499,2025-03-16,,1,1
C001531,Basic,199,2024-10-28,,1,1
C001532,Basic,199,2024-07-30,2025-03-13,0,0
C001533,Standard,499,2025-01-10,2025-06-10,0,0
C001534,Premium,999,2025-11-27,,1,1
C001535,Premium,999,2025-08-04,,1,1
C001536,Premium,999,2024-11-01,2025-07-14,0,0
C001537,Standard,499,2025-03-29,,1,1
C001538,Standard,499,2025-03-27,,1,1
C001539,Basic,199,2025-10-03,,1,1
C001540,Basic,199,2025-02-08,,1,0
C001541,Standard,499,2025-04-22,,1,1
C001542,Standard,499,2025-11-18,,1,1
C001543,Basic,199,2025-01-24,,1,1
C001544,Premium,999,2024-11-06,,1,1
C001545,Basic,199,2024-11-19,,1,1
C001546,Basic,199,2024-09-17,2025-01-10,0,0
C001547,Standard,499,2025-10-09,,1,1
C001548,Premium,999,2024-12-27,,1,1
C001549,Standard,499,2025-10-02,,1,1
C001550,Standard,499,2024-10-01,,1,1
C001551,Basic,199,2025-05-27,,1,1
C001552,Basic,199,2025-06-24,2025-11-08,0,0
C001553,Basic,199,2024-09-08,2025-04-02,0,0
C001554,Standard,499,2025-04-27,,1,1
C001555,Premium,999,2025-05-07,,1,1
C001556,Standard,499,2024-12-12,,1,1
C001557,Premium,999,2024-12-29,,1,1
C001558,Basic,199,2025-07-09,,1,0
C001559,Premium,999,2025-02-18,,1,1
C001560,Basic,199,2024-11-05,,1,1
C001561,Premium,999,2025-01-25,,1,1
C001562,Standard,499,2024-11-23,,1,1
C001563,Standard,499,2025-03-03,2025-04-29,0,0
C001564,Standard,499,2025-11-21,,1,1
C001565,Premium,999,2024-07-30,2025-01-11,0,0
C001566,Standard,499,2025-07-08,2025-10-05,0,0
C001567,Basic,199,2025-07-16,,1,1
C001568,Standard,499,2025-10-25,2025-12-20,0,0
C001569,Standard,499,2024-11-13,,1,1
C001570,Standard,499,2024-09-30,,1,0
C001571,Premium,999,2024-09-09,,1,1
C001572,Premium,999,2025-05-16,,1,1
C001573,Standard,499,2025-08-15,2025-12-08,0,0
C001574,Basic,199,2025-11-06,,1,1
C001575,Premium,999,2025-08-28,,1,0
C001576,Basic,199,2025-08-27,,1,1
C001577,Premium,999,2024-09-17,,1,1
C001578,Standard,499,2024-11-09,,1,1
C001579,Standard,499,2025-05-24,,1,1
C001580,Standard,499,2024-09-17,,1,1
C001581,Basic,199,2025-10-07,,1,0
C001582,Standard,499,2025-10-24,,1,0
C001583,Standard,499,2025-06-21,,1,0
C001584,Basic,199,2024-11-12,,1,1
C001585,Basic,199,2025-01-06,,1,1
C001586,Basic,199,2024-11-13,,1,1
C001587,Basic,199,2025-09-20,,1,0
C001588,Standard,499,2025-11-30,,1,1
C001589,Basic,199,2024-08-29,,1,1
C001590,Basic,199,2024-11-08,2025-08-02,0,0
C001591,Standard,499,2024-12-07,,1,1
C001592,Basic,199,2025-05-11,,1,1
C001593,Premium,999,2024-12-19,,1,1
C001594,Basic,199,2024-12-16,,1,0
C001595,Premium,999,2025-05-30,,1,1
C001596,Basic,199,2025-02-19,,1,1
C001597,Standard,499,2025-06-23,,1,1
C001598,Premium,999,2025-04-20,2025-12-10,0,0
C001599,Premium,999,2024-09-22,,1,0
C001600,Standard,499,2025-03-17,,1,1
C001601,Basic,199,2025-01-21,,1,0
C001602,Basic,199,2025-04-11,,1,1
C001603,Premium,999,2024-11-09,,1,1
C001604,Premium,999,2025-05-10,,1,0
C001605,Standard,499,2024-10-07,,1,1
C001606,Standard,499,2025-11-30,2025-12-21,0,0
C001607,Premium,999,2024-12-23,,1,1
C001608,Standard,499,2024-12-08,,1,1
C001609,Standard,499,2024-12-26,,1,0
C001610,Premium,999,2025-06-14,,1,0
C001611,Basic,199,2024-08-15,,1,1
C001612,Standard,499,2024-08-02,,1,1
C001613,Premium,999,2024-09-25,2025-06-25,0,0
C001614,Standard,499,2024-08-19,,1,1
C001615,Standard,499,2025-04-01,,1,1
C001616,Basic,199,2025-02-04,2025-07-03,0,0
C001617,Standard,499,2025-09-03,2025-12-09,0,0
C001618,Standard,499,2024-08-04,,1,0
C001619,Basic,199,2025-11-25,,1,1
C001620,Premium,999,2025-04-26,,1,1
C001621,Standard,499,2025-05-09,,1,1
C001622,Basic,199,2025-11-10,2025-12-15,0,0
C001623,Standard,499,2025-03-11,2025-08-22,0,0
C001624,Standard,499,2025-08-23,,1,1
C001625,Premium,999,2025-05-04,,1,0
C001626,Premium,999,2025-10-11,2025-12-14,0,0
C001627,Basic,199,2024-09-16,2025-05-26,0,0
C001628,Premium,999,2024-09-03,2024-10-09,0,0
C001629,Basic,199,2024-12-12,2025-06-07,0,0
C001630,Premium,999,2025-09-27,2025-12-18,0,0
C001631,Basic,199,2025-09-02,,1,1
C001632,Premium,999,2025-11-11,,1,1
C001633,Premium,999,2025-10-22,,1,1
C001634,Standard,499,2025-01-28,,1,1
C001635,Premium,999,2025-06-17,,1,1
C001636,Standard,499,2024-11-28,2025-06-07,0,0
C001637,Premium,999,2025-05-20,,1,1
C001638,Basic,199,2025-05-26,,1,1
C001639,Premium,999,2025-06-22,,1,1
C001640,Premium,999,2025-08-16,,1,1
C001641,Standard,499,2024-11-14,,1,0
C001642,Basic,199,2025-07-18,,1,1
C001643,Standard,499,2024-10-20,,1,1
C001644,Standard,499,2025-05-26,2025-07-16,0,0
C001645,Basic,199,2025-03-08,,1,1
C001646,Premium,999,2025-10-24,,1,1
C001647,Premium,999,2024-11-06,,1,1
C001648,Standard,499,2025-04-03,,1,0
C001649,Basic,199,2025-10-07,2025-12-25,0,0
C001650,Premium,999,2025-03-14,,1,0
C001651,Basic,199,2024-11-25,,1,0
C001652,Standard,499,2024-10-11,,1,1
C001653,Standard,499,2024-08-24,,1,0
C001654,Basic,199,2025-04-27,,1,1
C001655,Standard,499,2025-08-01,,1,1
C001656,Basic,199,2025-09-05,,1,0
C001657,Premium,999,2025-03-15,,1,1
C001658,Basic,199,2024-12-14,,1,1
C001659,Standard,499,2025-06-04,,1,0
C001660,Premium,999,2025-05-20,,1,0
C001661,Basic,199,2025-01-14,,1,1
C001662,Premium,999,2024-12-14,,1,1
C001663,Standard,499,2025-11-26,,1,1
C001664,Basic,199,2025-10-25,,1,1
C001665,Basic,199,2025-11-26,2025-12-03,0,0
C001666,Basic,199,2025-05-15,2025-12-11,0,0
C001667,Premium,999,2025-11-25,2025-12-20,0,0
C001668,Premium,999,2024-07-27,,1,1
C001669,Standard,499,2024-10-04,2025-03-21,0,0
C001670,Premium,999,2025-08-10,,1,1
C001671,Premium,999,2025-10-15,,1,1
C001672,Premium,999,2025-03-07,,1,0
C001673,Standard,499,2025-02-09,2025-07-25,0,0
C001674,Basic,199,2025-06-30,,1,0
C001675,Standard,499,2024-08-22,,1,0
C001676,Basic,199,2024-08-24,,1,0
C001677,Premium,999,2025-04-18,,1,0
C001678,Basic,199,2025-11-22,,1,1
C001679,Premium,999,2025-10-28,,1,1
C001680,Premium,999,2025-04-22,,1,1
C001681,Standard,499,2024-07-12,,1,1
C001682,Standard,499,2024-10-22,,1,0
C001683,Standard,499,2025-09-18,,1,1
C001684,Premium,999,2024-11-18,,1,0
C001685,Basic,199,2025-03-31,2025-06-19,0,0
C001686,Premium,999,2025-07-13,2025-12-20,0,0
C001687,Basic,199,2025-08-20,2025-12-16,0,0
C001688,Standard,499,2025-07-13,,1,0
C001689,Basic,199,2024-08-19,,1,1
C001690,Premium,999,2025-08-18,2025-12-07,0,0
C001691,Standard,499,2024-08-25,,1,0
C001692,Premium,999,2025-01-19,,1,1
C001693,Standard,499,2025-07-10,,1,1
C001694,Standard,499,2025-04-25,2025-09-01,0,0
C001695,Standard,499,2024-09-17,,1,1
C001696,Premium,999,2025-08-03,,1,1
C001697,Basic,199,2025-10-08,,1,0
C001698,Basic,199,2025-04-16,,1,1
C001699,Basic,199,2024-11-02,2025-08-25,0,0
C001700,Basic,199,2024-11-12,,1,1
C001701,Basic,199,2024-10-11,,1,1
C001702,Standard,499,2025-08-11,2025-12-09,0,0
C001703,Basic,199,2025-07-21,2025-11-20,0,0
C001704,Standard,499,2025-06-16,,1,1
C001705,Premium,999,2025-07-13,,1,1
C001706,Basic,199,2024-11-28,,1,0
C001707,Standard,499,2025-01-23,,1,1
C001708,Basic,199,2025-08-19,,1,1
C001709,Standard,499,2025-11-28,,1,1
C001710,Basic,199,2024-08-14,,1,0
C001711,Standard,499,2024-08-19,,1,1
C001712,Premium,999,2024-08-12,2025-02-18,0,0
C001713,Standard,499,2024-11-21,,1,1
C001714,Standard,499,2025-06-10,,1,0
C001715,Standard,499,2025-11-01,,1,1
C001716,Standard,499,2025-10-14,2025-11-18,0,0
C001717,Basic,199,2024-12-03,,1,1
C001718,Standard,499,2024-11-24,,1,1
C001719,Premium,999,2025-06-04,,1,0
C001720,Standard,499,2025-05-26,,1,1
C001721,Standard,499,2024-12-17,,1,1
C001722,Basic,199,2025-08-10,2025-09-13,0,0
C001723,Basic,199,2025-05-06,2025-07-09,0,0
C001724,Basic,199,2025-06-13,,1,1
C001725,Premium,999,2025-11-17,,1,0
C001726,Basic,199,2025-05-06,,1,0
C001727,Standard,499,2025-11-02,,1,1
C001728,Basic,199,2024-07-21,,1,1
C001729,Premium,999,2025-07-16,,1,1
C001730,Premium,999,2025-06-08,2025-07-14,0,0
C001731,Standard,499,2024-10-24,,1,0
C001732,Standard,499,2025-09-03,,1,1
C001733,Standard,499,2025-05-15,,1,0
C001734,Basic,199,2024-07-31,,1,1
C001735,Basic,199,2025-11-01,2025-12-27,0,0
C001736,Standard,499,2025-04-01,,1,1
C001737,Premium,999,2025-02-22,,1,1
C001738,Premium,999,2024-08-25,,1,1
C001739,Standard,499,2025-11-07,2025-12-27,0,0
C001740,Basic,199,2024-12-25,2025-09-09,0,0
C001741,Basic,199,2025-07-28,,1,0
C001742,Standard,499,2024-12-02,,1,1
C001743,Basic,199,2025-03-09,,1,1
C001744,Standard,499,2024-08-05,,1,1
C001745,Basic,199,2024-10-24,,1,1
C001746,Premium,999,2025-01-15,2025-08-12,0,0
C001747,Premium,999,2024-07-23,,1,0
C001748,Premium,999,2025-09-28,,1,1
C001749,Standard,499,2025-05-21,,1,0
C001750,Premium,999,2025-09-05,,1,0
C001751,Premium,999,2024-12-06,,1,1
C001752,Basic,199,2025-08-30,2025-12-07,0,0
C001753,Standard,499,2025-01-28,2025-07-22,0,0
C001754,Premium,999,2025-08-28,,1,1
C001755,Standard,499,2025-11-29,,1,1
C001756,Premium,999,2025-10-29,,1,0
C001757,Premium,999,2024-09-05,,1,1
C001758,Standard,499,2024-11-22,2025-04-29,0,0
C001759,Basic,199,2025-02-01,,1,1
C001760,Standard,499,2025-06-01,2025-10-07,0,0
C001761,Standard,499,2025-11-05,2025-12-22,0,0
C001762,Premium,999,2025-07-24,,1,1
C001763,Basic,199,2025-05-21,,1,1
C001764,Basic,199,2024-12-28,,1,1
C001765,Standard,499,2025-10-17,,1,1
C001766,Standard,499,2025-06-19,,1,1
C001767,Basic,199,2025-07-01,,1,0
C001768,Standard,499,2025-03-31,2025-05-12,0,0
C001769,Premium,999,2025-11-11,,1,1
C001770,Standard,499,2025-01-16,,1,1
C001771,Standard,499,2025-03-13,2025-05-29,0,0
C001772,Basic,199,2025-04-15,,1,1
C001773,Basic,199,2025-05-05,,1,1
C001774,Premium,999,2025-02-19,,1,0
C001775,Standard,499,2025-05-04,,1,1
C001776,Standard,499,2025-04-25,,1,0
C001777,Standard,499,2025-02-01,,1,1
C001778,Basic,199,2025-11-16,,1,0
C001779,Standard,499,2025-05-24,2025-07-22,0,0
C001780,Basic,199,2025-11-07,2025-12-11,0,0
C001781,Premium,999,2025-06-26,,1,1
C001782,Basic,199,2025-04-10,2025-07-11,0,0
C001783,Standard,499,2025-04-24,,1,1
C001784,Basic,199,2024-11-05,2025-02-04,0,0
C001785,Premium,999,2025-07-27,,1,1
C001786,Basic,199,2025-08-12,,1,0
C001787,Basic,199,2025-06-22,2025-09-04,0,0
C001788,Standard,499,2024-11-30,2025-03-06,0,0
C001789,Premium,999,2025-04-27,,1,1
C001790,Basic,199,2024-08-16,,1,1
C001791,Basic,199,2025-04-24,,1,0
C001792,Premium,999,2024-09-22,,1,1
C001793,Premium,999,2025-06-23,,1,0
C001794,Standard,499,2025-09-29,,1,1
C001795,Premium,999,2025-03-23,2025-10-31,0,0
C001796,Basic,199,2025-11-06,,1,1
C001797,Basic,199,2025-02-08,,1,1
C001798,Basic,199,2025-01-26,,1,1
C001799,Basic,199,2025-04-07,2025-08-09,0,0
C001800,Standard,499,2025-04-08,2025-07-03,0,0
C001801,Basic,199,2024-11-21,,1,1
C001802,Standard,499,2024-10-23,2025-02-24,0,0
C001803,Standard,499,2025-03-06,2025-08-12,0,0
C001804,Basic,199,2025-03-09,,1,1
C001805,Basic,199,2024-08-24,2025-02-20,0,0
C001806,Premium,999,2025-02-20,2025-11-16,0,0
C001807,Premium,999,2025-02-27,2025-05-06,0,0
C001808,Standard,499,2024-08-26,,1,0
C001809,Basic,199,2024-10-14,2025-07-03,0,0
C001810,Standard,499,2025-08-31,,1,0
C001811,Standard,499,2025-06-07,,1,1
C001812,Premium,999,2025-10-30,,1,1
C001813,Premium,999,2024-10-14,,1,0
C001814,Premium,999,2024-11-21,,1,1
C001815,Basic,199,2024-07-09,2024-12-27,0,0
C001816,Basic,199,2024-12-12,,1,0
C001817,Standard,499,2025-08-24,2025-12-08,0,0
C001818,Premium,999,2025-11-03,,1,1
C001819,Standard,499,2025-11-04,2025-12-22,0,0
C001820,Basic,199,2025-01-24,2025-05-16,0,0
C001821,Basic,199,2025-04-24,,1,0
C001822,Premium,999,2025-05-28,,1,1
C001823,Standard,499,2025-04-22,,1,1
C001824,Premium,999,2024-09-02,2024-11-08,0,0
C001825,Standard,499,2024-10-03,,1,1
