customer_id,age,gender,location,signup_date,device_type,acquisition_channel
C001079,21,Female,Mumbai,2025-10-11,iOS,Organic
C001080,25,Male,Vadodara,2025-08-16,Android,Organic
C001081,22,Female,Indore,2025-09-02,Android,Organic
C001082,32,Male,Indore,2024-10-09,Web,Ads
C001083,35,Male,Mumbai,2025-05-20,Android,Referral
C001084,34,Other,Jaipur,2025-09-14,Android,Organic
C001085,34,Male,Visakhapatnam,2025-05-20,Android,Referral
C001086,48,Male,Indore,2025-03-22,Web,Ads
C001087,36,Female,Nagpur,2025-07-22,Android,Partner
C001088,39,Other,Nagpur,2024-12-07,Web,Referral
C001089,27,Other,Kolkata,2025-11-01,Android,Partner
C001090,41,Female,Pune,2024-09-10,Android,Organic
C001091,27,Male,Delhi,2024-10-05,Android,Organic
C001092,36,Female,Ahmedabad,2024-09-29,iOS,Ads
C001093,18,Female,Kolkata,2024-10-07,iOS,Organic
C001094,33,Male,Bangalore,2025-09-19,Android,Ads
C001095,22,Female,Patna,2024-10-10,Android,Organic
C001096,41,Male,Patna,2025-07-20,Android,Ads
C001097,40,Male,Kolkata,2024-11-14,Android,Partner
C001098,27,Female,Surat,2024-09-03,Android,Organic
C001099,52,Female,Bangalore,2025-06-06,Web,Partner
C001100,29,Male,Bhopal,2024-11-06,iOS,Organic
C001101,18,Male,Chennai,2025-08-28,Android,Organic
C001102,24,Female,Delhi,2025-07-01,Web,Ads
C001103,21,Male,Thane,2025-09-10,Web,Referral
C001104,35,Male,Bhopal,2024-08-25,Android,Referral
C001105,19,Female,Pune,2025-04-24,Android,Referral
C001106,26,Female,Bhopal,2025-05-19,Web,Organic
C001107,35,Female,Hyderabad,2025-06-29,iOS,Organic
C001108,33,Female,Bhopal,2024-10-18,Android,Organic
C001109,31,Female,Visakhapatnam,2025-02-06,iOS,Organic
C001110,33,Female,Delhi,2024-12-09,Android,Partner
C001111,28,Male,Bhopal,2025-11-09,Web,Partner
C001112,18,Female,Hyderabad,2025-02-18,Android,Organic
C001113,28,Male,Pune,2024-10-22,iOS,Referral
C001114,36,Male,Patna,2025-06-27,Android,Ads
C001115,30,Male,Kolkata,2025-07-15,Android,Organic
C001116,35,Female,Patna,2024-10-29,Android,Ads
C001117,26,Male,Pune,2025-04-15,Android,Ads
C001118,41,Male,Delhi,2025-02-20,iOS,Referral
C001119,18,Female,Vadodara,2025-09-16,Android,Organic
C001120,33,Female,Jaipur,2024-07-30,Android,Partner
C001121,45,Female,Hyderabad,2025-04-03,iOS,Ads
C001122,46,Male,Indore,2024-08-02,iOS,Organic
C001123,29,Male,Chennai,2025-01-04,Android,Organic
C001124,18,Female,Pune,2025-04-09,Android,Referral
C001125,45,Male,Ahmedabad,2025-05-16,Web,Ads
C001126,31,Female,Thane,2025-06-16,Android,Referral
C001127,30,Male,Vadodara,2025-06-28,Web,Organic
C001128,23,Female,Surat,2024-07-10,Android,Organic
C001129,19,Male,Ghaziabad,2025-01-05,iOS,Ads
C001130,37,Male,Hyderabad,2024-11-27,Android,Organic
C001131,38,Female,Patna,2025-08-18,iOS,Referral
C001132,34,Male,Indore,2024-09-13,Android,Organic
C001133,24,Male,Kolkata,2024-11-26,Android,Organic
C001134,21,Female,Bhopal,2024-08-04,Android,Organic
C001135,18,Male,Patna,2024-10-05,iOS,Ads
C001136,26,Male,Mumbai,2025-02-09,Web,Referral
C001137,21,Male,Ahmedabad,2025-07-24,Android,Referral
C001138,18,Male,Mumbai,2025-09-06,Android,Referral
C001139,38,Male,Mumbai,2025-10-11,iOS,Ads
C001140,18,Female,Vadodara,2025-06-18,Web,Organic
C001141,41,Female,Lucknow,2024-12-12,iOS,Referral
C001142,35,Male,Patna,2025-07-17,Web,Organic
C001143,34,Male,Kanpur,2025-05-19,Android,Referral
C001144,48,Female,Visakhapatnam,2025-06-01,Android,Referral
C001145,19,Other,Mumbai,2024-09-28,Android,Referral
C001146,40,Male,Ahmedabad,2024-08-26,iOS,Organic
C001147,29,Female,Lucknow,2024-12-10,Android,Partner
C001148,57,Female,Lucknow,2024-12-12,Android,Referral
C001149,28,Male,Patna,2024-08-23,Android,Referral
C001150,26,Male,Jaipur,2024-09-25,Android,Organic
C001151,36,Male,Delhi,2025-04-08,Android,Ads
C001152,29,Female,Bangalore,2025-09-30,Android,Organic
C001153,24,Female,Delhi,2025-09-11,Web,Ads
C001154,22,Female,Kolkata,2025-11-13,Android,Ads
C001155,46,Male,Kanpur,2025-09-29,Android,Partner
C001156,20,Female,Vadodara,2025-09-01,iOS,Organic
C001157,34,Female,Thane,2025-04-09,Web,Ads
C001158,42,Female,Vadodara,2025-02-09,iOS,Organic
C001159,43,Male,Kanpur,2024-10-28,Android,Ads
C001160,25,Female,Patna,2025-06-22,Web,Partner
C001161,29,Male,Bhopal,2025-09-17,Android,Referral
C001162,27,Female,Delhi,2024-10-25,Android,Ads
C001163,18,Female,Surat,2025-04-20,iOS,Organic
C001164,37,Male,Kanpur,2025-11-14,iOS,Ads
C001165,32,Female,Chennai,2025-05-15,iOS,Organic
C001166,46,Male,Kolkata,2024-08-19,Web,Ads
C001167,23,Female,Surat,2025-02-14,iOS,Organic
C001168,42,Male,Lucknow,2025-08-12,Web,Referral
C001169,43,Female,Hyderabad,2024-08-29,iOS,Organic
C001170,32,Female,Jaipur,2024-07-11,Android,Organic
C001171,18,Male,Kanpur,2025-01-29,Android,Referral
C001172,26,Female,Lucknow,2025-05-08,Android,Partner
C001173,49,Male,Indore,2025-02-05,Android,Partner
C001174,34,Male,Chennai,2024-11-21,iOS,Referral
C001175,38,Female,Mumbai,2025-03-22,iOS,Organic
C001176,31,Female,Chennai,2025-04-26,Android,Organic
C001177,29,Female,Bhopal,2025-06-04,Android,Partner
C001178,18,Female,Chennai,2024-11-03,Android,Partner
C001179,39,Female,Chennai,2024-07-11,Web,Ads
C001180,42,Female,Patna,2025-11-25,Android,Organic
C001181,22,Female,Kolkata,2025-09-17,iOS,Organic
C001182,30,Female,Patna,2024-12-30,iOS,Partner
C001183,28,Male,Lucknow,2024-11-13,Android,Organic
C001184,36,Male,Thane,2025-07-28,Android,Referral
C001185,26,Female,Surat,2025-02-24,Android,Partner
C001186,41,Female,Vadodara,2025-11-28,iOS,Referral
C001187,32,Female,Nagpur,2025-07-01,iOS,Organic
C001188,18,Male,Ghaziabad,2024-09-15,iOS,Organic
C001189,36,Other,Bangalore,2025-08-14,iOS,Organic
C001190,41,Male,Bhopal,2024-08-16,Android,Referral
C001191,20,Female,Pune,2025-09-23,Android,Ads
C001192,36,Male,Kanpur,2024-07-23,Web,Organic
C001193,50,Male,Thane,2025-10-17,iOS,Organic
C001194,33,Female,Ahmedabad,2024-09-21,iOS,Organic
C001195,43,Other,Visakhapatnam,2025-05-20,iOS,Partner
C001196,27,Male,Mumbai,2025-09-16,Android,Referral
C001197,31,Male,Ahmedabad,2025-08-22,Android,Ads
C001198,29,Male,Indore,2025-09-04,iOS,Partner
C001199,28,Male,Lucknow,2025-04-26,Web,Referral
C001200,30,Male,Vadodara,2024-10-29,Android,Referral
C001201,18,Female,Ahmedabad,2025-08-22,Android,Referral
C001202,28,Female,Vadodara,2024-07-25,Android,Referral
C001203,45,Male,Hyderabad,2025-06-01,Android,Organic
C001204,22,Female,Lucknow,2024-12-26,Android,Ads
C001205,21,Male,Bangalore,2025-10-18,Web,Referral
C001206,32,Male,Hyderabad,2025-07-09,iOS,Organic
C001207,33,Male,Bhopal,2024-10-02,Web,Organic
C001208,35,Female,Hyderabad,2025-09-24,iOS,Organic
C001209,30,Male,Ghaziabad,2024-10-20,Android,Organic
C001210,32,Male,Ghaziabad,2025-03-10,Web,Organic
C001211,28,Male,Nagpur,2025-09-23,Android,Ads
C001212,19,Male,Visakhapatnam,2025-08-18,Web,Organic
C001213,31,Male,Bhopal,2024-09-22,iOS,Organic
C001214,39,Female,Visakhapatnam,2025-08-13,Android,Partner
C001215,37,Female,Kolkata,2025-05-17,Android,Referral
C001216,18,Female,Bangalore,2025-06-16,Android,Organic
C001217,34,Male,Ghaziabad,2025-02-15,Android,Ads
C001218,23,Male,Hyderabad,2025-06-10,Android,Referral
C001219,45,Male,Ahmedabad,2024-12-23,Web,Referral
C001220,35,Male,Ghaziabad,2024-09-20,iOS,Organic
C001221,40,Female,Jaipur,2024-10-28,Android,Partner
C001222,32,Male,Mumbai,2025-01-18,Android,Referral
C001223,31,Male,Nagpur,2025-06-26,iOS,Partner
C001224,46,Female,Delhi,2025-06-28,Android,Organic
C001225,41,Male,Lucknow,2024-12-02,Android,Organic
C001226,33,Other,Vadodara,2025-03-02,iOS,Organic
C001227,30,Male,Visakhapatnam,2024-10-17,Android,Organic
C001228,18,Female,Nagpur,2024-11-30,Android,Organic
C001229,35,Male,Indore,2025-03-23,Android,Organic
C001230,30,Other,Surat,2025-01-22,Android,Referral
C001231,37,Male,Lucknow,2024-12-28,Android,Organic
C001232,40,Female,Pune,2024-12-07,Android,Organic
C001233,44,Male,Lucknow,2024-09-19,Android,Partner
C001234,35,Female,Mumbai,2025-01-01,Web,Organic
C001235,21,Male,Indore,2025-11-21,iOS,Ads
C001236,18,Male,Bangalore,2025-10-22,iOS,Ads
C001237,23,Female,Nagpur,2025-10-06,Android,Partner
C001238,45,Other,Delhi,2025-05-30,Android,Partner
C001239,50,Male,Visakhapatnam,2025-05-23,Android,Ads
C001240,29,Female,Bangalore,2024-12-05,iOS,Partner
C001241,18,Male,Thane,2025-09-27,Android,Ads
C001242,25,Female,Ahmedabad,2024-09-11,iOS,Referral
C001243,43,Female,Kolkata,2025-10-27,Android,Organic
C001244,26,Female,Jaipur,2025-09-29,Web,Ads
C001245,37,Female,Surat,2025-05-10,Web,Ads
C001246,33,Female,Delhi,2025-04-11,Android,Ads
C001247,39,Male,Jaipur,2024-08-30,iOS,Referral
C001248,50,Female,Patna,2025-06-29,Android,Organic
C001249,37,Male,Vadodara,2024-09-17,iOS,Organic
C001250,33,Female,Patna,2025-05-17,Android,Referral
C001251,51,Female,Chennai,2025-10-19,Android,Organic
C001252,35,Male,Patna,2025-10-09,Android,Organic
C001253,24,Female,Kanpur,2024-08-11,Web,Referral
C001254,38,Female,Hyderabad,2024-08-31,iOS,Partner
C001255,36,Female,Thane,2025-07-16,Android,Organic
C001256,28,Male,Surat,2025-04-23,iOS,Ads
C001257,26,Male,Vadodara,2024-09-20,Android,Organic
C001258,29,Female,Chennai,2024-10-04,Android,Ads
C001259,26,Male,Kolkata,2025-08-01,Web,Organic
C001260,29,Male,Nagpur,2025-10-20,Android,Ads
C001261,23,Female,Lucknow,2024-08-15,iOS,Referral
C001262,35,Male,Indore,2025-10-07,Android,Organic
C001263,35,Female,Hyderabad,2025-01-12,Android,Referral
C001264,35,Female,Ghaziabad,2025-05-29,Android,Ads
C001265,31,Female,Kanpur,2025-11-03,Web,Organic
C001266,30,Male,Thane,2025-11-29,iOS,Ads
C001267,46,Male,Lucknow,2024-12-05,Android,Ads
C001268,32,Male,Surat,2024-09-05,iOS,Organic
C001269,44,Female,Jaipur,2025-10-08,Web,Referral
C001270,22,Male,Surat,2024-10-17,Android,Referral
C001271,37,Other,Delhi,2025-06-20,Android,Referral
C001272,24,Female,Nagpur,2024-09-28,Android,Ads
C001273,26,Female,Ahmedabad,2024-12-27,Android,Organic
C001274,27,Male,Ahmedabad,2024-08-13,iOS,Referral
C001275,27,Male,Mumbai,2025-03-14,Android,Organic
C001276,27,Female,Kolkata,2025-09-25,Android,Referral
C001277,44,Male,Nagpur,2025-09-26,Android,Referral
C001278,32,Male,Jaipur,2024-12-13,Android,Referral
C001279,34,Male,Kolkata,2025-07-11,iOS,Ads
C001280,27,Female,Thane,2025-07-20,iOS,Partner
C001281,40,Female,Bhopal,2025-04-19,Android,Referral
C001282,35,Female,Hyderabad,2025-08-04,Android,Ads
C001283,28,Female,Visakhapatnam,2025-08-26,Android,Referral
C001284,18,Male,Jaipur,2025-06-15,Web,Organic
C001285,34,Female,Kanpur,2024-08-26,Android,Ads
C001286,37,Male,Vadodara,2025-06-11,Android,Partner
C001287,22,Female,Ghaziabad,2024-09-09,Android,Organic
C001288,29,Male,Kanpur,2025-06-06,Android,Ads
C001289,37,Male,Kolkata,2024-10-08,Android,Ads
C001290,18,Female,Kanpur,2025-08-03,iOS,Ads
C001291,25,Male,Jaipur,2025-04-20,iOS,Ads
C001292,35,Female,Ghaziabad,2025-03-19,Android,Partner
C001293,43,Male,Chennai,2024-12-04,iOS,Organic
C001294,53,Male,Bangalore,2025-06-10,iOS,Referral
C001295,51,Male,Delhi,2024-09-25,Android,Referral
C001296,33,Female,Ahmedabad,2024-11-25,Android,Ads
C001297,27,Male,Lucknow,2025-06-27,Android,Organic
C001298,41,Female,Thane,2025-05-17,Web,Ads
C001299,26,Male,Jaipur,2025-08-09,iOS,Partner
C001300,24,Male,Lucknow,2024-11-13,Android,Organic
C001301,28,Male,Surat,2024-09-28,Android,Ads
C001302,27,Female,Jaipur,2025-05-17,iOS,Partner
C001303,36,Female,Indore,2025-07-24,Android,Referral
C001304,25,Male,Chennai,2025-06-05,iOS,Referral
C001305,32,Female,Jaipur,2024-11-11,Android,Partner
C001306,47,Female,Hyderabad,2024-10-07,Web,Organic
C001307,33,Male,Delhi,2025-09-10,iOS,Referral
C001308,47,Female,Vadodara,2025-07-09,Android,Ads
C001309,44,Male,Mumbai,2024-07-22,iOS,Ads
C001310,37,Female,Mumbai,2025-07-10,Android,Ads
C001311,28,Female,Kanpur,2025-05-16,Android,Organic
C001312,42,Male,Surat,2025-01-04,iOS,Organic
C001313,29,Male,Mumbai,2025-02-08,Android,Organic
C001314,31,Other,Indore,2025-06-18,iOS,Organic
C001315,35,Female,Surat,2025-11-13,Android,Organic
C001316,31,Female,Pune,2025-01-16,iOS,Referral
C001317,24,Male,Delhi,2025-02-20,Android,Organic
C001318,18,Male,Thane,2024-11-21,iOS,Ads
C001319,41,Male,Ahmedabad,2024-12-09,Android,Referral
C001320,37,Male,Ghaziabad,2024-09-21,Android,Organic
C001321,18,Female,Thane,2025-05-02,Android,Partner
C001322,24,Female,Ahmedabad,2024-10-15,Android,Partner
C001323,33,Female,Lucknow,2024-08-11,Android,Organic
C001324,36,Male,Vadodara,2025-06-13,Android,Partner
C001325,18,Female,Bangalore,2024-11-15,Web,Referral
C001326,31,Female,Ghaziabad,2025-07-24,Android,Organic
C001327,37,Female,Indore,2024-12-08,iOS,Referral
C001328,28,Female,Jaipur,2024-12-17,iOS,Referral
C001329,34,Other,Jaipur,2025-01-05,Android,Ads
C001330,27,Female,Kolkata,2024-12-20,iOS,Referral
C001331,41,Male,Ahmedabad,2025-09-25,Web,Organic
C001332,24,Male,Surat,2024-08-17,Android,Partner
C001333,20,Other,Ahmedabad,2025-08-28,Web,Partner
C001334,32,Female,Kanpur,2025-07-12,Android,Referral
C001335,18,Male,Lucknow,2025-03-04,iOS,Organic
C001336,18,Male,Hyderabad,2025-10-01,Android,Ads
C001337,42,Female,Bhopal,2025-04-21,Android,Referral
C001338,22,Other,Ghaziabad,2025-10-06,iOS,Partner
C001339,18,Male,Kolkata,2025-02-28,Android,Partner
C001340,23,Female,Jaipur,2025-03-05,Android,Partner
C001341,23,Female,Chennai,2025-05-16,Android,Ads
C001342,30,Male,Kolkata,2025-10-27,iOS,Partner
C001343,21,Male,Visakhapatnam,2025-01-18,Android,Organic
C001344,36,Female,Visakhapatnam,2025-07-15,Android,Ads
C001345,38,Female,Nagpur,2025-09-28,Android,Organic
C001346,19,Female,Visakhapatnam,2025-10-19,iOS,Partner
C001347,25,Female,Indore,2025-04-18,iOS,Partner
C001348,26,Male,Delhi,2025-07-30,Android,Organic
C001349,30,Female,Vadodara,2025-11-30,Android,Ads
C001350,42,Male,Bangalore,2025-09-05,Android,Partner
C001351,43,Male,Delhi,2024-12-16,Web,Ads
C001352,56,Male,Delhi,2025-01-24,iOS,Ads
C001353,18,Male,Pune,2024-11-22,Android,Ads
C001354,22,Female,Hyderabad,2025-03-17,iOS,Referral
C001355,50,Female,Visakhapatnam,2024-08-26,Android,Partner
C001356,18,Female,Kolkata,2025-11-08,Android,Ads
C001357,49,Male,Pune,2025-07-19,Web,Organic
C001358,33,Female,Ghaziabad,2024-10-17,Web,Organic
C001359,33,Female,Kolkata,2024-11-08,iOS,Organic
C001360,19,Female,Jaipur,2025-04-21,Android,Ads
C001361,27,Female,Ghaziabad,2024-09-27,Android,Partner
C001362,49,Male,Hyderabad,2024-12-15,Web,Referral
C001363,31,Male,Chennai,2025-04-09,iOS,Partner
C001364,27,Male,Vadodara,2025-10-07,Android,Partner
C001365,36,Female,Lucknow,2024-12-01,Android,Ads
C001366,30,Other,Patna,2025-09-24,Web,Ads
C001367,35,Male,Thane,2024-10-05,Web,Ads
C001368,23,Male,Mumbai,2025-02-16,iOS,Organic
C001369,31,Male,Chennai,2025-10-08,iOS,Ads
C001370,25,Female,Chennai,2025-06-26,Android,Ads
C001371,18,Male,Ahmedabad,2024-07-31,iOS,Ads
C001372,36,Male,Ghaziabad,2025-09-01,iOS,Ads
C001373,19,Male,Thane,2024-08-27,Android,Organic
C001374,30,Female,Visakhapatnam,2025-08-13,iOS,Ads
C001375,41,Female,Vadodara,2025-11-30,Web,Ads
C001376,18,Female,Nagpur,2025-07-21,Android,Organic
C001377,38,Male,Lucknow,2025-03-02,iOS,Referral
C001378,29,Male,Visakhapatnam,2025-08-03,iOS,Organic
C001379,22,Male,Chennai,2024-09-25,iOS,Partner
C001380,52,Male,Patna,2025-07-22,iOS,Organic
C001381,31,Male,Visakhapatnam,2025-02-18,Android,Ads
C001382,26,Male,Hyderabad,2024-08-01,iOS,Ads
C001383,24,Female,Pune,2025-05-26,Android,Organic
C001384,40,Male,Chennai,2024-10-13,iOS,Ads
C001385,25,Male,Ahmedabad,2025-06-12,Android,Referral
C001386,39,Female,Ahmedabad,2024-11-30,Android,Organic
C001387,31,Female,Surat,2024-11-21,Android,Organic
C001388,43,Female,Jaipur,2024-08-12,Android,Ads
C001389,21,Female,Vadodara,2025-04-23,Android,Organic
C001390,22,Male,Vadodara,2025-10-30,Android,Referral
C001391,29,Female,Jaipur,2024-11-23,iOS,Referral
C001392,30,Female,Ghaziabad,2025-10-27,Web,Organic
C001393,28,Male,Visakhapatnam,2025-10-06,Web,Ads
C001394,58,Male,Bhopal,2024-07-09,Web,Ads
C001395,52,Female,Pune,2024-09-23,iOS,Ads
C001396,34,Male,Bangalore,2024-07-23,Android,Organic
C001397,36,Male,Vadodara,2025-03-23,iOS,Ads
C001398,29,Male,Ahmedabad,2025-02-09,iOS,Organic
C001399,21,Male,Chennai,2024-12-04,Android,Organic
C001400,30,Male,Kolkata,2025-09-10,iOS,Ads
C001401,39,Male,Delhi,2024-10-25,Android,Organic
C001402,45,Male,Vadodara,2025-04-25,Web,Organic
C001403,41,Male,Nagpur,2025-03-04,iOS,Organic
C001404,18,Female,Kolkata,2025-05-08,Web,Organic
C001405,29,Male,Kolkata,2024-11-05,Android,Organic
C001406,18,Female,Delhi,2024-08-21,Android,Organic
C001407,43,Female,Chennai,2025-03-05,Web,Organic
C001408,27,Female,Surat,2025-09-06,Android,Referral
C001409,31,Female,Surat,2025-10-15,Android,Organic
C001410,36,Male,Indore,2024-09-06,iOS,Referral
C001411,59,Male,Nagpur,2024-10-25,Web,Ads
C001412,34,Female,Ahmedabad,2025-11-27,Android,Referral
C001413,29,Male,Thane,2024-07-20,Android,Organic
C001414,19,Female,Kanpur,2025-03-08,Android,Partner
C001415,46,Female,Bangalore,2024-11-28,Android,Referral
C001416,30,Male,Chennai,2025-04-28,Android,Organic
C001417,48,Female,Kolkata,2025-09-16,Web,Organic
C001418,43,Female,Delhi,2024-07-05,iOS,Ads
C001419,27,Male,Ahmedabad,2025-06-30,Web,Partner
C001420,18,Male,Chennai,2025-03-07,Android,Ads
C001421,34,Female,Visakhapatnam,2025-09-03,iOS,Ads
C001422,25,Female,Delhi,2025-01-11,Web,Organic
C001423,32,Male,Surat,2024-09-29,iOS,Ads
C001424,42,Male,Hyderabad,2025-07-08,Android,Organic
C001425,18,Female,Surat,2024-09-11,Web,Ads
C001426,34,Female,Jaipur,2024-07-24,Android,Organic
C001427,39,Female,Kolkata,2025-08-07,iOS,Organic
C001428,40,Other,Delhi,2025-10-28,Android,Referral
C001429,18,Male,Thane,2024-08-17,iOS,Referral
C001430,36,Male,Chennai,2025-08-04,Web,Organic
C001431,44,Female,Kanpur,2025-07-21,Android,Partner
C001432,35,Female,Nagpur,2025-03-20,Android,Organic
C001433,30,Male,Visakhapatnam,2024-07-20,Android,Ads
C001434,43,Male,Hyderabad,2025-07-04,Android,Referral
C001435,25,Female,Lucknow,2024-09-11,Android,Referral
C001436,18,Male,Mumbai,2025-06-22,iOS,Partner
C001437,29,Female,Surat,2025-03-07,Android,Organic
C001438,37,Male,Bhopal,2024-10-18,Android,Organic
C001439,42,Male,Surat,2025-06-09,Android,Ads
C001440,37,Male,Jaipur,2024-11-17,Android,Organic
C001441,40,Female,Delhi,2024-08-18,iOS,Organic
C001442,42,Female,Pune,2025-06-29,iOS,Ads
C001443,28,Female,Vadodara,2025-06-15,Web,Ads
C001444,30,Female,Patna,2024-12-30,Android,Ads
C001445,44,Male,Ghaziabad,2025-10-22,Android,Organic
C001446,19,Male,Pune,2025-11-06,Android,Organic
C001447,36,Female,Jaipur,2025-01-06,Android,Organic
C001448,24,Female,Kanpur,2024-11-19,iOS,Ads
C001449,43,Female,Bangalore,2024-09-06,iOS,Organic
C001450,31,Female,Bhopal,2025-10-15,Android,Partner
C001451,32,Male,Pune,2024-08-10,Android,Organic
C001452,49,Male,Chennai,2025-04-30,iOS,Partner
C001453,21,Female,Pune,2025-01-26,iOS,Ads
C001454,34,Male,Vadodara,2024-08-17,Android,Organic
C001455,30,Male,Visakhapatnam,2025-01-24,iOS,Organic
C001456,37,Female,Bhopal,2024-08-15,Web,Organic
C001457,51,Male,Vadodara,2025-05-23,Android,Ads
C001458,25,Female,Patna,2025-05-17,Android,Ads
C001459,20,Male,Vadodara,2025-08-15,Android,Ads
C001460,23,Female,Hyderabad,2025-10-31,iOS,Ads
C001461,29,Female,Mumbai,2025-03-20,Android,Referral
C001462,32,Female,Hyderabad,2024-08-10,Web,Ads
C001463,33,Male,Hyderabad,2025-01-15,iOS,Organic
C001464,50,Male,Jaipur,2025-04-22,Android,Referral
C001465,48,Male,Ahmedabad,2025-07-04,Android,Referral
C001466,45,Male,Delhi,2024-08-21,iOS,Partner
C001467,57,Female,Kolkata,2025-06-08,Android,Organic
C001468,40,Male,Surat,2025-04-09,Web,Referral
C001469,43,Male,Hyderabad,2024-11-08,Android,Partner
C001470,40,Male,Indore,2025-07-15,Android,Ads
C001471,38,Female,Jaipur,2025-09-24,iOS,Ads
C001472,35,Male,Delhi,2025-08-17,Android,Partner
C001473,28,Female,Mumbai,2025-09-27,iOS,Partner
C001474,19,Female,Hyderabad,2025-08-03,Android,Ads
C001475,30,Female,Kanpur,2025-06-16,iOS,Ads
C001476,37,Female,Chennai,2025-01-11,Android,Referral
C001477,32,Male,Jaipur,2025-11-24,Android,Organic
C001478,21,Female,Hyderabad,2025-11-25,iOS,Organic
C001479,30,Female,Bhopal,2025-07-15,Android,Partner
C001480,29,Female,Delhi,2025-04-03,Android,Referral
C001481,31,Female,Bhopal,2024-09-26,Android,Partner
C001482,36,Male,Bhopal,2025-09-11,Android,Ads
C001483,39,Male,Surat,2024-09-22,Web,Ads
C001484,26,Female,Mumbai,2025-09-17,Android,Partner
C001485,41,Female,Thane,2025-01-04,iOS,Organic
C001486,43,Male,Hyderabad,2025-04-30,Android,Referral
C001487,35,Male,Patna,2025-05-28,Android,Ads
C001488,38,Male,Visakhapatnam,2024-10-17,iOS,Organic
C001489,41,Female,Pune,2024-09-23,Android,Organic
C001490,21,Female,Patna,2025-06-04,iOS,Ads
C001491,42,Female,Nagpur,2025-05-02,Android,Ads
C001492,24,Male,Ghaziabad,2025-05-13,Android,Organic
C001493,25,Male,Ghaziabad,2025-10-03,iOS,Ads
C001494,33,Male,Lucknow,2025-09-13,Android,Ads
C001495,18,Male,Mumbai,2024-12-21,iOS,Referral
C001496,33,Female,Delhi,2025-10-01,Android,Organic
C001497,41,Male,Visakhapatnam,2025-06-28,iOS,Referral
C001498,18,Female,Bangalore,2025-10-04,Android,Organic
C001499,42,Female,Visakhapatnam,2024-08-16,iOS,Organic
C001500,25,Female,Kanpur,2025-06-30,Web,Organic
C001501,34,Male,Kanpur,2025-09-22,Android,Referral
C001502,26,Male,Ghaziabad,2025-04-11,Android,Organic
C001503,37,Male,Lucknow,2024-08-31,Web,Organic
C001504,42,Female,Pune,2024-09-18,Android,Organic
C001505,38,Female,Lucknow,2025-08-23,iOS,Partner
C001506,31,Male,Patna,2025-07-11,Web,Partner
C001507,27,Male,Kolkata,2024-12-14,iOS,Organic
C001508,31,Female,Pune,2024-08-04,Android,Organic
C001509,38,Female,Visakhapatnam,2024-11-27,Android,Partner
C001510,38,Other,Kanpur,2025-09-25,Android,Organic
C001511,37,Male,Visakhapatnam,2024-08-08,Android,Organic
C001512,19,Male,Patna,2024-11-10,Android,Organic
C001513,31,Male,Indore,2024-09-10,iOS,Partner
C001514,25,Male,Surat,2025-03-02,Android,Referral
C001515,38,Female,Delhi,2025-07-14,Web,Organic
C001516,24,Male,Mumbai,2025-07-09,iOS,Organic
C001517,36,Male,Surat,2025-07-31,Web,Partner
C001518,29,Female,Delhi,2024-08-06,Android,Ads
C001519,18,Male,Bhopal,2024-12-08,iOS,Ads
C001520,41,Female,Bangalore,2025-10-07,Android,Organic
C001521,31,Male,Ghaziabad,2025-07-18,Android,Referral
C001522,44,Female,Mumbai,2025-07-19,iOS,Organic
C001523,18,Male,Ghaziabad,2025-10-01,iOS,Referral
C001524,29,Female,Ahmedabad,2024-09-20,Android,Organic
C001525,29,Male,Vadodara,2024-11-21,Android,Organic
C001526,34,Male,Mumbai,2025-07-14,Android,Ads
C001527,18,Female,Chennai,2025-08-15,iOS,Referral
C001528,37,Male,Mumbai,2025-05-21,Web,Ads
C001529,51,Male,Surat,2025-04-15,Android,Organic
C001530,36,Female,Jaipur,2025-03-16,Android,Ads
C001531,32,Female,Chennai,2024-10-28,Web,Referral
C001532,18,Male,Delhi,2024-07-30,Android,Referral
C001533,24,Male,Nagpur,2025-01-10,iOS,Ads
C001534,31,Male,Patna,2025-11-27,Android,Organic
C001535,26,Male,Kanpur,2025-08-04,Android,Ads
C001536,42,Other,Indore,2024-11-01,Android,Organic
C001537,37,Female,Chennai,2025-03-29,iOS,Partner
C001538,58,Male,Lucknow,2025-03-27,Android,Ads
C001539,22,Other,Ghaziabad,2025-10-03,Android,Ads
C001540,32,Female,Delhi,2025-02-08,Android,Organic
C001541,18,Female,Hyderabad,2025-04-22,iOS,Organic
C001542,18,Male,Kanpur,2025-11-18,Web,Ads
C001543,39,Male,Surat,2025-01-24,iOS,Organic
C001544,36,Female,Hyderabad,2024-11-06,Android,Partner
C001545,23,Male,Surat,2024-11-19,Web,Ads
C001546,32,Male,Jaipur,2024-09-17,Android,Organic
C001547,25,Male,Lucknow,2025-10-09,Android,Organic
C001548,27,Male,Kolkata,2024-12-27,iOS,Referral
C001549,28,Female,Thane,2025-10-02,Android,Organic
C001550,23,Female,Lucknow,2024-10-01,Android,Ads
C001551,24,Male,Kolkata,2025-05-27,Android,Ads
C001552,25,Male,Mumbai,2025-06-24,iOS,Organic
C001553,36,Female,Ghaziabad,2024-09-08,Android,Referral
C001554,18,Male,Hyderabad,2025-04-27,Android,Referral
C001555,29,Female,Indore,2025-05-07,iOS,Partner
C001556,21,Female,Ghaziabad,2024-12-12,iOS,Ads
C001557,21,Male,Ghaziabad,2024-12-29,iOS,Ads
