txn_id,customer_id,txn_date,amount,payment_status,payment_method
TXN00005026,C000548,2025-02-13,971.33,success,NetBanking
TXN00005027,C000548,2025-03-15,1023.73,success,UPI
TXN00005028,C000548,2025-04-14,983.62,failed,Card
TXN00005029,C000548,2025-05-14,959.04,success,Wallet
TXN00005030,C000548,2025-06-13,992.18,success,UPI
TXN00005031,C000549,2025-05-08,496.38,success,UPI
TXN00005032,C000549,2025-06-07,491.52,success,NetBanking
TXN00005033,C000549,2025-07-07,479.32,success,NetBanking
TXN00005034,C000549,2025-08-06,494.42,success,NetBanking
TXN00005035,C000549,2025-09-05,522.84,success,NetBanking
TXN00005036,C000549,2025-10-05,476.95,success,Card
TXN00005037,C000549,2025-11-04,475.52,success,Card
TXN00005038,C000549,2025-12-04,490.12,success,UPI
TXN00005039,C000550,2024-11-04,963.47,success,NetBanking
TXN00005040,C000550,2024-12-04,995.95,success,NetBanking
TXN00005041,C000550,2025-01-03,1031.19,success,UPI
TXN00005042,C000550,2025-02-02,954.65,success,UPI
TXN00005043,C000550,2025-03-04,959.94,success,UPI
TXN00005044,C000550,2025-04-03,1008.86,success,UPI
TXN00005045,C000550,2025-05-03,957.62,success,UPI
TXN00005046,C000550,2025-06-02,1002.68,success,UPI
TXN00005047,C000550,2025-07-02,980.62,success,Card
TXN00005048,C000550,2025-08-01,1002.36,success,UPI
TXN00005049,C000550,2025-08-31,1046.19,success,Card
TXN00005050,C000550,2025-09-30,1013.14,success,UPI
TXN00005051,C000550,2025-10-30,973.85,success,Card
TXN00005052,C000550,2025-11-29,1006.45,success,Card
TXN00005053,C000550,2025-12-29,979.77,success,UPI
TXN00005054,C000551,2024-08-15,1009.08,failed,NetBanking
TXN00005055,C000551,2024-09-14,957.23,success,Wallet
TXN00005056,C000551,2024-10-14,972.76,success,Card
TXN00005057,C000551,2024-11-13,1026.91,success,Card
TXN00005058,C000551,2024-12-13,949.96,success,Card
TXN00005059,C000551,2025-01-12,977.85,success,UPI
TXN00005060,C000551,2025-02-11,1012.55,success,NetBanking
TXN00005061,C000551,2025-03-13,995.1,success,UPI
TXN00005062,C000551,2025-04-12,996.15,success,NetBanking
TXN00005063,C000551,2025-05-12,1047.86,success,Wallet
TXN00005064,C000551,2025-06-11,1040.38,success,Card
TXN00005065,C000551,2025-07-11,1006.16,success,NetBanking
TXN00005066,C000551,2025-08-10,1032.77,success,UPI
TXN00005067,C000551,2025-09-09,993.48,success,Card
TXN00005068,C000551,2025-10-09,955.8,success,NetBanking
TXN00005069,C000551,2025-11-08,970.0,success,Card
TXN00005070,C000551,2025-12-08,1038.61,success,NetBanking
TXN00005071,C000552,2025-06-24,521.55,success,Card
TXN00005072,C000552,2025-07-24,476.64,success,Wallet
TXN00005073,C000552,2025-08-23,508.1,success,Card
TXN00005074,C000552,2025-09-22,499.19,success,UPI
TXN00005075,C000552,2025-10-22,481.93,success,UPI
TXN00005076,C000552,2025-11-21,514.97,success,UPI
TXN00005077,C000552,2025-12-21,494.78,success,UPI
TXN00005078,C000553,2025-09-15,1026.15,success,NetBanking
TXN00005079,C000553,2025-10-15,967.98,success,UPI
TXN00005080,C000553,2025-11-14,996.88,success,UPI
TXN00005081,C000553,2025-12-14,967.47,success,UPI
TXN00005082,C000554,2025-07-18,1021.69,success,Card
TXN00005083,C000554,2025-08-17,1015.91,success,UPI
TXN00005084,C000554,2025-09-16,977.42,success,Card
TXN00005085,C000554,2025-10-16,1026.33,success,UPI
TXN00005086,C000554,2025-11-15,989.02,success,NetBanking
TXN00005087,C000554,2025-12-15,1023.23,success,Card
TXN00005088,C000555,2024-09-12,192.62,success,Card
TXN00005089,C000555,2024-10-12,190.22,failed,Card
TXN00005090,C000556,2025-06-18,499.3,success,UPI
TXN00005091,C000556,2025-07-18,484.09,success,Card
TXN00005092,C000556,2025-08-17,515.67,success,UPI
TXN00005093,C000556,2025-09-16,509.72,success,NetBanking
TXN00005094,C000556,2025-10-16,484.15,success,UPI
TXN00005095,C000556,2025-11-15,483.64,success,Wallet
TXN00005096,C000556,2025-12-15,488.19,success,UPI
TXN00005097,C000557,2024-07-16,196.7,success,UPI
TXN00005098,C000557,2024-08-15,208.23,success,Card
TXN00005099,C000557,2024-09-14,193.59,success,UPI
TXN00005100,C000557,2024-10-14,205.32,success,NetBanking
TXN00005101,C000557,2024-11-13,201.43,success,UPI
TXN00005102,C000557,2024-12-13,202.93,success,UPI
TXN00005103,C000557,2025-01-12,192.07,success,Card
TXN00005104,C000557,2025-02-11,192.21,success,UPI
TXN00005105,C000557,2025-03-13,205.15,success,Wallet
TXN00005106,C000557,2025-04-12,189.85,success,Card
TXN00005107,C000557,2025-05-12,208.73,success,Wallet
TXN00005108,C000557,2025-06-11,189.33,success,UPI
TXN00005109,C000557,2025-07-11,192.78,success,NetBanking
TXN00005110,C000557,2025-08-10,192.71,success,NetBanking
TXN00005111,C000557,2025-09-09,203.17,success,UPI
TXN00005112,C000557,2025-10-09,204.5,success,UPI
TXN00005113,C000557,2025-11-08,201.78,success,Card
TXN00005114,C000557,2025-12-08,190.43,success,UPI
TXN00005115,C000558,2025-09-07,189.77,success,Wallet
TXN00005116,C000558,2025-10-07,203.75,success,Card
TXN00005117,C000558,2025-11-06,199.74,success,NetBanking
TXN00005118,C000558,2025-12-06,191.86,success,UPI
TXN00005119,C000559,2025-11-17,982.06,success,UPI
TXN00005120,C000559,2025-12-17,970.87,success,UPI
TXN00005121,C000560,2024-10-20,489.0,success,UPI
TXN00005122,C000560,2024-11-19,489.74,success,UPI
TXN00005123,C000560,2024-12-19,474.18,success,Card
TXN00005124,C000560,2025-01-18,507.54,success,UPI
TXN00005125,C000561,2025-09-20,1039.8,success,UPI
TXN00005126,C000561,2025-10-20,1023.65,success,NetBanking
TXN00005127,C000561,2025-11-19,1047.27,success,UPI
TXN00005128,C000561,2025-12-19,1039.43,success,NetBanking
TXN00005129,C000562,2025-07-09,477.86,success,Card
TXN00005130,C000562,2025-08-08,519.39,success,NetBanking
TXN00005131,C000562,2025-09-07,478.09,success,NetBanking
TXN00005132,C000562,2025-10-07,484.8,success,UPI
TXN00005133,C000562,2025-11-06,505.37,success,UPI
TXN00005134,C000562,2025-12-06,518.57,success,NetBanking
TXN00005135,C000563,2025-10-17,204.19,success,NetBanking
TXN00005136,C000563,2025-11-16,205.84,success,UPI
TXN00005137,C000563,2025-12-16,201.08,success,Card
TXN00005138,C000564,2024-12-07,517.02,success,NetBanking
TXN00005139,C000564,2025-01-06,479.77,success,UPI
TXN00005140,C000564,2025-02-05,481.77,success,Card
TXN00005141,C000564,2025-03-07,505.73,success,UPI
TXN00005142,C000564,2025-04-06,497.46,success,Card
TXN00005143,C000564,2025-05-06,519.59,success,Card
TXN00005144,C000564,2025-06-05,503.61,success,Wallet
TXN00005145,C000564,2025-07-05,511.68,success,UPI
TXN00005146,C000564,2025-08-04,503.83,success,UPI
TXN00005147,C000564,2025-09-03,505.26,success,UPI
TXN00005148,C000564,2025-10-03,510.05,success,UPI
TXN00005149,C000564,2025-11-02,477.92,success,Card
TXN00005150,C000564,2025-12-02,476.71,success,NetBanking
TXN00005151,C000565,2025-09-22,509.74,success,UPI
TXN00005152,C000565,2025-10-22,478.23,success,UPI
TXN00005153,C000565,2025-11-21,521.69,success,NetBanking
TXN00005154,C000565,2025-12-21,491.44,success,NetBanking
TXN00005155,C000566,2024-12-31,977.95,success,UPI
TXN00005156,C000566,2025-01-30,999.44,failed,UPI
TXN00005157,C000566,2025-03-01,1025.11,success,UPI
TXN00005158,C000566,2025-03-31,1020.59,success,UPI
TXN00005159,C000566,2025-04-30,1035.52,success,Card
TXN00005160,C000566,2025-05-30,970.78,success,Card
TXN00005161,C000566,2025-06-29,1010.54,success,NetBanking
TXN00005162,C000566,2025-07-29,1032.82,success,NetBanking
TXN00005163,C000566,2025-08-28,963.45,success,Card
TXN00005164,C000566,2025-09-27,952.23,success,UPI
TXN00005165,C000566,2025-10-27,1012.09,success,Wallet
TXN00005166,C000566,2025-11-26,1008.42,success,UPI
TXN00005167,C000566,2025-12-26,972.33,success,Card
TXN00005168,C000567,2025-04-06,1031.15,success,UPI
TXN00005169,C000567,2025-05-06,1016.66,success,UPI
TXN00005170,C000567,2025-06-05,984.92,success,Card
TXN00005171,C000567,2025-07-05,991.74,success,Wallet
TXN00005172,C000567,2025-08-04,1031.88,success,NetBanking
TXN00005173,C000567,2025-09-03,951.86,success,NetBanking
TXN00005174,C000567,2025-10-03,957.12,success,UPI
TXN00005175,C000567,2025-11-02,1034.25,success,Card
TXN00005176,C000567,2025-12-02,1030.53,success,Card
TXN00005177,C000568,2025-11-11,516.6,success,Card
TXN00005178,C000568,2025-12-11,499.03,success,UPI
TXN00005179,C000569,2025-10-23,1020.63,failed,Wallet
TXN00005180,C000569,2025-11-22,1042.43,success,UPI
TXN00005181,C000569,2025-12-22,960.59,success,NetBanking
TXN00005182,C000570,2025-09-23,974.13,success,NetBanking
TXN00005183,C000570,2025-10-23,987.82,success,NetBanking
TXN00005184,C000570,2025-11-22,975.0,success,NetBanking
TXN00005185,C000570,2025-12-22,1030.54,success,NetBanking
TXN00005186,C000571,2025-04-04,479.22,success,NetBanking
TXN00005187,C000571,2025-05-04,490.28,success,UPI
TXN00005188,C000572,2025-05-30,976.43,success,Card
TXN00005189,C000572,2025-06-29,961.57,success,UPI
TXN00005190,C000572,2025-07-29,1018.97,success,Card
TXN00005191,C000572,2025-08-28,985.16,success,UPI
TXN00005192,C000572,2025-09-27,1024.86,success,Card
TXN00005193,C000572,2025-10-27,965.83,success,Card
TXN00005194,C000572,2025-11-26,976.25,success,UPI
TXN00005195,C000572,2025-12-26,1038.25,success,UPI
TXN00005196,C000573,2025-03-12,197.98,success,Wallet
TXN00005197,C000573,2025-04-11,200.34,success,Card
TXN00005198,C000573,2025-05-11,200.4,success,Card
TXN00005199,C000573,2025-06-10,199.63,success,Card
TXN00005200,C000573,2025-07-10,201.14,success,Card
TXN00005201,C000573,2025-08-09,189.81,success,UPI
TXN00005202,C000573,2025-09-08,208.74,success,Card
TXN00005203,C000573,2025-10-08,195.36,failed,Card
TXN00005204,C000573,2025-11-07,191.46,success,Wallet
TXN00005205,C000573,2025-12-07,201.81,success,UPI
TXN00005206,C000574,2024-09-30,205.3,success,UPI
TXN00005207,C000574,2024-10-30,190.78,success,UPI
TXN00005208,C000574,2024-11-29,200.67,success,Card
TXN00005209,C000574,2024-12-29,206.12,success,Card
TXN00005210,C000574,2025-01-28,205.18,success,UPI
TXN00005211,C000574,2025-02-27,196.69,success,UPI
TXN00005212,C000574,2025-03-29,189.96,success,NetBanking
TXN00005213,C000574,2025-04-28,198.43,success,Card
TXN00005214,C000574,2025-05-28,203.27,success,Card
TXN00005215,C000574,2025-06-27,203.9,success,UPI
TXN00005216,C000574,2025-07-27,189.59,success,NetBanking
TXN00005217,C000574,2025-08-26,198.62,success,UPI
TXN00005218,C000574,2025-09-25,192.04,failed,Card
TXN00005219,C000574,2025-10-25,206.39,success,Card
TXN00005220,C000574,2025-11-24,208.78,success,NetBanking
TXN00005221,C000574,2025-12-24,205.24,success,Card
TXN00005222,C000575,2025-04-15,1046.08,success,NetBanking
TXN00005223,C000575,2025-05-15,966.55,success,UPI
TXN00005224,C000575,2025-06-14,987.87,success,Card
TXN00005225,C000575,2025-07-14,969.24,failed,NetBanking
TXN00005226,C000575,2025-08-13,988.34,success,UPI
TXN00005227,C000575,2025-09-12,967.22,success,UPI
TXN00005228,C000575,2025-10-12,1006.45,success,UPI
TXN00005229,C000575,2025-11-11,950.96,failed,Card
TXN00005230,C000576,2025-10-08,953.5,success,UPI
TXN00005231,C000576,2025-11-07,979.98,success,Wallet
TXN00005232,C000576,2025-12-07,982.59,success,Card
TXN00005233,C000577,2025-03-10,1004.72,success,NetBanking
TXN00005234,C000577,2025-04-09,1009.82,success,UPI
TXN00005235,C000578,2025-10-22,478.07,success,UPI
TXN00005236,C000578,2025-11-21,505.85,success,NetBanking
TXN00005237,C000578,2025-12-21,493.24,success,NetBanking
TXN00005238,C000579,2025-07-27,974.39,success,Card
TXN00005239,C000579,2025-08-26,1048.02,success,UPI
TXN00005240,C000579,2025-09-25,1040.16,success,Card
TXN00005241,C000580,2025-06-13,510.42,success,NetBanking
TXN00005242,C000580,2025-07-13,478.31,success,NetBanking
TXN00005243,C000580,2025-08-12,505.84,success,UPI
TXN00005244,C000580,2025-09-11,475.4,success,UPI
TXN00005245,C000580,2025-10-11,483.87,success,Card
TXN00005246,C000580,2025-11-10,475.91,success,Card
TXN00005247,C000580,2025-12-10,513.08,success,Card
TXN00005248,C000581,2024-08-02,984.47,success,Wallet
TXN00005249,C000581,2024-09-01,989.8,success,Wallet
TXN00005250,C000581,2024-10-01,967.64,success,Wallet
TXN00005251,C000581,2024-10-31,1000.97,success,UPI
TXN00005252,C000581,2024-11-30,992.34,success,Card
TXN00005253,C000581,2024-12-30,992.82,success,Wallet
TXN00005254,C000581,2025-01-29,957.66,success,UPI
TXN00005255,C000581,2025-02-28,980.92,success,Card
TXN00005256,C000581,2025-03-30,996.09,success,UPI
TXN00005257,C000581,2025-04-29,1024.6,success,UPI
TXN00005258,C000581,2025-05-29,1034.67,success,UPI
TXN00005259,C000581,2025-06-28,989.33,success,NetBanking
TXN00005260,C000581,2025-07-28,977.18,success,UPI
TXN00005261,C000581,2025-08-27,1048.35,success,NetBanking
TXN00005262,C000581,2025-09-26,1029.81,success,UPI
TXN00005263,C000581,2025-10-26,1036.24,success,UPI
TXN00005264,C000581,2025-11-25,1010.42,success,Card
TXN00005265,C000581,2025-12-25,1038.89,success,NetBanking
TXN00005266,C000582,2025-11-22,1010.06,success,NetBanking
TXN00005267,C000582,2025-12-22,957.9,success,Card
TXN00005268,C000583,2025-06-01,496.58,success,Card
TXN00005269,C000583,2025-07-01,489.0,failed,NetBanking
TXN00005270,C000583,2025-07-31,490.52,success,Card
TXN00005271,C000583,2025-08-30,484.07,success,NetBanking
TXN00005272,C000583,2025-09-29,523.31,success,Card
TXN00005273,C000583,2025-10-29,482.63,failed,UPI
TXN00005274,C000583,2025-11-28,496.17,success,UPI
TXN00005275,C000583,2025-12-28,488.49,failed,Card
TXN00005276,C000584,2025-01-06,501.06,success,NetBanking
TXN00005277,C000584,2025-02-05,490.63,success,NetBanking
TXN00005278,C000584,2025-03-07,503.5,success,Card
TXN00005279,C000584,2025-04-06,503.44,success,Card
TXN00005280,C000584,2025-05-06,509.51,success,UPI
TXN00005281,C000584,2025-06-05,515.53,success,Card
TXN00005282,C000584,2025-07-05,486.64,success,Wallet
TXN00005283,C000584,2025-08-04,492.48,success,NetBanking
TXN00005284,C000584,2025-09-03,512.95,success,UPI
TXN00005285,C000584,2025-10-03,480.35,failed,NetBanking
TXN00005286,C000584,2025-11-02,505.97,success,Card
TXN00005287,C000584,2025-12-02,491.41,success,NetBanking
TXN00005288,C000585,2025-11-15,1023.94,success,NetBanking
TXN00005289,C000585,2025-12-15,983.94,success,Card
TXN00005290,C000586,2025-02-06,198.32,success,Card
TXN00005291,C000586,2025-03-08,206.7,success,UPI
TXN00005292,C000586,2025-04-07,195.24,success,NetBanking
TXN00005293,C000586,2025-05-07,196.68,success,UPI
TXN00005294,C000586,2025-06-06,193.79,success,UPI
TXN00005295,C000586,2025-07-06,202.5,success,UPI
TXN00005296,C000586,2025-08-05,199.57,success,UPI
TXN00005297,C000586,2025-09-04,198.94,success,NetBanking
TXN00005298,C000586,2025-10-04,192.88,success,UPI
TXN00005299,C000586,2025-11-03,198.99,success,UPI
TXN00005300,C000586,2025-12-03,193.58,success,Card
TXN00005301,C000587,2025-07-02,508.75,success,Card
TXN00005302,C000587,2025-08-01,504.97,success,NetBanking
TXN00005303,C000587,2025-08-31,486.59,success,UPI
TXN00005304,C000587,2025-09-30,519.06,success,UPI
TXN00005305,C000587,2025-10-30,493.71,success,Card
TXN00005306,C000587,2025-11-29,503.93,success,Card
TXN00005307,C000587,2025-12-29,487.77,success,Wallet
TXN00005308,C000588,2025-03-25,956.15,success,UPI
TXN00005309,C000588,2025-04-24,1047.0,success,NetBanking
TXN00005310,C000588,2025-05-24,980.44,success,UPI
TXN00005311,C000588,2025-06-23,997.33,success,NetBanking
TXN00005312,C000588,2025-07-23,1006.02,success,NetBanking
TXN00005313,C000588,2025-08-22,990.7,success,UPI
TXN00005314,C000588,2025-09-21,1030.74,success,Wallet
TXN00005315,C000588,2025-10-21,994.28,success,UPI
TXN00005316,C000588,2025-11-20,951.98,success,UPI
TXN00005317,C000588,2025-12-20,1031.03,success,UPI
TXN00005318,C000589,2025-06-17,499.53,success,NetBanking
TXN00005319,C000589,2025-07-17,486.2,success,Card
TXN00005320,C000589,2025-08-16,523.57,success,Card
TXN00005321,C000589,2025-09-15,521.0,success,UPI
TXN00005322,C000589,2025-10-15,490.22,success,Card
TXN00005323,C000589,2025-11-14,514.34,success,UPI
TXN00005324,C000589,2025-12-14,502.82,success,Card
TXN00005325,C000590,2025-04-16,1042.27,success,UPI
TXN00005326,C000590,2025-05-16,986.0,success,Card
TXN00005327,C000590,2025-06-15,1016.98,success,Card
TXN00005328,C000590,2025-07-15,973.99,success,NetBanking
TXN00005329,C000590,2025-08-14,1014.21,success,UPI
TXN00005330,C000590,2025-09-13,978.99,success,Wallet
TXN00005331,C000590,2025-10-13,963.55,success,Card
TXN00005332,C000590,2025-11-12,991.15,success,NetBanking
TXN00005333,C000590,2025-12-12,962.66,success,UPI
TXN00005334,C000591,2025-04-12,995.67,success,Card
TXN00005335,C000591,2025-05-12,997.94,success,Card
TXN00005336,C000591,2025-06-11,1044.37,success,Card
TXN00005337,C000591,2025-07-11,964.37,success,Wallet
TXN00005338,C000591,2025-08-10,978.63,success,NetBanking
TXN00005339,C000591,2025-09-09,1006.56,success,UPI
TXN00005340,C000591,2025-10-09,978.43,success,UPI
TXN00005341,C000591,2025-11-08,966.98,success,NetBanking
TXN00005342,C000591,2025-12-08,966.88,success,NetBanking
TXN00005343,C000592,2024-07-14,195.95,success,UPI
TXN00005344,C000592,2024-08-13,191.76,success,NetBanking
TXN00005345,C000592,2024-09-12,205.5,success,NetBanking
TXN00005346,C000592,2024-10-12,191.02,success,UPI
TXN00005347,C000592,2024-11-11,206.14,success,UPI
TXN00005348,C000592,2024-12-11,190.38,success,Card
TXN00005349,C000592,2025-01-10,192.03,success,NetBanking
TXN00005350,C000592,2025-02-09,200.1,failed,UPI
TXN00005351,C000592,2025-03-11,205.13,success,NetBanking
TXN00005352,C000592,2025-04-10,200.81,success,Card
TXN00005353,C000592,2025-05-10,202.21,success,UPI
TXN00005354,C000592,2025-06-09,191.05,failed,Card
TXN00005355,C000592,2025-07-09,208.74,success,UPI
TXN00005356,C000592,2025-08-08,195.58,success,Card
TXN00005357,C000592,2025-09-07,201.19,success,UPI
TXN00005358,C000592,2025-10-07,207.01,success,UPI
TXN00005359,C000592,2025-11-06,193.62,success,UPI
TXN00005360,C000592,2025-12-06,199.42,success,NetBanking
TXN00005361,C000593,2025-01-15,481.2,success,Card
TXN00005362,C000593,2025-02-14,495.91,success,Card
TXN00005363,C000593,2025-03-16,517.03,success,UPI
TXN00005364,C000594,2024-09-29,990.02,success,Card
TXN00005365,C000594,2024-10-29,952.47,success,NetBanking
TXN00005366,C000594,2024-11-28,1036.99,success,UPI
TXN00005367,C000594,2024-12-28,1023.21,success,UPI
TXN00005368,C000594,2025-01-27,1012.74,success,UPI
TXN00005369,C000594,2025-02-26,1047.41,success,UPI
TXN00005370,C000594,2025-03-28,1046.68,success,UPI
TXN00005371,C000594,2025-04-27,1020.69,success,Wallet
TXN00005372,C000594,2025-05-27,999.46,success,UPI
TXN00005373,C000594,2025-06-26,955.95,success,UPI
TXN00005374,C000594,2025-07-26,999.06,success,UPI
TXN00005375,C000594,2025-08-25,961.55,success,UPI
TXN00005376,C000594,2025-09-24,972.82,success,NetBanking
TXN00005377,C000594,2025-10-24,1019.57,success,Card
TXN00005378,C000594,2025-11-23,1005.38,success,NetBanking
TXN00005379,C000594,2025-12-23,972.11,success,UPI
TXN00005380,C000595,2025-03-08,962.29,success,Wallet
TXN00005381,C000595,2025-04-07,966.36,success,Card
TXN00005382,C000595,2025-05-07,970.82,success,UPI
TXN00005383,C000595,2025-06-06,1005.33,failed,NetBanking
TXN00005384,C000595,2025-07-06,1007.53,success,Card
TXN00005385,C000595,2025-08-05,976.46,success,Card
TXN00005386,C000595,2025-09-04,992.54,success,UPI
TXN00005387,C000595,2025-10-04,990.15,success,UPI
TXN00005388,C000595,2025-11-03,1011.63,success,Wallet
TXN00005389,C000596,2025-08-24,479.1,success,Card
TXN00005390,C000596,2025-09-23,493.68,success,UPI
TXN00005391,C000596,2025-10-23,497.51,success,UPI
TXN00005392,C000596,2025-11-22,485.09,success,UPI
TXN00005393,C000596,2025-12-22,508.4,success,Card
TXN00005394,C000597,2025-11-16,969.86,success,UPI
TXN00005395,C000597,2025-12-16,1018.95,success,UPI
TXN00005396,C000598,2025-03-07,482.08,success,UPI
TXN00005397,C000598,2025-04-06,510.35,success,Wallet
TXN00005398,C000598,2025-05-06,507.18,success,UPI
TXN00005399,C000598,2025-06-05,499.9,success,UPI
TXN00005400,C000598,2025-07-05,498.77,success,UPI
TXN00005401,C000598,2025-08-04,476.32,success,NetBanking
TXN00005402,C000598,2025-09-03,475.65,success,Wallet
TXN00005403,C000598,2025-10-03,523.29,success,UPI
TXN00005404,C000598,2025-11-02,509.65,failed,Wallet
TXN00005405,C000598,2025-12-02,510.75,success,UPI
TXN00005406,C000599,2025-11-03,200.62,success,NetBanking
TXN00005407,C000599,2025-12-03,207.07,success,UPI
TXN00005408,C000600,2025-11-18,1045.02,success,UPI
TXN00005409,C000600,2025-12-18,1006.39,success,UPI
TXN00005410,C000601,2025-10-05,977.68,success,NetBanking
TXN00005411,C000601,2025-11-04,984.88,success,Card
TXN00005412,C000601,2025-12-04,991.6,success,NetBanking
TXN00005413,C000602,2024-07-21,485.14,success,NetBanking
TXN00005414,C000602,2024-08-20,523.93,success,Card
TXN00005415,C000602,2024-09-19,483.94,success,UPI
TXN00005416,C000602,2024-10-19,515.3,success,UPI
TXN00005417,C000602,2024-11-18,519.5,success,NetBanking
TXN00005418,C000602,2024-12-18,484.46,success,Wallet
TXN00005419,C000602,2025-01-17,490.08,success,Card
TXN00005420,C000602,2025-02-16,505.56,success,UPI
TXN00005421,C000602,2025-03-18,517.98,success,UPI
TXN00005422,C000602,2025-04-17,495.97,success,NetBanking
TXN00005423,C000602,2025-05-17,499.28,success,UPI
TXN00005424,C000602,2025-06-16,484.49,success,Card
TXN00005425,C000602,2025-07-16,505.6,success,UPI
TXN00005426,C000602,2025-08-15,513.16,success,UPI
TXN00005427,C000602,2025-09-14,516.52,failed,UPI
TXN00005428,C000602,2025-10-14,501.31,success,NetBanking
TXN00005429,C000602,2025-11-13,482.51,success,UPI
TXN00005430,C000602,2025-12-13,512.94,success,UPI
TXN00005431,C000603,2024-10-07,207.94,success,UPI
TXN00005432,C000603,2024-11-06,194.7,success,Wallet
TXN00005433,C000603,2024-12-06,207.25,success,UPI
TXN00005434,C000603,2025-01-05,201.55,success,UPI
TXN00005435,C000603,2025-02-04,205.37,success,UPI
TXN00005436,C000603,2025-03-06,202.85,success,Card
TXN00005437,C000603,2025-04-05,205.71,success,Wallet
TXN00005438,C000603,2025-05-05,203.03,success,UPI
TXN00005439,C000603,2025-06-04,206.73,success,UPI
TXN00005440,C000603,2025-07-04,194.42,success,UPI
TXN00005441,C000603,2025-08-03,207.08,success,UPI
TXN00005442,C000603,2025-09-02,207.37,success,Card
TXN00005443,C000603,2025-10-02,207.84,success,Wallet
TXN00005444,C000603,2025-11-01,195.88,success,NetBanking
TXN00005445,C000603,2025-12-01,202.17,success,Card
TXN00005446,C000603,2025-12-31,195.32,success,Card
TXN00005447,C000604,2025-05-01,984.58,success,Card
TXN00005448,C000604,2025-05-31,1006.7,success,Card
TXN00005449,C000604,2025-06-30,1008.43,success,UPI
TXN00005450,C000604,2025-07-30,1007.6,success,Card
TXN00005451,C000604,2025-08-29,1019.08,failed,Card
TXN00005452,C000604,2025-09-28,1046.2,success,Wallet
TXN00005453,C000604,2025-10-28,1019.7,success,Card
TXN00005454,C000604,2025-11-27,1017.42,success,Card
TXN00005455,C000604,2025-12-27,1019.34,success,Card
TXN00005456,C000605,2025-02-15,475.63,success,UPI
TXN00005457,C000605,2025-03-17,477.22,success,UPI
TXN00005458,C000605,2025-04-16,513.54,failed,Card
TXN00005459,C000605,2025-05-16,482.42,success,NetBanking
TXN00005460,C000605,2025-06-15,490.12,success,UPI
TXN00005461,C000605,2025-07-15,480.9,success,Card
TXN00005462,C000605,2025-08-14,513.55,failed,UPI
TXN00005463,C000605,2025-09-13,517.38,success,Card
TXN00005464,C000605,2025-10-13,517.49,success,Card
TXN00005465,C000605,2025-11-12,489.99,success,Card
TXN00005466,C000605,2025-12-12,497.27,success,NetBanking
TXN00005467,C000606,2025-08-22,522.09,success,Wallet
TXN00005468,C000606,2025-09-21,496.69,success,UPI
TXN00005469,C000606,2025-10-21,494.11,success,Card
TXN00005470,C000606,2025-11-20,512.21,success,UPI
TXN00005471,C000606,2025-12-20,519.54,success,Wallet
TXN00005472,C000607,2025-03-10,987.99,success,NetBanking
TXN00005473,C000607,2025-04-09,1001.67,success,Wallet
TXN00005474,C000607,2025-05-09,973.41,success,Card
TXN00005475,C000607,2025-06-08,969.42,success,UPI
TXN00005476,C000607,2025-07-08,1046.02,success,UPI
TXN00005477,C000607,2025-08-07,981.71,success,Wallet
TXN00005478,C000607,2025-09-06,971.65,success,Card
TXN00005479,C000607,2025-10-06,986.96,success,NetBanking
TXN00005480,C000607,2025-11-05,950.14,success,Card
TXN00005481,C000607,2025-12-05,1005.27,success,Card
TXN00005482,C000608,2025-05-13,500.83,success,UPI
TXN00005483,C000608,2025-06-12,516.79,success,Card
TXN00005484,C000608,2025-07-12,501.76,success,UPI
TXN00005485,C000608,2025-08-11,494.0,success,UPI
TXN00005486,C000608,2025-09-10,496.74,success,UPI
TXN00005487,C000608,2025-10-10,515.69,success,Card
TXN00005488,C000608,2025-11-09,508.28,success,NetBanking
TXN00005489,C000608,2025-12-09,477.6,success,Wallet
TXN00005490,C000609,2025-07-16,523.52,success,Card
TXN00005491,C000609,2025-08-15,495.66,failed,UPI
TXN00005492,C000609,2025-09-14,513.24,success,Card
TXN00005493,C000609,2025-10-14,516.36,success,UPI
TXN00005494,C000609,2025-11-13,506.35,success,Wallet
TXN00005495,C000610,2025-10-31,509.31,success,UPI
TXN00005496,C000610,2025-11-30,506.23,success,NetBanking
TXN00005497,C000610,2025-12-30,508.82,success,UPI
TXN00005498,C000611,2025-06-21,204.44,success,NetBanking
TXN00005499,C000611,2025-07-21,192.36,failed,UPI
TXN00005500,C000611,2025-08-20,192.12,success,Wallet
TXN00005501,C000611,2025-09-19,191.89,success,NetBanking
TXN00005502,C000611,2025-10-19,207.24,success,Wallet
TXN00005503,C000611,2025-11-18,200.28,success,UPI
TXN00005504,C000611,2025-12-18,198.65,success,Wallet
TXN00005505,C000612,2025-09-12,197.7,success,Card
TXN00005506,C000612,2025-10-12,191.45,success,NetBanking
TXN00005507,C000612,2025-11-11,194.15,success,Card
TXN00005508,C000612,2025-12-11,208.42,success,UPI
TXN00005509,C000613,2025-06-07,514.85,success,UPI
TXN00005510,C000613,2025-07-07,513.47,success,Wallet
TXN00005511,C000613,2025-08-06,480.25,failed,Card
TXN00005512,C000613,2025-09-05,517.69,success,NetBanking
TXN00005513,C000613,2025-10-05,485.58,success,Card
TXN00005514,C000613,2025-11-04,512.62,success,Card
TXN00005515,C000613,2025-12-04,508.03,success,Card
TXN00005516,C000614,2025-06-29,204.69,success,UPI
