ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,is_resolved
TKT001887,C001304,2025-08-02,Network,45.75,1
TKT001888,C001304,2025-12-07,AppBug,75.03,1
TKT001889,C001306,2025-10-25,Billing,31.31,1
TKT001890,C001307,2025-10-06,AppBug,56.22,1
TKT001891,C001307,2025-11-09,AppBug,57.39,0
TKT001892,C001308,2025-09-06,Billing,30.88,1
TKT001893,C001309,2025-04-12,Refund,49.65,0
TKT001894,C001309,2025-04-30,Account,69.83,0
TKT001895,C001309,2025-03-18,Network,45.74,0
TKT001896,C001309,2025-03-15,Network,59.0,1
TKT001897,C001309,2025-01-12,Billing,43.32,1
TKT001898,C001311,2025-05-26,Refund,36.5,1
TKT001899,C001311,2025-06-25,Billing,28.62,0
TKT001900,C001313,2025-05-15,Account,24.6,1
TKT001901,C001313,2025-09-15,Refund,34.3,1
TKT001902,C001317,2025-06-06,Network,30.6,1
TKT001903,C001317,2025-04-14,Billing,58.4,1
TKT001904,C001317,2025-06-12,Network,37.95,0
TKT001905,C001317,2025-06-15,Billing,34.8,1
TKT001906,C001319,2025-09-20,AppBug,26.14,1
TKT001907,C001320,2024-10-06,Refund,51.94,1
TKT001908,C001321,2025-06-18,Refund,37.41,0
TKT001909,C001321,2025-05-19,Refund,48.52,1
TKT001910,C001321,2025-05-18,Billing,45.81,0
TKT001911,C001322,2025-03-20,AppBug,20.79,1
TKT001912,C001323,2025-12-06,Network,38.79,1
TKT001913,C001323,2025-08-23,Account,12.03,1
TKT001914,C001323,2024-08-15,Refund,10.64,0
TKT001915,C001324,2025-10-18,Network,38.61,1
TKT001916,C001324,2025-11-28,AppBug,26.27,1
TKT001917,C001325,2025-05-15,Account,2.76,1
TKT001918,C001326,2025-10-18,Billing,39.7,1
TKT001919,C001327,2025-04-02,AppBug,7.3,1
TKT001920,C001328,2025-07-19,Account,21.03,1
TKT001921,C001329,2025-08-10,AppBug,31.84,1
TKT001922,C001330,2025-12-06,Account,39.65,1
TKT001923,C001330,2025-07-14,AppBug,28.68,1
TKT001924,C001331,2025-12-31,AppBug,19.74,1
TKT001925,C001332,2025-09-19,Account,23.66,1
TKT001926,C001332,2025-08-05,Billing,2.99,0
TKT001927,C001333,2025-11-04,AppBug,30.37,1
TKT001928,C001334,2025-09-26,Refund,37.31,1
TKT001929,C001334,2025-10-03,Billing,33.98,1
TKT001930,C001335,2025-12-29,Billing,25.4,1
TKT001931,C001335,2025-03-15,Network,37.95,1
TKT001932,C001336,2025-12-12,Refund,8.95,0
TKT001933,C001338,2025-10-10,Refund,44.31,0
TKT001934,C001338,2025-10-23,Billing,60.4,1
TKT001935,C001340,2025-03-14,Account,30.5,1
TKT001936,C001341,2025-08-08,Billing,19.06,1
TKT001937,C001343,2025-11-04,Account,3.86,1
TKT001938,C001343,2025-12-06,Network,9.72,0
TKT001939,C001344,2025-12-16,AppBug,28.69,1
TKT001940,C001346,2025-11-26,Network,49.37,1
TKT001941,C001346,2025-11-24,Refund,32.74,1
TKT001942,C001346,2025-12-13,AppBug,21.96,1
TKT001943,C001347,2025-11-04,AppBug,16.03,1
TKT001944,C001347,2025-10-30,Network,33.3,0
TKT001945,C001349,2025-12-13,Network,24.4,1
TKT001946,C001349,2025-12-25,AppBug,30.11,0
TKT001947,C001351,2024-12-20,Network,67.82,0
TKT001948,C001351,2025-01-19,Billing,74.21,0
TKT001949,C001351,2025-01-09,Network,25.56,1
TKT001950,C001351,2024-12-28,Account,72.57,1
TKT001951,C001351,2025-01-15,Billing,50.89,1
TKT001952,C001352,2025-03-20,Account,37.58,1
TKT001953,C001353,2025-05-09,Refund,33.56,1
TKT001954,C001353,2025-09-09,Account,20.27,1
TKT001955,C001353,2025-07-11,Billing,2.72,1
TKT001956,C001354,2025-08-19,Account,62.81,1
TKT001957,C001354,2025-05-03,AppBug,62.63,1
TKT001958,C001354,2025-06-12,Billing,34.38,0
TKT001959,C001355,2024-10-18,Network,23.8,0
TKT001960,C001355,2025-08-06,Account,23.49,0
TKT001961,C001357,2025-12-07,Billing,70.84,0
TKT001962,C001357,2025-09-02,AppBug,79.27,0
TKT001963,C001357,2025-07-27,Network,71.44,0
TKT001964,C001357,2025-11-21,Refund,43.99,1
TKT001965,C001357,2025-07-25,Refund,55.58,1
TKT001966,C001358,2025-01-20,Network,19.99,1
TKT001967,C001358,2025-01-26,Account,9.79,0
TKT001968,C001359,2024-12-13,Account,37.15,1
TKT001969,C001359,2025-05-24,Network,1.21,1
TKT001970,C001359,2025-04-02,Account,38.36,1
TKT001971,C001360,2025-06-12,Billing,23.31,0
TKT001972,C001360,2025-06-19,AppBug,2.7,1
TKT001973,C001361,2025-02-23,Refund,52.76,1
TKT001974,C001361,2025-06-22,Refund,41.09,0
TKT001975,C001361,2024-11-01,Refund,44.14,1
TKT001976,C001361,2025-05-17,Refund,73.72,1
TKT001977,C001361,2024-10-26,Refund,43.78,1
TKT001978,C001362,2025-06-21,Network,36.61,1
TKT001979,C001363,2025-12-30,Network,24.98,1
TKT001980,C001366,2025-09-25,Network,23.88,1
TKT001981,C001366,2025-10-15,Account,16.3,1
TKT001982,C001368,2025-05-10,Network,59.3,0
TKT001983,C001368,2025-06-01,Network,70.52,1
TKT001984,C001368,2025-05-27,Network,27.12,1
TKT001985,C001369,2025-10-28,AppBug,58.89,0
TKT001986,C001369,2025-10-22,Refund,73.48,1
TKT001987,C001369,2025-10-24,Billing,53.1,1
TKT001988,C001369,2025-12-15,AppBug,70.67,1
TKT001989,C001369,2025-11-30,AppBug,73.97,1
TKT001990,C001369,2025-12-08,Billing,66.95,1
TKT001991,C001371,2024-10-09,Network,16.46,0
TKT001992,C001372,2025-10-20,Billing,16.37,1
TKT001993,C001372,2025-12-25,Network,29.39,1
TKT001994,C001373,2025-11-13,AppBug,24.95,1
TKT001995,C001374,2025-10-04,Billing,73.92,0
TKT001996,C001374,2025-09-15,Billing,54.76,0
TKT001997,C001374,2025-10-04,Account,46.43,0
TKT001998,C001374,2025-10-31,Refund,57.47,0
TKT001999,C001375,2025-12-27,Network,29.31,1
TKT002000,C001375,2025-12-30,Network,32.35,1
TKT002001,C001375,2025-12-10,Network,1.66,1
TKT002002,C001376,2025-10-06,Refund,31.46,1
TKT002003,C001376,2025-10-02,Network,37.47,1
TKT002004,C001376,2025-08-29,Billing,24.79,1
TKT002005,C001377,2025-12-27,AppBug,35.68,0
TKT002006,C001378,2025-09-23,Refund,6.99,1
TKT002007,C001378,2025-12-09,Refund,18.75,1
TKT002008,C001378,2025-11-28,Account,6.29,1
TKT002009,C001379,2025-02-13,Billing,23.52,0
TKT002010,C001379,2025-01-06,Network,32.85,1
TKT002011,C001380,2025-07-23,Refund,35.25,1
TKT002012,C001381,2025-05-02,Account,33.14,1
TKT002013,C001381,2025-10-04,Network,9.79,1
TKT002014,C001382,2024-08-05,Refund,61.79,1
TKT002015,C001382,2024-08-26,Refund,37.48,0
TKT002016,C001383,2025-10-27,Network,35.32,1
TKT002017,C001384,2024-12-15,Billing,53.98,1
TKT002018,C001384,2025-02-24,Network,40.74,0
TKT002019,C001384,2025-01-05,Billing,53.25,1
TKT002020,C001384,2025-03-07,Billing,69.33,1
TKT002021,C001388,2025-11-05,Network,8.64,1
TKT002022,C001390,2025-11-30,Billing,52.15,1
TKT002023,C001390,2025-11-28,Billing,35.15,1
TKT002024,C001391,2025-07-17,Account,24.42,1
TKT002025,C001391,2025-09-13,AppBug,18.95,1
TKT002026,C001392,2025-10-29,Billing,67.44,0
TKT002027,C001392,2025-11-01,AppBug,29.95,1
TKT002028,C001393,2025-11-11,Refund,51.51,1
TKT002029,C001393,2025-12-03,Billing,71.8,0
TKT002030,C001393,2025-11-19,Billing,55.73,0
TKT002031,C001394,2025-05-09,Billing,37.39,1
TKT002032,C001394,2025-08-13,Refund,22.11,1
TKT002033,C001394,2025-01-04,Billing,26.21,0
TKT002034,C001395,2025-04-23,AppBug,28.49,1
TKT002035,C001400,2025-09-25,Billing,21.99,0
TKT002036,C001400,2025-09-21,AppBug,70.18,1
TKT002037,C001400,2025-10-19,AppBug,30.35,0
TKT002038,C001400,2025-10-26,Billing,72.06,1
TKT002039,C001401,2025-06-03,AppBug,10.61,1
TKT002040,C001401,2025-06-16,Account,36.84,1
TKT002041,C001402,2025-08-01,Billing,39.22,1
TKT002042,C001406,2024-10-02,Billing,33.47,1
TKT002043,C001406,2024-09-01,Billing,23.11,1
TKT002044,C001407,2025-07-28,Billing,25.77,1
TKT002045,C001407,2025-03-29,Network,29.06,1
TKT002046,C001407,2025-06-13,Billing,54.86,1
TKT002047,C001408,2025-12-04,Billing,34.11,1
TKT002048,C001408,2025-09-11,AppBug,13.35,0
TKT002049,C001408,2025-10-06,Refund,21.8,1
TKT002050,C001408,2025-12-28,Refund,36.79,0
TKT002051,C001409,2025-11-04,AppBug,75.08,0
TKT002052,C001409,2025-11-19,AppBug,56.68,0
TKT002053,C001409,2025-12-22,Network,70.21,1
TKT002054,C001409,2025-11-21,AppBug,52.46,1
TKT002055,C001409,2025-10-23,Refund,20.13,1
TKT002056,C001409,2025-11-11,Network,76.67,1
TKT002057,C001413,2025-12-07,Refund,8.93,1
TKT002058,C001414,2025-10-04,Network,17.04,1
TKT002059,C001414,2025-12-16,Network,12.61,1
TKT002060,C001415,2024-12-13,Account,43.4,1
TKT002061,C001416,2025-07-31,Network,29.47,1
TKT002062,C001417,2025-09-25,AppBug,32.79,1
TKT002063,C001418,2024-10-20,Network,21.94,1
TKT002064,C001418,2025-12-03,Network,35.16,1
TKT002065,C001419,2025-09-21,Network,41.49,1
TKT002066,C001419,2025-10-12,Billing,76.23,1
TKT002067,C001419,2025-10-23,Billing,62.62,1
TKT002068,C001419,2025-08-11,AppBug,27.75,1
TKT002069,C001420,2025-07-14,Billing,16.46,1
TKT002070,C001420,2025-06-21,Network,27.66,1
TKT002071,C001421,2025-11-06,AppBug,8.69,1
TKT002072,C001423,2024-10-21,Account,39.18,1
TKT002073,C001424,2025-11-03,Network,16.49,1
TKT002074,C001424,2025-07-14,Account,34.94,1
TKT002075,C001424,2025-07-26,Refund,6.87,1
TKT002076,C001426,2025-11-08,Network,9.76,0
TKT002077,C001426,2025-08-18,Refund,16.15,1
TKT002078,C001427,2025-11-02,Billing,71.01,0
TKT002079,C001427,2025-11-17,Network,53.65,1
TKT002080,C001427,2025-09-25,Account,58.41,1
TKT002081,C001427,2025-11-16,Refund,55.89,1
TKT002082,C001429,2024-09-05,Account,9.99,1
TKT002083,C001429,2024-08-22,Billing,32.17,1
TKT002084,C001430,2025-10-07,Network,4.69,0
TKT002085,C001431,2025-08-19,Refund,32.08,1
TKT002086,C001432,2025-05-28,Network,7.91,1
TKT002087,C001433,2025-06-19,AppBug,5.27,0
TKT002088,C001433,2025-11-07,Account,34.9,1
TKT002089,C001434,2025-11-05,Account,33.16,1
TKT002090,C001434,2025-10-30,Refund,24.2,1
TKT002091,C001435,2024-10-15,AppBug,28.08,1
TKT002092,C001435,2024-10-23,Refund,30.8,1
TKT002093,C001435,2025-06-18,Billing,1.8,1
TKT002094,C001436,2025-12-07,AppBug,21.28,1
TKT002095,C001436,2025-08-23,Account,30.22,1
TKT002096,C001438,2025-10-18,Billing,19.63,1
TKT002097,C001439,2025-08-04,Network,29.64,0
TKT002098,C001439,2025-06-26,Account,40.21,1
TKT002099,C001439,2025-08-08,Refund,59.97,1
TKT002100,C001439,2025-07-14,Refund,30.22,1
TKT002101,C001440,2025-02-07,Account,2.01,1
TKT002102,C001443,2025-07-28,Network,28.29,1
TKT002103,C001443,2025-06-19,Account,13.4,1
TKT002104,C001444,2025-06-03,Billing,76.32,0
TKT002105,C001444,2025-01-24,Billing,26.83,0
TKT002106,C001444,2025-02-13,Account,66.11,1
TKT002107,C001445,2025-11-28,Network,10.22,1
TKT002108,C001446,2025-11-13,Billing,30.74,0
TKT002109,C001448,2025-04-04,Network,79.62,1
TKT002110,C001448,2025-02-27,AppBug,33.5,1
TKT002111,C001448,2025-01-01,Network,36.29,1
TKT002112,C001448,2024-12-08,AppBug,52.95,1
TKT002113,C001449,2024-09-08,Refund,65.97,1
TKT002114,C001449,2024-11-14,Refund,21.11,1
TKT002115,C001449,2024-10-15,Billing,76.87,1
TKT002116,C001449,2024-12-27,Refund,59.46,0
TKT002117,C001449,2024-12-06,AppBug,45.96,1
TKT002118,C001451,2024-11-09,Refund,6.5,1
TKT002119,C001451,2024-11-28,Account,8.44,1
TKT002120,C001452,2025-10-29,Network,38.83,0
TKT002121,C001452,2025-05-08,Network,4.26,1
TKT002122,C001453,2025-10-25,Account,33.45,1
TKT002123,C001453,2025-05-16,Refund,24.88,1
TKT002124,C001454,2025-03-31,Network,22.86,1
TKT002125,C001456,2025-08-06,Network,5.76,1
TKT002126,C001458,2025-05-20,Account,28.57,1
TKT002127,C001458,2025-06-19,Billing,28.44,0
TKT002128,C001458,2025-05-23,Account,20.13,1
TKT002129,C001458,2025-06-10,Billing,42.69,0
TKT002130,C001458,2025-06-05,Billing,20.81,1
TKT002131,C001459,2025-12-06,Refund,14.27,1
TKT002132,C001460,2025-11-03,Refund,74.6,1
TKT002133,C001460,2025-12-08,Refund,29.59,1
TKT002134,C001460,2025-10-31,Network,60.13,1
TKT002135,C001460,2025-11-03,Billing,41.38,0
TKT002136,C001460,2025-11-24,Billing,48.83,1
TKT002137,C001462,2025-09-06,Network,37.74,1
TKT002138,C001463,2025-04-28,Account,12.93,1
TKT002139,C001463,2025-05-22,Account,39.42,1
TKT002140,C001464,2025-06-08,AppBug,44.04,1
TKT002141,C001464,2025-08-16,Refund,36.21,1
TKT002142,C001465,2025-09-03,AppBug,13.69,1
TKT002143,C001466,2024-12-01,Refund,6.29,0
TKT002144,C001466,2024-10-06,AppBug,3.93,1
TKT002145,C001466,2024-08-29,Network,16.72,1
TKT002146,C001467,2025-09-23,AppBug,39.32,1
TKT002147,C001467,2025-06-15,AppBug,22.12,1
TKT002148,C001468,2025-04-16,Network,28.86,1
TKT002149,C001468,2025-09-28,Network,18.98,0
TKT002150,C001469,2025-02-21,Refund,78.9,1
TKT002151,C001470,2025-09-02,Network,21.16,1
TKT002152,C001470,2025-07-31,Account,28.59,1
TKT002153,C001470,2025-09-09,AppBug,4.43,1
TKT002154,C001471,2025-10-06,AppBug,3.44,1
TKT002155,C001472,2025-09-28,Network,23.25,1
TKT002156,C001472,2025-09-28,Network,2.15,1
TKT002157,C001474,2025-08-14,Refund,23.82,1
TKT002158,C001476,2025-08-11,AppBug,23.99,1
TKT002159,C001477,2025-12-10,Account,36.87,1
TKT002160,C001477,2025-11-27,Billing,57.06,1
TKT002161,C001477,2025-12-04,AppBug,78.41,1
TKT002162,C001478,2025-12-05,Network,75.89,0
TKT002163,C001479,2025-12-05,Network,19.53,1
TKT002164,C001480,2025-07-09,AppBug,22.02,1
TKT002165,C001481,2025-08-11,Network,14.77,1
TKT002166,C001481,2025-01-10,AppBug,21.87,1
TKT002167,C001484,2025-11-25,Billing,54.58,1
TKT002168,C001484,2025-11-06,Billing,60.98,1
TKT002169,C001485,2025-05-04,Billing,73.42,1
TKT002170,C001486,2025-08-17,Refund,44.5,0
TKT002171,C001486,2025-05-30,AppBug,57.13,1
TKT002172,C001486,2025-06-28,Refund,53.91,0
TKT002173,C001487,2025-07-21,Network,26.6,1
TKT002174,C001488,2024-10-23,Account,32.17,1
TKT002175,C001488,2024-11-08,Refund,75.22,1
TKT002176,C001488,2024-11-06,Billing,69.36,0
TKT002177,C001489,2024-11-06,Billing,45.53,0
TKT002178,C001489,2024-09-26,Network,68.78,0
TKT002179,C001489,2025-01-03,Network,76.35,1
TKT002180,C001491,2025-10-16,Account,24.48,1
TKT002181,C001493,2025-11-12,Billing,49.9,1
TKT002182,C001493,2025-10-04,Refund,64.12,1
TKT002183,C001493,2025-11-21,AppBug,79.28,1
TKT002184,C001493,2025-10-30,AppBug,77.52,1
TKT002185,C001493,2025-11-30,Billing,68.08,1
TKT002186,C001493,2025-10-31,Network,38.06,1
TKT002187,C001493,2025-10-11,Billing,33.87,1
TKT002188,C001493,2025-11-07,AppBug,50.38,0
TKT002189,C001495,2025-11-18,Network,20.94,1
TKT002190,C001496,2025-12-19,Account,1.65,1
TKT002191,C001496,2025-11-17,AppBug,3.28,1
TKT002192,C001497,2025-07-03,Refund,32.83,1
TKT002193,C001497,2025-07-06,Billing,28.75,1
TKT002194,C001499,2025-11-12,Network,15.66,1
TKT002195,C001499,2024-12-05,AppBug,6.54,1
TKT002196,C001499,2025-03-14,Refund,9.64,1
TKT002197,C001500,2025-09-15,Account,9.46,1
TKT002198,C001501,2025-12-29,Account,31.05,1
TKT002199,C001501,2025-12-07,Network,6.31,1
TKT002200,C001503,2024-11-02,Refund,78.7,1
TKT002201,C001503,2024-09-13,Billing,68.32,0
TKT002202,C001503,2024-11-30,Refund,76.44,0
TKT002203,C001503,2024-11-07,Billing,22.93,1
TKT002204,C001503,2024-12-10,Network,22.22,1
TKT002205,C001504,2025-11-27,Refund,3.8,1
TKT002206,C001505,2025-10-05,Refund,29.93,1
TKT002207,C001505,2025-10-26,Refund,15.31,1
TKT002208,C001507,2025-01-31,Network,36.26,1
TKT002209,C001507,2025-10-17,Account,10.62,1
TKT002210,C001508,2025-07-02,Account,22.85,0
TKT002211,C001509,2025-10-16,Refund,33.98,1
TKT002212,C001510,2025-12-23,Network,13.59,1
TKT002213,C001510,2025-11-13,AppBug,3.15,1
TKT002214,C001510,2025-12-20,AppBug,28.3,1
TKT002215,C001511,2024-10-15,Network,77.46,0
TKT002216,C001511,2025-01-25,Network,41.2,0
TKT002217,C001511,2024-11-05,Refund,69.39,1
TKT002218,C001511,2025-01-17,Network,69.92,1
TKT002219,C001511,2025-04-11,AppBug,79.35,1
TKT002220,C001512,2024-12-14,AppBug,38.06,1
TKT002221,C001513,2025-02-28,AppBug,28.34,1
TKT002222,C001515,2025-07-18,Billing,70.79,1
TKT002223,C001515,2025-11-05,Billing,32.6,0
TKT002224,C001516,2025-10-14,Refund,26.94,1
TKT002225,C001517,2025-12-08,Network,20.5,1
TKT002226,C001518,2025-04-01,AppBug,12.41,1
TKT002227,C001520,2025-12-10,Refund,29.41,1
TKT002228,C001522,2025-12-16,Refund,14.58,1
TKT002229,C001523,2025-12-30,Billing,39.76,1
TKT002230,C001523,2025-10-02,AppBug,16.98,1
TKT002231,C001527,2025-10-13,Billing,9.71,1
TKT002232,C001528,2025-05-26,Billing,34.66,1
TKT002233,C001528,2025-10-25,Refund,32.53,1
TKT002234,C001529,2025-06-17,Refund,16.96,1
TKT002235,C001530,2025-08-21,Refund,1.81,1
TKT002236,C001531,2025-02-26,Account,8.76,1
TKT002237,C001532,2025-02-03,Billing,78.96,0
TKT002238,C001532,2024-11-16,AppBug,66.85,1
TKT002239,C001532,2025-02-08,Account,63.56,1
TKT002240,C001532,2024-09-30,Billing,67.51,1
TKT002241,C001533,2025-01-30,AppBug,79.19,0
TKT002242,C001533,2025-01-25,AppBug,29.0,0
TKT002243,C001533,2025-02-14,Billing,42.1,1
TKT002244,C001533,2025-04-15,Network,77.89,0
TKT002245,C001534,2025-12-28,Account,5.67,1
TKT002246,C001536,2025-04-01,Network,29.51,1
TKT002247,C001536,2025-02-12,Account,23.35,0
TKT002248,C001536,2025-01-17,Refund,30.59,0
TKT002249,C001536,2025-05-12,Account,51.06,1
TKT002250,C001536,2025-02-13,AppBug,49.86,1
TKT002251,C001536,2024-11-20,Account,71.4,1
TKT002252,C001536,2025-03-02,Billing,62.9,0
TKT002253,C001536,2025-06-16,Refund,31.35,1
TKT002254,C001539,2025-11-14,Account,9.04,1
TKT002255,C001539,2025-10-20,Account,36.92,0
TKT002256,C001540,2025-06-30,Account,1.83,1
TKT002257,C001540,2025-07-20,Network,26.55,1
TKT002258,C001540,2025-02-28,Account,17.6,1
TKT002259,C001541,2025-09-02,Account,20.06,1
TKT002260,C001541,2025-11-10,Account,2.52,1
TKT002261,C001541,2025-12-28,Refund,33.7,1
TKT002262,C001542,2025-12-14,AppBug,37.87,1
TKT002263,C001542,2025-12-29,Account,23.74,1
TKT002264,C001543,2025-06-20,Billing,36.07,1
TKT002265,C001543,2025-02-05,Refund,37.07,1
TKT002266,C001543,2025-05-21,Billing,20.38,1
TKT002267,C001544,2025-11-16,Refund,27.91,1
TKT002268,C001546,2024-10-29,Billing,61.04,1
TKT002269,C001546,2024-10-30,AppBug,29.61,1
TKT002270,C001546,2024-10-18,Refund,53.91,1
TKT002271,C001547,2025-11-04,Network,7.3,1
TKT002272,C001548,2025-09-29,AppBug,16.98,0
TKT002273,C001549,2025-10-08,Billing,23.56,1
TKT002274,C001550,2025-09-06,Refund,34.91,0
TKT002275,C001550,2025-02-05,Refund,29.06,1
TKT002276,C001551,2025-12-18,Network,36.05,1
TKT002277,C001552,2025-08-19,Network,72.41,0
TKT002278,C001552,2025-09-29,Billing,76.04,1
TKT002279,C001552,2025-11-04,AppBug,22.76,1
TKT002280,C001552,2025-09-14,Refund,31.56,1
TKT002281,C001552,2025-08-09,AppBug,65.76,1
TKT002282,C001552,2025-10-15,Account,60.98,0
TKT002283,C001553,2025-02-16,Network,57.03,0
TKT002284,C001553,2024-09-09,Billing,61.11,0
TKT002285,C001553,2024-09-24,Refund,50.93,1
TKT002286,C001556,2025-08-20,Network,38.38,0
TKT002287,C001557,2025-02-02,Account,39.92,1
TKT002288,C001558,2025-08-27,Account,16.03,1
TKT002289,C001559,2025-03-16,AppBug,35.33,1
TKT002290,C001560,2025-09-25,Billing,28.95,1
TKT002291,C001562,2025-02-03,Network,24.83,1
TKT002292,C001563,2025-03-16,Refund,26.75,0
TKT002293,C001563,2025-03-11,Billing,72.01,0
TKT002294,C001563,2025-03-08,Billing,35.9,1
TKT002295,C001563,2025-03-14,Network,40.28,0
TKT002296,C001563,2025-04-09,Network,27.79,0
TKT002297,C001563,2025-04-07,AppBug,20.94,1
TKT002298,C001563,2025-04-25,AppBug,25.54,1
TKT002299,C001563,2025-04-22,Billing,55.64,1
TKT002300,C001564,2025-12-04,AppBug,14.6,1
TKT002301,C001565,2024-09-28,Account,25.72,1
TKT002302,C001565,2024-12-06,Account,61.79,1
TKT002303,C001565,2024-08-19,Account,59.35,1
TKT002304,C001566,2025-08-31,Billing,64.91,1
TKT002305,C001566,2025-09-05,Billing,47.34,0
TKT002306,C001567,2025-10-03,AppBug,31.32,0
TKT002307,C001568,2025-11-04,Refund,75.15,0
TKT002308,C001568,2025-12-10,Network,21.57,1
TKT002309,C001568,2025-11-06,Network,67.58,0
TKT002310,C001568,2025-11-09,AppBug,56.31,0
TKT002311,C001568,2025-11-21,Refund,61.63,1
TKT002312,C001568,2025-11-05,Network,61.45,0
TKT002313,C001570,2025-08-06,Billing,39.91,1
TKT002314,C001571,2025-01-14,Network,13.55,1
TKT002315,C001573,2025-09-22,Refund,64.05,1
TKT002316,C001573,2025-09-20,AppBug,70.4,1
TKT002317,C001573,2025-10-27,Network,69.42,1
TKT002318,C001573,2025-10-11,Billing,27.19,0
TKT002319,C001573,2025-11-04,AppBug,30.02,0
TKT002320,C001574,2025-11-18,Account,1.16,1
TKT002321,C001574,2025-11-23,Network,38.81,1
TKT002322,C001575,2025-12-16,Billing,12.03,1
TKT002323,C001575,2025-12-06,Network,39.25,1
TKT002324,C001579,2025-09-24,Account,21.14,1
TKT002325,C001579,2025-06-13,Network,17.94,1
TKT002326,C001579,2025-08-24,Account,18.96,1
TKT002327,C001580,2025-04-08,Account,37.53,1
TKT002328,C001580,2025-03-29,Refund,11.52,1
TKT002329,C001581,2025-10-28,Refund,20.5,1
TKT002330,C001581,2025-12-06,AppBug,13.67,1
TKT002331,C001582,2025-12-19,Network,19.5,1
TKT002332,C001585,2025-08-10,Network,16.8,1
TKT002333,C001585,2025-09-21,AppBug,10.09,1
TKT002334,C001586,2025-09-21,Refund,32.2,1
TKT002335,C001586,2025-11-24,AppBug,32.59,1
TKT002336,C001587,2025-11-14,Refund,26.17,1
TKT002337,C001588,2025-12-09,AppBug,38.44,1
TKT002338,C001590,2025-07-12,AppBug,62.89,1
TKT002339,C001590,2024-11-18,AppBug,52.44,1
TKT002340,C001590,2025-05-22,Refund,20.92,1
TKT002341,C001590,2025-06-14,Billing,71.15,1
TKT002342,C001590,2024-12-20,AppBug,63.28,1
TKT002343,C001591,2025-12-30,Account,30.68,1
TKT002344,C001592,2025-12-29,AppBug,4.07,1
TKT002345,C001592,2025-07-26,Network,7.88,1
TKT002346,C001594,2025-10-16,AppBug,38.77,1
TKT002347,C001594,2025-09-17,Network,4.67,1
TKT002348,C001594,2025-03-04,Billing,8.86,1
TKT002349,C001594,2025-09-25,Billing,4.54,1
TKT002350,C001594,2025-12-23,AppBug,39.02,1
TKT002351,C001596,2025-05-19,AppBug,37.8,1
TKT002352,C001596,2025-06-30,Account,19.66,1
TKT002353,C001597,2025-09-28,Network,21.8,1
TKT002354,C001598,2025-08-16,Network,30.26,1
TKT002355,C001598,2025-07-07,Refund,79.7,1
TKT002356,C001598,2025-08-14,Network,75.46,1
TKT002357,C001599,2025-02-14,Refund,2.33,1
TKT002358,C001599,2025-04-02,Account,33.78,1
TKT002359,C001599,2025-07-06,AppBug,35.51,1
TKT002360,C001599,2025-07-29,Network,39.33,1
TKT002361,C001599,2025-05-26,Network,9.26,1
TKT002362,C001600,2025-04-22,Account,18.56,1
TKT002363,C001601,2025-07-10,Account,7.91,1
TKT002364,C001605,2024-12-15,Network,27.88,1
TKT002365,C001608,2025-12-09,Billing,13.42,1
TKT002366,C001609,2025-08-23,AppBug,14.66,0
TKT002367,C001610,2025-08-03,Refund,6.51,1
TKT002368,C001611,2024-11-02,Billing,35.44,0
TKT002369,C001612,2025-02-12,AppBug,24.71,1
TKT002370,C001612,2024-08-06,Refund,2.49,1
TKT002371,C001613,2024-10-01,Account,28.67,0
TKT002372,C001613,2025-06-08,Refund,76.32,1
TKT002373,C001613,2025-04-04,Billing,69.47,0
TKT002374,C001614,2025-04-27,AppBug,23.02,1
TKT002375,C001615,2025-10-25,Refund,20.94,1
TKT002376,C001616,2025-05-21,Billing,51.21,1
TKT002377,C001616,2025-05-16,Network,25.66,0
TKT002378,C001616,2025-05-10,Billing,54.66,0
TKT002379,C001616,2025-05-13,Network,51.33,1
TKT002380,C001616,2025-06-09,Billing,35.74,1
TKT002381,C001616,2025-04-23,Network,74.56,1
TKT002382,C001616,2025-02-22,Billing,69.26,1
TKT002383,C001617,2025-10-25,Network,61.31,1
TKT002384,C001617,2025-09-07,Account,79.77,0
TKT002385,C001617,2025-09-18,Refund,59.83,0
TKT002386,C001617,2025-10-22,Refund,55.93,1
TKT002387,C001617,2025-11-14,Refund,36.56,1
TKT002388,C001618,2025-01-17,Account,32.19,1
TKT002389,C001618,2025-02-18,Account,34.85,1
TKT002390,C001619,2025-12-22,AppBug,5.38,0
TKT002391,C001620,2025-12-27,Billing,28.91,1
TKT002392,C001621,2025-07-13,Network,23.65,1
TKT002393,C001621,2025-11-22,AppBug,3.36,1
TKT002394,C001621,2025-12-28,Account,7.84,1
TKT002395,C001622,2025-12-02,AppBug,33.79,1
TKT002396,C001623,2025-07-19,Refund,69.1,1
TKT002397,C001623,2025-07-14,AppBug,68.68,1
TKT002398,C001624,2025-11-25,Network,26.25,1
TKT002399,C001624,2025-09-06,Billing,2.44,1
TKT002400,C001625,2025-10-17,Billing,31.01,1
TKT002401,C001626,2025-11-29,Billing,42.37,1
TKT002402,C001626,2025-12-04,Billing,72.47,1
TKT002403,C001627,2025-03-23,Network,75.78,1
TKT002404,C001627,2024-11-18,Refund,58.16,1
TKT002405,C001627,2024-11-17,Network,54.53,0
TKT002406,C001627,2025-01-16,Billing,62.95,0
