customer_id,segment_id,segment_name
C001054,0,High Value Engaged
C001055,2,Low Engagement
C001056,0,High Value Engaged
C001057,0,High Value Engaged
C001058,1,At Risk
C001059,0,High Value Engaged
C001060,0,High Value Engaged
C001061,2,Low Engagement
C001062,0,High Value Engaged
C001063,0,High Value Engaged
C001064,0,High Value Engaged
C001065,0,High Value Engaged
C001066,2,Low Engagement
C001067,0,High Value Engaged
C001068,0,High Value Engaged
C001069,3,Price Sensitive
C001070,3,Price Sensitive
C001071,0,High Value Engaged
C001072,1,At Risk
C001073,0,High Value Engaged
C001074,2,Low Engagement
C001075,0,High Value Engaged
C001076,3,Price Sensitive
C001077,1,At Risk
C001078,1,At Risk
C001079,0,High Value Engaged
C001080,0,High Value Engaged
C001081,1,At Risk
C001082,1,At Risk
C001083,0,High Value Engaged
C001084,1,At Risk
C001085,1,At Risk
C001086,0,High Value Engaged
C001087,0,High Value Engaged
C001088,0,High Value Engaged
C001089,2,Low Engagement
C001090,0,High Value Engaged
C001091,0,High Value Engaged
C001092,1,At Risk
C001093,0,High Value Engaged
C001094,2,Low Engagement
C001095,0,High Value Engaged
C001096,0,High Value Engaged
C001097,0,High Value Engaged
C001098,2,Low Engagement
C001099,0,High Value Engaged
C001100,0,High Value Engaged
C001101,0,High Value Engaged
C001102,0,High Value Engaged
C001103,1,At Risk
C001104,3,Price Sensitive
C001105,0,High Value Engaged
C001106,1,At Risk
C001107,0,High Value Engaged
C001108,0,High Value Engaged
C001109,0,High Value Engaged
C001110,0,High Value Engaged
C001111,2,Low Engagement
C001112,0,High Value Engaged
C001113,1,At Risk
C001114,1,At Risk
C001115,1,At Risk
C001116,0,High Value Engaged
C001117,2,Low Engagement
C001118,0,High Value Engaged
C001119,2,Low Engagement
C001120,1,At Risk
C001121,1,At Risk
C001122,0,High Value Engaged
C001123,0,High Value Engaged
C001124,0,High Value Engaged
C001125,1,At Risk
C001126,0,High Value Engaged
C001127,2,Low Engagement
C001128,0,High Value Engaged
C001129,0,High Value Engaged
C001130,0,High Value Engaged
C001131,0,High Value Engaged
C001132,1,At Risk
C001133,0,High Value Engaged
C001134,3,Price Sensitive
C001135,0,High Value Engaged
C001136,1,At Risk
C001137,1,At Risk
C001138,0,High Value Engaged
C001139,0,High Value Engaged
C001140,1,At Risk
C001141,2,Low Engagement
C001142,1,At Risk
C001143,0,High Value Engaged
C001144,0,High Value Engaged
C001145,0,High Value Engaged
C001146,0,High Value Engaged
C001147,0,High Value Engaged
C001148,0,High Value Engaged
C001149,1,At Risk
C001150,0,High Value Engaged
C001151,3,Price Sensitive
C001152,0,High Value Engaged
C001153,0,High Value Engaged
C001154,2,Low Engagement
C001155,2,Low Engagement
C001156,0,High Value Engaged
C001157,0,High Value Engaged
C001158,0,High Value Engaged
C001159,0,High Value Engaged
C001160,0,High Value Engaged
C001161,0,High Value Engaged
C001162,0,High Value Engaged
C001163,0,High Value Engaged
C001164,2,Low Engagement
C001165,0,High Value Engaged
C001166,0,High Value Engaged
C001167,0,High Value Engaged
C001168,0,High Value Engaged
C001169,0,High Value Engaged
C001170,1,At Risk
C001171,0,High Value Engaged
C001172,0,High Value Engaged
C001173,0,High Value Engaged
C001174,1,At Risk
C001175,1,At Risk
C001176,2,Low Engagement
C001177,0,High Value Engaged
C001178,0,High Value Engaged
C001179,0,High Value Engaged
C001180,0,High Value Engaged
C001181,0,High Value Engaged
C001182,1,At Risk
C001183,0,High Value Engaged
C001184,0,High Value Engaged
C001185,0,High Value Engaged
C001186,2,Low Engagement
C001187,0,High Value Engaged
C001188,1,At Risk
C001189,0,High Value Engaged
C001190,0,High Value Engaged
C001191,0,High Value Engaged
C001192,1,At Risk
C001193,0,High Value Engaged
C001194,0,High Value Engaged
C001195,0,High Value Engaged
C001196,2,Low Engagement
C001197,0,High Value Engaged
C001198,0,High Value Engaged
C001199,0,High Value Engaged
C001200,1,At Risk
C001201,0,High Value Engaged
C001202,1,At Risk
C001203,0,High Value Engaged
C001204,0,High Value Engaged
C001205,0,High Value Engaged
C001206,0,High Value Engaged
C001207,0,High Value Engaged
C001208,3,Price Sensitive
C001209,1,At Risk
C001210,1,At Risk
C001211,0,High Value Engaged
C001212,2,Low Engagement
C001213,0,High Value Engaged
C001214,0,High Value Engaged
C001215,0,High Value Engaged
C001216,0,High Value Engaged
C001217,2,Low Engagement
C001218,0,High Value Engaged
C001219,1,At Risk
C001220,0,High Value Engaged
C001221,2,Low Engagement
C001222,0,High Value Engaged
C001223,0,High Value Engaged
C001224,1,At Risk
C001225,0,High Value Engaged
C001226,0,High Value Engaged
C001227,1,At Risk
C001228,0,High Value Engaged
C001229,1,At Risk
C001230,0,High Value Engaged
C001231,0,High Value Engaged
C001232,1,At Risk
C001233,1,At Risk
C001234,0,High Value Engaged
C001235,2,Low Engagement
C001236,0,High Value Engaged
C001237,2,Low Engagement
C001238,0,High Value Engaged
C001239,0,High Value Engaged
C001240,1,At Risk
C001241,1,At Risk
C001242,1,At Risk
C001243,0,High Value Engaged
C001244,2,Low Engagement
C001245,2,Low Engagement
C001246,0,High Value Engaged
C001247,0,High Value Engaged
C001248,1,At Risk
C001249,3,Price Sensitive
C001250,1,At Risk
C001251,2,Low Engagement
C001252,1,At Risk
C001253,0,High Value Engaged
C001254,0,High Value Engaged
C001255,0,High Value Engaged
C001256,0,High Value Engaged
C001257,0,High Value Engaged
C001258,1,At Risk
C001259,0,High Value Engaged
C001260,0,High Value Engaged
C001261,0,High Value Engaged
C001262,2,Low Engagement
C001263,0,High Value Engaged
C001264,0,High Value Engaged
C001265,3,Price Sensitive
C001266,0,High Value Engaged
C001267,0,High Value Engaged
C001268,0,High Value Engaged
C001269,0,High Value Engaged
C001270,1,At Risk
C001271,0,High Value Engaged
C001272,2,Low Engagement
C001273,0,High Value Engaged
C001274,0,High Value Engaged
C001275,0,High Value Engaged
C001276,1,At Risk
C001277,0,High Value Engaged
C001278,1,At Risk
C001279,0,High Value Engaged
C001280,0,High Value Engaged
C001281,0,High Value Engaged
C001282,0,High Value Engaged
C001283,0,High Value Engaged
C001284,0,High Value Engaged
C001285,0,High Value Engaged
C001286,0,High Value Engaged
C001287,0,High Value Engaged
C001288,0,High Value Engaged
C001289,0,High Value Engaged
C001290,0,High Value Engaged
C001291,0,High Value Engaged
C001292,0,High Value Engaged
C001293,3,Price Sensitive
C001294,2,Low Engagement
C001295,0,High Value Engaged
C001296,0,High Value Engaged
C001297,1,At Risk
C001298,2,Low Engagement
C001299,0,High Value Engaged
C001300,1,At Risk
C001301,0,High Value Engaged
C001302,0,High Value Engaged
C001303,2,Low Engagement
C001304,1,At Risk
C001305,0,High Value Engaged
C001306,0,High Value Engaged
C001307,1,At Risk
C001308,0,High Value Engaged
C001309,1,At Risk
C001310,0,High Value Engaged
C001311,1,At Risk
C001312,0,High Value Engaged
C001313,0,High Value Engaged
C001314,0,High Value Engaged
C001315,0,High Value Engaged
C001316,0,High Value Engaged
C001317,1,At Risk
C001318,0,High Value Engaged
C001319,0,High Value Engaged
C001320,1,At Risk
C001321,1,At Risk
C001322,0,High Value Engaged
C001323,2,Low Engagement
C001324,0,High Value Engaged
C001325,0,High Value Engaged
C001326,0,High Value Engaged
C001327,0,High Value Engaged
C001328,0,High Value Engaged
C001329,0,High Value Engaged
C001330,2,Low Engagement
C001331,2,Low Engagement
C001332,0,High Value Engaged
C001333,0,High Value Engaged
C001334,0,High Value Engaged
C001335,2,Low Engagement
C001336,2,Low Engagement
C001337,0,High Value Engaged
C001338,1,At Risk
C001339,0,High Value Engaged
C001340,1,At Risk
C001341,0,High Value Engaged
C001342,0,High Value Engaged
C001343,2,Low Engagement
C001344,3,Price Sensitive
C001345,0,High Value Engaged
C001346,1,At Risk
C001347,0,High Value Engaged
C001348,0,High Value Engaged
C001349,2,Low Engagement
C001350,0,High Value Engaged
C001351,1,At Risk
C001352,0,High Value Engaged
C001353,0,High Value Engaged
C001354,1,At Risk
C001355,0,High Value Engaged
C001356,0,High Value Engaged
C001357,1,At Risk
C001358,0,High Value Engaged
C001359,0,High Value Engaged
C001360,0,High Value Engaged
C001361,1,At Risk
C001362,0,High Value Engaged
C001363,3,Price Sensitive
C001364,0,High Value Engaged
C001365,0,High Value Engaged
C001366,0,High Value Engaged
C001367,0,High Value Engaged
C001368,1,At Risk
C001369,2,Low Engagement
C001370,0,High Value Engaged
C001371,0,High Value Engaged
C001372,2,Low Engagement
C001373,0,High Value Engaged
C001374,1,At Risk
C001375,2,Low Engagement
C001376,1,At Risk
C001377,2,Low Engagement
C001378,2,Low Engagement
C001379,0,High Value Engaged
C001380,0,High Value Engaged
C001381,0,High Value Engaged
C001382,1,At Risk
C001383,0,High Value Engaged
C001384,1,At Risk
C001385,0,High Value Engaged
C001386,0,High Value Engaged
C001387,0,High Value Engaged
C001388,0,High Value Engaged
C001389,0,High Value Engaged
C001390,1,At Risk
C001391,0,High Value Engaged
C001392,1,At Risk
C001393,1,At Risk
C001394,0,High Value Engaged
C001395,0,High Value Engaged
C001396,0,High Value Engaged
C001397,0,High Value Engaged
C001398,0,High Value Engaged
C001399,0,High Value Engaged
C001400,1,At Risk
C001401,0,High Value Engaged
C001402,0,High Value Engaged
C001403,0,High Value Engaged
C001404,0,High Value Engaged
C001405,1,At Risk
C001406,1,At Risk
C001407,1,At Risk
C001408,2,Low Engagement
C001409,1,At Risk
C001410,0,High Value Engaged
C001411,0,High Value Engaged
C001412,0,High Value Engaged
C001413,2,Low Engagement
C001414,2,Low Engagement
C001415,1,At Risk
C001416,0,High Value Engaged
C001417,0,High Value Engaged
C001418,2,Low Engagement
C001419,3,Price Sensitive
C001420,0,High Value Engaged
C001421,0,High Value Engaged
C001422,0,High Value Engaged
C001423,0,High Value Engaged
C001424,3,Price Sensitive
C001425,0,High Value Engaged
C001426,0,High Value Engaged
C001427,1,At Risk
C001428,0,High Value Engaged
C001429,0,High Value Engaged
C001430,0,High Value Engaged
C001431,0,High Value Engaged
C001432,0,High Value Engaged
C001433,0,High Value Engaged
C001434,0,High Value Engaged
C001435,0,High Value Engaged
C001436,2,Low Engagement
C001437,3,Price Sensitive
C001438,0,High Value Engaged
C001439,1,At Risk
C001440,0,High Value Engaged
C001441,0,High Value Engaged
C001442,0,High Value Engaged
C001443,0,High Value Engaged
C001444,1,At Risk
C001445,0,High Value Engaged
C001446,0,High Value Engaged
C001447,0,High Value Engaged
C001448,1,At Risk
C001449,1,At Risk
C001450,0,High Value Engaged
C001451,0,High Value Engaged
C001452,0,High Value Engaged
C001453,0,High Value Engaged
C001454,0,High Value Engaged
C001455,0,High Value Engaged
C001456,0,High Value Engaged
C001457,0,High Value Engaged
C001458,1,At Risk
C001459,2,Low Engagement
C001460,1,At Risk
C001461,0,High Value Engaged
C001462,0,High Value Engaged
C001463,0,High Value Engaged
C001464,1,At Risk
C001465,0,High Value Engaged
C001466,0,High Value Engaged
C001467,0,High Value Engaged
C001468,0,High Value Engaged
C001469,1,At Risk
C001470,0,High Value Engaged
C001471,0,High Value Engaged
C001472,0,High Value Engaged
C001473,0,High Value Engaged
C001474,0,High Value Engaged
C001475,0,High Value Engaged
C001476,0,High Value Engaged
C001477,2,Low Engagement
C001478,1,At Risk
C001479,2,Low Engagement
C001480,0,High Value Engaged
C001481,0,High Value Engaged
C001482,0,High Value Engaged
C001483,0,High Value Engaged
C001484,1,At Risk
C001485,1,At Risk
C001486,1,At Risk
C001487,0,High Value Engaged
C001488,1,At Risk
C001489,1,At Risk
C001490,0,High Value Engaged
C001491,0,High Value Engaged
C001492,0,High Value Engaged
C001493,1,At Risk
C001494,0,High Value Engaged
C001495,0,High Value Engaged
C001496,2,Low Engagement
C001497,1,At Risk
C001498,0,High Value Engaged
C001499,0,High Value Engaged
C001500,0,High Value Engaged
C001501,2,Low Engagement
C001502,0,High Value Engaged
C001503,1,At Risk
C001504,0,High Value Engaged
C001505,0,High Value Engaged
C001506,0,High Value Engaged
C001507,0,High Value Engaged
C001508,0,High Value Engaged
C001509,0,High Value Engaged
C001510,2,Low Engagement
C001511,1,At Risk
C001512,0,High Value Engaged
C001513,0,High Value Engaged
C001514,0,High Value Engaged
C001515,1,At Risk
C001516,0,High Value Engaged
C001517,3,Price Sensitive
C001518,0,High Value Engaged
C001519,0,High Value Engaged
C001520,2,Low Engagement
C001521,0,High Value Engaged
C001522,3,Price Sensitive
C001523,2,Low Engagement
C001524,0,High Value Engaged
C001525,0,High Value Engaged
C001526,0,High Value Engaged
C001527,0,High Value Engaged
C001528,0,High Value Engaged
C001529,0,High Value Engaged
C001530,0,High Value Engaged
C001531,0,High Value Engaged
C001532,1,At Risk
C001533,1,At Risk
C001534,2,Low Engagement
C001535,0,High Value Engaged
C001536,1,At Risk
C001537,0,High Value Engaged
C001538,0,High Value Engaged
C001539,0,High Value Engaged
C001540,0,High Value Engaged
C001541,2,Low Engagement
C001542,2,Low Engagement
C001543,0,High Value Engaged
C001544,0,High Value Engaged
C001545,0,High Value Engaged
C001546,1,At Risk
C001547,0,High Value Engaged
C001548,0,High Value Engaged
C001549,0,High Value Engaged
C001550,0,High Value Engaged
C001551,2,Low Engagement
C001552,1,At Risk
C001553,1,At Risk
C001554,0,High Value Engaged
C001555,0,High Value Engaged
C001556,0,High Value Engaged
C001557,0,High Value Engaged
C001558,0,High Value Engaged
C001559,0,High Value Engaged
C001560,0,High Value Engaged
C001561,0,High Value Engaged
C001562,0,High Value Engaged
C001563,1,At Risk
C001564,2,Low Engagement
C001565,1,At Risk
C001566,1,At Risk
C001567,0,High Value Engaged
C001568,1,At Risk
C001569,0,High Value Engaged
C001570,0,High Value Engaged
C001571,0,High Value Engaged
C001572,0,High Value Engaged
C001573,1,At Risk
C001574,0,High Value Engaged
C001575,2,Low Engagement
C001576,0,High Value Engaged
C001577,0,High Value Engaged
C001578,3,Price Sensitive
C001579,0,High Value Engaged
C001580,0,High Value Engaged
C001581,2,Low Engagement
C001582,2,Low Engagement
C001583,0,High Value Engaged
C001584,0,High Value Engaged
C001585,0,High Value Engaged
C001586,0,High Value Engaged
C001587,0,High Value Engaged
C001588,2,Low Engagement
C001589,0,High Value Engaged
C001590,1,At Risk
C001591,2,Low Engagement
C001592,2,Low Engagement
C001593,0,High Value Engaged
C001594,2,Low Engagement
C001595,0,High Value Engaged
C001596,0,High Value Engaged
C001597,0,High Value Engaged
C001598,1,At Risk
C001599,0,High Value Engaged
C001600,0,High Value Engaged
C001601,0,High Value Engaged
C001602,0,High Value Engaged
C001603,0,High Value Engaged
C001604,0,High Value Engaged
C001605,0,High Value Engaged
C001606,1,At Risk
C001607,3,Price Sensitive
C001608,2,Low Engagement
C001609,0,High Value Engaged
C001610,0,High Value Engaged
C001611,0,High Value Engaged
C001612,0,High Value Engaged
C001613,1,At Risk
C001614,3,Price Sensitive
C001615,0,High Value Engaged
C001616,1,At Risk
C001617,1,At Risk
C001618,0,High Value Engaged
C001619,2,Low Engagement
C001620,2,Low Engagement
C001621,2,Low Engagement
C001622,1,At Risk
C001623,1,At Risk
C001624,3,Price Sensitive
C001625,0,High Value Engaged
C001626,3,Price Sensitive
C001627,1,At Risk
C001628,1,At Risk
C001629,1,At Risk
C001630,1,At Risk
C001631,0,High Value Engaged
C001632,0,High Value Engaged
C001633,3,Price Sensitive
C001634,0,High Value Engaged
C001635,0,High Value Engaged
C001636,1,At Risk
C001637,2,Low Engagement
C001638,0,High Value Engaged
C001639,2,Low Engagement
C001640,0,High Value Engaged
C001641,0,High Value Engaged
C001642,0,High Value Engaged
C001643,0,High Value Engaged
C001644,1,At Risk
C001645,0,High Value Engaged
C001646,0,High Value Engaged
C001647,0,High Value Engaged
C001648,0,High Value Engaged
C001649,2,Low Engagement
C001650,0,High Value Engaged
C001651,0,High Value Engaged
C001652,0,High Value Engaged
C001653,0,High Value Engaged
C001654,3,Price Sensitive
C001655,0,High Value Engaged
C001656,0,High Value Engaged
C001657,0,High Value Engaged
C001658,0,High Value Engaged
C001659,0,High Value Engaged
C001660,0,High Value Engaged
C001661,0,High Value Engaged
C001662,3,Price Sensitive
C001663,2,Low Engagement
C001664,0,High Value Engaged
C001665,2,Low Engagement
C001666,1,At Risk
C001667,1,At Risk
C001668,0,High Value Engaged
C001669,1,At Risk
C001670,0,High Value Engaged
C001671,0,High Value Engaged
C001672,0,High Value Engaged
C001673,1,At Risk
C001674,0,High Value Engaged
C001675,0,High Value Engaged
C001676,0,High Value Engaged
C001677,3,Price Sensitive
C001678,2,Low Engagement
C001679,0,High Value Engaged
C001680,0,High Value Engaged
C001681,0,High Value Engaged
C001682,0,High Value Engaged
C001683,0,High Value Engaged
C001684,0,High Value Engaged
C001685,1,At Risk
C001686,1,At Risk
C001687,1,At Risk
C001688,0,High Value Engaged
C001689,0,High Value Engaged
C001690,1,At Risk
C001691,0,High Value Engaged
C001692,0,High Value Engaged
C001693,0,High Value Engaged
C001694,1,At Risk
C001695,2,Low Engagement
C001696,0,High Value Engaged
C001697,0,High Value Engaged
C001698,0,High Value Engaged
C001699,1,At Risk
C001700,0,High Value Engaged
C001701,0,High Value Engaged
C001702,1,At Risk
C001703,1,At Risk
C001704,0,High Value Engaged
C001705,0,High Value Engaged
C001706,2,Low Engagement
C001707,2,Low Engagement
C001708,0,High Value Engaged
C001709,2,Low Engagement
C001710,0,High Value Engaged
C001711,0,High Value Engaged
C001712,1,At Risk
C001713,0,High Value Engaged
C001714,0,High Value Engaged
C001715,2,Low Engagement
C001716,1,At Risk
C001717,0,High Value Engaged
C001718,2,Low Engagement
C001719,0,High Value Engaged
C001720,0,High Value Engaged
C001721,0,High Value Engaged
C001722,1,At Risk
C001723,1,At Risk
C001724,0,High Value Engaged
C001725,2,Low Engagement
C001726,2,Low Engagement
C001727,0,High Value Engaged
C001728,0,High Value Engaged
C001729,0,High Value Engaged
C001730,1,At Risk
C001731,0,High Value Engaged
C001732,0,High Value Engaged
C001733,2,Low Engagement
C001734,0,High Value Engaged
C001735,1,At Risk
C001736,0,High Value Engaged
C001737,0,High Value Engaged
C001738,0,High Value Engaged
C001739,1,At Risk
C001740,1,At Risk
C001741,0,High Value Engaged
C001742,0,High Value Engaged
C001743,0,High Value Engaged
C001744,0,High Value Engaged
C001745,0,High Value Engaged
C001746,1,At Risk
C001747,0,High Value Engaged
C001748,0,High Value Engaged
C001749,0,High Value Engaged
C001750,0,High Value Engaged
C001751,0,High Value Engaged
C001752,1,At Risk
C001753,1,At Risk
C001754,2,Low Engagement
C001755,0,High Value Engaged
C001756,2,Low Engagement
C001757,0,High Value Engaged
C001758,1,At Risk
C001759,0,High Value Engaged
C001760,1,At Risk
C001761,2,Low Engagement
C001762,0,High Value Engaged
C001763,3,Price Sensitive
C001764,0,High Value Engaged
C001765,2,Low Engagement
C001766,0,High Value Engaged
C001767,0,High Value Engaged
C001768,1,At Risk
C001769,2,Low Engagement
C001770,0,High Value Engaged
C001771,1,At Risk
C001772,0,High Value Engaged
C001773,0,High Value Engaged
C001774,0,High Value Engaged
C001775,0,High Value Engaged
C001776,2,Low Engagement
C001777,0,High Value Engaged
C001778,0,High Value Engaged
C001779,1,At Risk
C001780,1,At Risk
C001781,0,High Value Engaged
C001782,1,At Risk
C001783,0,High Value Engaged
C001784,1,At Risk
C001785,0,High Value Engaged
C001786,0,High Value Engaged
C001787,1,At Risk
C001788,1,At Risk
C001789,0,High Value Engaged
C001790,2,Low Engagement
C001791,0,High Value Engaged
C001792,0,High Value Engaged
C001793,0,High Value Engaged
C001794,0,High Value Engaged
C001795,1,At Risk
C001796,2,Low Engagement
C001797,0,High Value Engaged
C001798,0,High Value Engaged
C001799,1,At Risk
C001800,1,At Risk
C001801,0,High Value Engaged
C001802,1,At Risk
C001803,1,At Risk
C001804,0,High Value Engaged
C001805,1,At Risk
C001806,1,At Risk
C001807,1,At Risk
C001808,3,Price Sensitive
C001809,1,At Risk
C001810,0,High Value Engaged
C001811,0,High Value Engaged
C001812,0,High Value Engaged
C001813,0,High Value Engaged
C001814,0,High Value Engaged
C001815,1,At Risk
C001816,0,High Value Engaged
C001817,1,At Risk
C001818,2,Low Engagement
C001819,3,Price Sensitive
C001820,1,At Risk
C001821,0,High Value Engaged
C001822,0,High Value Engaged
C001823,0,High Value Engaged
C001824,1,At Risk
C001825,0,High Value Engaged
C001826,0,High Value Engaged
C001827,0,High Value Engaged
C001828,0,High Value Engaged
C001829,1,At Risk
C001830,0,High Value Engaged
C001831,0,High Value Engaged
C001832,1,At Risk
C001833,2,Low Engagement
C001834,0,High Value Engaged
C001835,0,High Value Engaged
C001836,0,High Value Engaged
C001837,1,At Risk
C001838,0,High Value Engaged
C001839,0,High Value Engaged
C001840,2,Low Engagement
C001841,0,High Value Engaged
C001842,0,High Value Engaged
C001843,2,Low Engagement
C001844,0,High Value Engaged
C001845,2,Low Engagement
C001846,1,At Risk
C001847,0,High Value Engaged
C001848,0,High Value Engaged
C001849,0,High Value Engaged
C001850,0,High Value Engaged
C001851,2,Low Engagement
C001852,2,Low Engagement
C001853,0,High Value Engaged
C001854,0,High Value Engaged
C001855,1,At Risk
C001856,2,Low Engagement
C001857,0,High Value Engaged
C001858,0,High Value Engaged
C001859,1,At Risk
C001860,2,Low Engagement
C001861,0,High Value Engaged
C001862,2,Low Engagement
C001863,0,High Value Engaged
C001864,1,At Risk
C001865,3,Price Sensitive
C001866,1,At Risk
C001867,0,High Value Engaged
C001868,0,High Value Engaged
C001869,0,High Value Engaged
C001870,1,At Risk
C001871,0,High Value Engaged
C001872,0,High Value Engaged
C001873,0,High Value Engaged
C001874,0,High Value Engaged
C001875,1,At Risk
C001876,0,High Value Engaged
C001877,1,At Risk
C001878,1,At Risk
C001879,3,Price Sensitive
C001880,2,Low Engagement
C001881,0,High Value Engaged
C001882,0,High Value Engaged
C001883,0,High Value Engaged
C001884,2,Low Engagement
C001885,2,Low Engagement
C001886,0,High Value Engaged
C001887,1,At Risk
C001888,2,Low Engagement
C001889,0,High Value Engaged
C001890,0,High Value Engaged
C001891,0,High Value Engaged
C001892,3,Price Sensitive
C001893,0,High Value Engaged
C001894,0,High Value Engaged
C001895,1,At Risk
C001896,2,Low Engagement
C001897,0,High Value Engaged
C001898,3,Price Sensitive
C001899,1,At Risk
C001900,2,Low Engagement
C001901,2,Low Engagement
C001902,0,High Value Engaged
C001903,1,At Risk
C001904,0,High Value Engaged
C001905,0,High Value Engaged
C001906,0,High Value Engaged
C001907,0,High Value Engaged
C001908,0,High Value Engaged
C001909,2,Low Engagement
C001910,1,At Risk
C001911,0,High Value Engaged
C001912,0,High Value Engaged
C001913,3,Price Sensitive
C001914,2,Low Engagement
C001915,0,High Value Engaged
C001916,0,High Value Engaged
C001917,3,Price Sensitive
C001918,1,At Risk
C001919,0,High Value Engaged
C001920,0,High Value Engaged
C001921,2,Low Engagement
C001922,0,High Value Engaged
C001923,3,Price Sensitive
C001924,2,Low Engagement
C001925,0,High Value Engaged
C001926,2,Low Engagement
C001927,1,At Risk
C001928,1,At Risk
C001929,0,High Value Engaged
C001930,0,High Value Engaged
C001931,1,At Risk
C001932,0,High Value Engaged
C001933,0,High Value Engaged
C001934,0,High Value Engaged
C001935,0,High Value Engaged
C001936,0,High Value Engaged
C001937,0,High Value Engaged
C001938,2,Low Engagement
C001939,0,High Value Engaged
C001940,0,High Value Engaged
C001941,1,At Risk
C001942,0,High Value Engaged
C001943,1,At Risk
C001944,1,At Risk
C001945,0,High Value Engaged
C001946,0,High Value Engaged
C001947,0,High Value Engaged
C001948,0,High Value Engaged
C001949,0,High Value Engaged
C001950,2,Low Engagement
C001951,0,High Value Engaged
C001952,0,High Value Engaged
C001953,0,High Value Engaged
C001954,0,High Value Engaged
C001955,1,At Risk
C001956,0,High Value Engaged
C001957,0,High Value Engaged
C001958,0,High Value Engaged
C001959,0,High Value Engaged
C001960,0,High Value Engaged
C001961,0,High Value Engaged
C001962,1,At Risk
C001963,0,High Value Engaged
C001964,0,High Value Engaged
C001965,0,High Value Engaged
C001966,2,Low Engagement
C001967,1,At Risk
C001968,0,High Value Engaged
C001969,0,High Value Engaged
C001970,0,High Value Engaged
C001971,0,High Value Engaged
C001972,0,High Value Engaged
C001973,0,High Value Engaged
C001974,1,At Risk
C001975,0,High Value Engaged
C001976,0,High Value Engaged
C001977,1,At Risk
C001978,2,Low Engagement
C001979,0,High Value Engaged
C001980,1,At Risk
C001981,0,High Value Engaged
C001982,2,Low Engagement
C001983,0,High Value Engaged
C001984,1,At Risk
C001985,0,High Value Engaged
C001986,0,High Value Engaged
C001987,2,Low Engagement
C001988,1,At Risk
C001989,0,High Value Engaged
C001990,0,High Value Engaged
C001991,0,High Value Engaged
C001992,2,Low Engagement
C001993,0,High Value Engaged
C001994,1,At Risk
C001995,0,High Value Engaged
C001996,1,At Risk
C001997,0,High Value Engaged
C001998,0,High Value Engaged
C001999,0,High Value Engaged
C002000,1,At Risk
C002001,0,High Value Engaged
C002002,2,Low Engagement
C002003,0,High Value Engaged
C002004,3,Price Sensitive
C002005,0,High Value Engaged
C002006,1,At Risk
C002007,0,High Value Engaged
C002008,0,High Value Engaged
C002009,0,High Value Engaged
C002010,1,At Risk
C002011,1,At Risk
C002012,1,At Risk
C002013,0,High Value Engaged
C002014,0,High Value Engaged
C002015,0,High Value Engaged
C002016,0,High Value Engaged
C002017,0,High Value Engaged
C002018,0,High Value Engaged
C002019,0,High Value Engaged
C002020,0,High Value Engaged
C002021,0,High Value Engaged
C002022,0,High Value Engaged
C002023,2,Low Engagement
C002024,1,At Risk
C002025,2,Low Engagement
C002026,0,High Value Engaged
C002027,2,Low Engagement
C002028,0,High Value Engaged
C002029,3,Price Sensitive
C002030,1,At Risk
C002031,0,High Value Engaged
C002032,0,High Value Engaged
C002033,0,High Value Engaged
C002034,3,Price Sensitive
C002035,0,High Value Engaged
C002036,0,High Value Engaged
C002037,0,High Value Engaged
C002038,0,High Value Engaged
C002039,0,High Value Engaged
C002040,0,High Value Engaged
C002041,0,High Value Engaged
C002042,0,High Value Engaged
C002043,0,High Value Engaged
C002044,0,High Value Engaged
C002045,2,Low Engagement
C002046,0,High Value Engaged
C002047,0,High Value Engaged
C002048,1,At Risk
C002049,0,High Value Engaged
C002050,1,At Risk
C002051,0,High Value Engaged
C002052,0,High Value Engaged
C002053,1,At Risk
C002054,0,High Value Engaged
C002055,1,At Risk
C002056,1,At Risk
C002057,0,High Value Engaged
C002058,0,High Value Engaged
C002059,0,High Value Engaged
C002060,0,High Value Engaged
C002061,2,Low Engagement
C002062,2,Low Engagement
C002063,0,High Value Engaged
C002064,0,High Value Engaged
C002065,0,High Value Engaged
C002066,2,Low Engagement
C002067,1,At Risk
C002068,0,High Value Engaged
C002069,0,High Value Engaged
C002070,0,High Value Engaged
C002071,0,High Value Engaged
C002072,2,Low Engagement
C002073,1,At Risk
C002074,0,High Value Engaged
C002075,0,High Value Engaged
C002076,0,High Value Engaged
C002077,1,At Risk
C002078,0,High Value Engaged
C002079,0,High Value Engaged
C002080,2,Low Engagement
C002081,0,High Value Engaged
C002082,0,High Value Engaged
C002083,0,High Value Engaged
C002084,2,Low Engagement
C002085,1,At Risk
C002086,2,Low Engagement
C002087,0,High Value Engaged
C002088,2,Low Engagement
C002089,0,High Value Engaged
C002090,0,High Value Engaged
C002091,2,Low Engagement
C002092,2,Low Engagement
C002093,2,Low Engagement
C002094,0,High Value Engaged
C002095,0,High Value Engaged
C002096,0,High Value Engaged
C002097,0,High Value Engaged
C002098,2,Low Engagement
C002099,0,High Value Engaged
C002100,2,Low Engagement
C002101,0,High Value Engaged
C002102,0,High Value Engaged
C002103,1,At Risk
C002104,0,High Value Engaged
C002105,0,High Value Engaged
C002106,0,High Value Engaged
C002107,1,At Risk
C002108,0,High Value Engaged
C002109,0,High Value Engaged
