customer_id,age,gender,location,device_type,acquisition_channel,plan_type,monthly_price,auto_renew,total_sessions_30d,avg_session_minutes_30d,total_crashes_30d,failed_payments_30d,total_amount_success_30d,support_tickets_30d,avg_resolution_time_30d,churn
C000854,31,Male,Lucknow,Android,Partner,Premium,999,1,191,23.43,1,0,1041.98,0,0.0,0
C000855,39,Female,Ghaziabad,iOS,Partner,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C000856,51,Male,Mumbai,Android,Referral,Standard,499,1,198,30.69,2,0,479.31,0,0.0,0
C000857,33,Female,Ahmedabad,iOS,Ads,Basic,199,0,4,1.07,3,0,0.0,1,58.78410000000031,1
C000858,38,Male,Pune,iOS,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000859,48,Female,Chennai,iOS,Referral,Basic,199,1,219,28.74,2,0,192.38,0,0.0,0
C000860,33,Male,Bangalore,Android,Ads,Basic,199,1,167,25.09,0,0,206.77,0,0.0,0
C000861,23,Female,Thane,iOS,Referral,Premium,999,1,253,28.5,2,0,961.87,0,0.0,0
C000862,38,Male,Visakhapatnam,Web,Referral,Premium,999,0,39,6.51,10,0,1034.9,1,58.78410000000031,1
C000863,18,Female,Nagpur,Android,Ads,Basic,199,1,216,21.95,8,0,195.57,0,0.0,0
C000864,18,Male,Thane,iOS,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000865,35,Male,Vadodara,Android,Referral,Premium,999,1,159,16.51,1,0,1006.65,0,0.0,0
C000866,18,Female,Ghaziabad,Android,Partner,Basic,199,1,237,24.86,0,0,205.29,0,0.0,0
C000867,18,Female,Indore,Android,Ads,Standard,499,1,214,24.88,3,0,480.5,0,0.0,0
C000868,28,Male,Nagpur,Web,Referral,Standard,499,0,214,20.83,0,0,520.2,0,0.0,0
C000869,24,Male,Kanpur,iOS,Ads,Standard,499,0,9,1.92,0,0,0.0,0,0.0,1
C000870,30,Male,Jaipur,Android,Organic,Standard,499,1,232,28.61,5,0,509.72,1,3.73,0
C000871,43,Male,Bangalore,Android,Organic,Standard,499,0,223,28.14,2,0,482.26,0,0.0,0
C000872,34,Male,Surat,Web,Organic,Premium,999,1,219,27.64,0,0,1016.7,0,0.0,0
C000873,23,Male,Lucknow,Android,Organic,Standard,499,1,188,23.45,3,0,506.29,1,32.44,0
C000874,45,Female,Mumbai,Android,Organic,Standard,499,1,204,28.47,4,0,480.23,0,0.0,0
C000875,18,Female,Visakhapatnam,Web,Partner,Basic,199,1,221,21.17,2,0,200.66,0,0.0,0
C000876,34,Male,Nagpur,iOS,Ads,Basic,199,0,172,21.28,2,0,197.39,0,0.0,0
C000877,18,Other,Indore,Android,Ads,Premium,999,1,180,25.58,9,0,960.04,0,0.0,0
C000878,34,Female,Mumbai,Android,Ads,Basic,199,0,168,19.8,4,0,204.13,0,0.0,0
C000879,28,Male,Delhi,Web,Ads,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C000880,42,Male,Delhi,Web,Organic,Standard,499,1,177,20.38,7,0,494.09,1,20.0,0
C000881,39,Female,Pune,Android,Organic,Premium,999,1,201,25.09,6,0,1043.84,0,0.0,0
C000882,26,Male,Jaipur,Android,Partner,Basic,199,0,162,23.96,3,0,189.78,1,14.15,0
C000883,24,Male,Hyderabad,Android,Referral,Standard,499,1,235,33.35030000000001,0,0,493.14,1,6.65,0
C000884,28,Female,Delhi,Android,Ads,Basic,199,1,192,28.8,1,0,194.62,0,0.0,0
C000885,50,Female,Vadodara,iOS,Ads,Basic,199,1,185,23.71,5,0,191.73,1,23.44,0
C000886,48,Male,Chennai,Android,Organic,Basic,199,1,170,18.59,4,0,194.58,0,0.0,0
C000887,22,Female,Jaipur,iOS,Ads,Standard,499,1,190,30.09,3,0,514.77,0,0.0,0
C000888,40,Female,Nagpur,iOS,Ads,Standard,499,0,165,24.87,3,0,506.96,0,0.0,0
C000889,18,Female,Kanpur,iOS,Referral,Premium,999,0,219,29.48,2,0,1019.81,0,0.0,0
C000890,27,Female,Vadodara,Web,Organic,Premium,999,0,196,23.74,2,0,992.94,0,0.0,0
C000891,22,Male,Jaipur,Android,Referral,Basic,199,1,191,19.38,1,0,200.68,0,0.0,0
C000892,42,Female,Lucknow,Android,Organic,Standard,499,1,147,19.47,0,0,508.27,0,0.0,0
C000893,19,Male,Vadodara,iOS,Ads,Premium,999,1,199,27.85,3,0,1045.45,0,0.0,0
C000894,36,Male,Lucknow,iOS,Ads,Standard,499,0,208,27.88,7,0,488.05,0,0.0,0
C000895,32,Male,Kanpur,Android,Ads,Standard,499,1,190,24.13,4,0,520.27,0,0.0,0
C000896,30,Male,Indore,iOS,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000897,48,Male,Ahmedabad,Android,Organic,Premium,999,1,168,17.85,0,0,1034.0,0,0.0,0
C000898,49,Male,Bhopal,Android,Ads,Standard,499,1,168,27.83,1,0,474.24,0,0.0,0
C000899,30,Male,Visakhapatnam,Android,Organic,Premium,999,0,224,27.02,3,0,1033.91,1,18.64,0
C000900,28,Female,Ghaziabad,Web,Organic,Basic,199,1,174,18.26,0,0,193.77,0,0.0,0
C000901,18,Male,Hyderabad,Android,Organic,Standard,499,1,201,23.75,1,0,498.23,1,25.46,0
C000902,31,Female,Kolkata,Android,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000903,51,Male,Kanpur,Web,Organic,Premium,999,1,196,22.07,1,1,0.0,1,12.59,0
C000904,30,Male,Patna,iOS,Organic,Standard,499,1,165,19.87,0,0,511.72,0,0.0,0
C000905,39,Male,Pune,iOS,Ads,Standard,499,1,238,25.0,1,0,477.28,0,0.0,0
C000906,18,Male,Chennai,Android,Partner,Basic,199,1,173,17.69,1,0,194.07,1,8.54,0
C000907,27,Female,Lucknow,Android,Referral,Basic,199,1,183,18.37,7,0,200.87,1,24.34,0
C000908,36,Male,Kolkata,Android,Partner,Standard,499,1,203,23.19,2,0,512.41,0,0.0,0
C000909,33,Other,Indore,iOS,Ads,Basic,199,0,189,21.39,6,0,198.36,1,20.79,0
C000910,40,Other,Kolkata,iOS,Ads,Premium,999,1,217,19.51,1,0,963.44,0,0.0,0
C000911,25,Male,Indore,iOS,Referral,Premium,999,0,184,20.5,2,0,956.68,0,0.0,0
C000912,18,Female,Kanpur,iOS,Organic,Premium,999,0,211,22.9,1,0,988.66,1,9.71,0
C000913,43,Male,Kanpur,Android,Organic,Standard,499,0,16,3.54,8,0,0.0,2,45.93,1
C000914,22,Female,Ahmedabad,iOS,Organic,Premium,999,0,175,30.34,1,0,949.87,0,0.0,0
C000915,37,Female,Lucknow,Android,Organic,Basic,199,1,217,26.34,3,0,194.84,0,0.0,0
C000916,36,Male,Bhopal,Android,Referral,Premium,999,1,232,25.07,2,0,1034.48,0,0.0,0
C000917,18,Male,Ghaziabad,Android,Ads,Premium,999,1,231,29.69,1,0,1013.67,0,0.0,0
C000918,42,Male,Ahmedabad,iOS,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000919,26,Male,Jaipur,Web,Partner,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000920,32,Female,Nagpur,Android,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000921,28,Male,Ghaziabad,Android,Ads,Standard,499,1,179,23.38,2,0,507.21,0,0.0,0
C000922,48,Male,Visakhapatnam,Android,Partner,Basic,199,1,242,29.01,10,0,201.2,0,0.0,0
C000923,45,Male,Vadodara,Web,Organic,Standard,499,0,166,19.23,0,0,490.09,0,0.0,0
C000924,18,Female,Visakhapatnam,iOS,Referral,Premium,999,1,214,31.15,7,0,1005.18,0,0.0,0
C000925,54,Male,Pune,Web,Ads,Basic,199,1,235,33.35030000000001,1,0,200.03,0,0.0,0
C000926,25,Female,Mumbai,Web,Referral,Premium,999,0,15,3.47,5,0,968.99,1,58.78410000000031,1
C000927,53,Female,Ghaziabad,Android,Partner,Basic,199,0,197,26.17,3,1,0.0,0,0.0,0
C000928,29,Female,Indore,Android,Ads,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000929,28,Female,Visakhapatnam,Android,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C000930,29,Male,Nagpur,Android,Organic,Premium,999,0,203,23.79,1,0,983.32,1,1.94,0
C000931,27,Male,Delhi,Android,Organic,Basic,199,0,0,0.0,1,0,196.76,0,0.0,1
C000932,55,Female,Indore,Android,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000933,31,Female,Mumbai,iOS,Organic,Basic,199,0,187,25.34,2,0,201.69,0,0.0,0
C000934,28,Female,Chennai,Android,Organic,Standard,499,1,191,24.59,4,0,474.3,0,0.0,0
C000935,32,Male,Pune,Android,Referral,Basic,199,1,188,22.76,3,0,208.55,0,0.0,0
C000936,22,Male,Vadodara,iOS,Organic,Basic,199,1,187,25.39,1,0,200.36,1,8.44,0
C000937,47,Other,Indore,Android,Referral,Standard,499,1,219,27.28,1,0,488.32,0,0.0,0
C000938,18,Male,Indore,iOS,Organic,Standard,499,1,186,20.04,0,0,490.0,0,0.0,0
C000939,25,Male,Thane,iOS,Organic,Standard,499,1,211,25.68,3,0,515.79,0,0.0,0
C000940,41,Male,Chennai,Android,Organic,Basic,199,0,223,31.16,2,0,193.12,1,37.4,0
C000941,32,Other,Chennai,iOS,Partner,Standard,499,1,188,18.22,4,0,484.72,0,0.0,0
C000942,37,Male,Delhi,Android,Ads,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000943,47,Male,Patna,Android,Organic,Standard,499,1,221,24.46,5,0,521.45,0,0.0,0
C000944,42,Female,Jaipur,Android,Ads,Basic,199,1,150,21.54,0,0,193.58,1,21.7,0
C000945,33,Male,Lucknow,Web,Referral,Basic,199,1,195,20.84,6,0,204.81,0,0.0,0
C000946,52,Female,Patna,Android,Organic,Standard,499,1,204,22.53,7,0,480.04,0,0.0,0
C000947,25,Female,Hyderabad,Android,Referral,Premium,999,0,190,21.73,4,0,978.76,0,0.0,0
C000948,30,Male,Ahmedabad,iOS,Organic,Basic,199,1,180,28.46,3,0,191.16,0,0.0,0
C000949,31,Female,Patna,Android,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C000950,30,Female,Ghaziabad,Android,Ads,Basic,199,1,212,28.05,6,0,198.9,0,0.0,0
C000951,21,Male,Visakhapatnam,Web,Organic,Standard,499,1,232,26.69,2,0,502.92,1,33.37,0
C000952,18,Male,Bhopal,Android,Partner,Premium,999,1,196,26.99,2,0,1000.2,0,0.0,0
C000953,36,Female,Patna,iOS,Organic,Standard,499,1,188,24.8,0,0,483.4,0,0.0,0
C000954,25,Male,Pune,iOS,Referral,Premium,999,0,172,20.66,2,1,0.0,0,0.0,0
C000955,51,Female,Mumbai,iOS,Organic,Premium,999,1,222,29.37,3,0,1013.41,2,19.05,0
C000956,31,Female,Mumbai,Web,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000957,29,Male,Patna,iOS,Organic,Basic,199,1,194,24.55,9,0,191.44,1,17.15,0
C000958,42,Female,Hyderabad,iOS,Partner,Basic,199,1,174,23.92,1,0,199.5,1,1.76,0
C000959,36,Male,Ghaziabad,Web,Organic,Basic,199,1,215,23.42,1,0,198.62,0,0.0,0
C000960,30,Female,Ghaziabad,Web,Referral,Basic,199,1,256,33.35030000000001,2,0,197.61,0,0.0,0
C000961,25,Male,Hyderabad,Web,Ads,Standard,499,1,178,20.64,6,0,506.73,0,0.0,0
C000962,55,Female,Kolkata,iOS,Ads,Basic,199,1,151,17.74,4,0,196.74,0,0.0,0
C000963,35,Female,Bangalore,Android,Organic,Basic,199,1,193,27.34,2,0,204.27,0,0.0,0
C000964,42,Female,Kolkata,iOS,Referral,Standard,499,0,3,1.05,3,0,515.74,0,0.0,1
C000965,21,Female,Nagpur,Android,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000966,26,Female,Pune,Android,Referral,Standard,499,1,206,21.85,3,0,482.28,0,0.0,0
C000967,53,Male,Hyderabad,Android,Ads,Standard,499,0,200,20.06,4,0,478.05,0,0.0,0
C000968,45,Female,Mumbai,Web,Partner,Premium,999,0,31,6.33,0,0,993.94,1,51.28,1
C000969,36,Female,Kolkata,Android,Ads,Standard,499,1,182,20.27,2,0,511.48,0,0.0,0
C000970,28,Female,Chennai,iOS,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000971,29,Female,Nagpur,iOS,Ads,Basic,199,0,245,24.08,0,0,194.92,0,0.0,0
C000972,25,Male,Vadodara,Android,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C000973,20,Male,Hyderabad,iOS,Organic,Premium,999,0,256,33.35030000000001,2,0,970.8,0,0.0,0
C000974,41,Male,Kolkata,iOS,Organic,Standard,499,0,197,19.7,6,0,522.58,0,0.0,0
C000975,37,Female,Nagpur,Web,Partner,Basic,199,0,202,22.24,1,0,207.78,1,31.5,0
C000976,39,Male,Chennai,Android,Referral,Premium,999,0,153,22.42,3,0,952.9,0,0.0,0
C000977,28,Female,Nagpur,Android,Organic,Basic,199,0,256,33.35030000000001,3,0,200.8,0,0.0,0
C000978,34,Male,Lucknow,iOS,Ads,Basic,199,1,229,31.15,3,0,199.31,0,0.0,0
C000979,27,Male,Bangalore,Android,Organic,Premium,999,0,193,27.17,1,0,950.57,0,0.0,0
C000980,24,Male,Nagpur,Android,Organic,Basic,199,1,177,24.93,2,0,207.6,0,0.0,0
C000981,48,Male,Kanpur,Android,Organic,Basic,199,1,163,24.43,0,0,208.81,0,0.0,0
C000982,33,Female,Hyderabad,iOS,Referral,Basic,199,1,122,16.69,0,0,196.09,0,0.0,0
C000983,37,Male,Lucknow,Android,Partner,Basic,199,1,210,33.35030000000001,7,0,203.4,1,23.55,0
C000984,40,Male,Bangalore,iOS,Organic,Basic,199,0,244,26.49,8,0,208.86,0,0.0,0
C000985,33,Male,Visakhapatnam,Web,Organic,Standard,499,0,184,20.16,1,0,494.5,0,0.0,0
C000986,34,Female,Jaipur,iOS,Organic,Basic,199,0,208,26.64,2,0,204.18,0,0.0,0
C000987,21,Female,Mumbai,Android,Partner,Premium,999,1,230,29.69,5,0,949.87,1,14.08,0
C000988,23,Male,Patna,Android,Organic,Basic,199,1,179,19.31,2,0,202.61,0,0.0,0
C000989,22,Female,Jaipur,Android,Ads,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C000990,38,Male,Ghaziabad,Android,Partner,Standard,499,1,230,26.09,2,0,509.11,0,0.0,0
C000991,32,Male,Jaipur,Android,Organic,Premium,999,0,188,28.28,0,0,968.63,0,0.0,0
C000992,23,Female,Delhi,Android,Ads,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C000993,37,Male,Vadodara,iOS,Organic,Basic,199,0,215,29.35,0,0,200.54,1,33.68,0
C000994,37,Female,Bhopal,Web,Referral,Basic,199,1,196,25.06,3,0,396.48,1,38.2,0
C000995,25,Male,Bangalore,Web,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C000996,31,Female,Bhopal,Android,Partner,Standard,499,1,218,29.84,5,0,519.18,0,0.0,0
C000997,37,Male,Nagpur,iOS,Partner,Standard,499,1,203,18.58,2,0,493.61,0,0.0,0
C000998,23,Female,Bangalore,Android,Referral,Standard,499,1,217,31.13,7,0,487.0,0,0.0,0
C000999,37,Female,Lucknow,iOS,Ads,Basic,199,0,0,0.0,2,0,0.0,0,0.0,1
C001000,35,Male,Patna,Android,Referral,Standard,499,0,148,17.71,1,0,510.86,0,0.0,0
C001001,22,Female,Kolkata,Web,Organic,Standard,499,1,191,25.36,0,0,509.44,0,0.0,0
C001002,34,Male,Kolkata,Web,Organic,Basic,199,0,217,24.74,4,0,191.8,0,0.0,0
C001003,35,Female,Patna,Android,Organic,Premium,999,1,145,18.42,3,0,974.23,0,0.0,0
C001004,25,Male,Kolkata,iOS,Ads,Basic,199,0,197,24.68,1,0,396.13,0,0.0,0
C001005,26,Male,Kolkata,iOS,Referral,Basic,199,1,250,32.4,0,0,199.24,0,0.0,0
C001006,21,Female,Nagpur,Android,Partner,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C001007,27,Male,Indore,iOS,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001008,31,Female,Pune,iOS,Referral,Standard,499,1,213,27.45,4,0,521.66,0,0.0,0
C001009,26,Male,Nagpur,Web,Partner,Basic,199,0,165,25.22,2,0,204.55,0,0.0,0
C001010,18,Male,Thane,iOS,Partner,Premium,999,1,217,27.59,5,0,990.01,0,0.0,0
C001011,25,Female,Kanpur,iOS,Ads,Basic,199,1,232,26.81,2,0,190.1,0,0.0,0
C001012,27,Female,Mumbai,iOS,Organic,Premium,999,0,200,25.29,0,0,994.16,0,0.0,0
C001013,40,Male,Bangalore,Web,Ads,Basic,199,0,161,21.59,2,0,207.68,0,0.0,0
C001014,37,Male,Patna,Android,Ads,Premium,999,0,171,25.93,0,0,1015.48,0,0.0,0
C001015,40,Male,Ahmedabad,Android,Ads,Basic,199,0,193,21.73,1,0,198.92,0,0.0,0
C001016,24,Male,Delhi,iOS,Partner,Premium,999,0,218,27.05,0,0,994.8,0,0.0,0
C001017,33,Male,Hyderabad,Web,Partner,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001018,18,Male,Patna,Android,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001019,36,Female,Nagpur,Android,Organic,Premium,999,1,205,19.92,10,0,965.9,0,0.0,0
C001020,38,Female,Thane,Android,Organic,Basic,199,0,196,22.76,2,0,206.52,0,0.0,0
C001021,28,Male,Delhi,iOS,Organic,Basic,199,1,222,29.97,1,0,206.1,0,0.0,0
C001022,34,Male,Lucknow,Web,Ads,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C001023,18,Male,Delhi,Android,Partner,Basic,199,1,198,26.97,3,0,202.13,0,0.0,0
C001024,23,Female,Kanpur,Android,Ads,Basic,199,1,220,26.44,1,0,199.52,0,0.0,0
C001025,39,Female,Chennai,Web,Ads,Basic,199,0,189,18.76,3,0,196.61,0,0.0,0
C001026,37,Female,Kanpur,Android,Organic,Basic,199,1,190,21.55,4,0,204.73,0,0.0,0
C001027,27,Female,Mumbai,Web,Ads,Basic,199,1,205,26.6,2,0,206.03,0,0.0,0
C001028,40,Female,Delhi,Android,Partner,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C001029,33,Male,Bhopal,iOS,Referral,Premium,999,1,178,18.28,2,0,960.62,0,0.0,0
C001030,26,Male,Delhi,Android,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C001031,30,Female,Bhopal,iOS,Partner,Basic,199,1,229,29.23,2,0,195.06,0,0.0,0
C001032,27,Male,Ghaziabad,Web,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001033,20,Female,Bhopal,Web,Referral,Basic,199,1,139,19.09,3,0,206.19,0,0.0,0
C001034,44,Female,Kolkata,iOS,Organic,Basic,199,1,219,24.52,0,0,197.16,0,0.0,0
C001035,26,Female,Nagpur,Android,Referral,Standard,499,1,180,26.75,0,0,500.82,0,0.0,0
C001036,23,Male,Kanpur,Android,Organic,Standard,499,1,149,21.12,0,0,506.23,0,0.0,0
C001037,18,Female,Lucknow,Android,Ads,Basic,199,1,219,23.29,5,0,200.62,0,0.0,0
C001038,18,Female,Chennai,Web,Ads,Premium,999,1,177,17.95,3,0,1025.04,0,0.0,0
C001039,39,Female,Ahmedabad,Android,Organic,Standard,499,1,206,27.34,4,0,497.05,0,0.0,0
C001040,39,Female,Kolkata,Web,Partner,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001041,43,Other,Chennai,Web,Organic,Premium,999,0,179,20.98,4,0,976.45,0,0.0,0
C001042,30,Male,Ghaziabad,iOS,Partner,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001043,28,Male,Kolkata,Web,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001044,26,Male,Visakhapatnam,Web,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001045,27,Male,Kolkata,iOS,Referral,Standard,499,0,35,6.73,6,0,498.6,1,58.78410000000031,1
C001046,43,Female,Visakhapatnam,iOS,Organic,Standard,499,0,200,22.08,1,0,978.91,1,11.94,0
C001047,31,Other,Chennai,iOS,Organic,Basic,199,1,243,28.97,1,0,207.13,0,0.0,0
C001048,35,Male,Visakhapatnam,Android,Ads,Premium,999,0,178,20.01,2,0,989.8,0,0.0,0
C001049,27,Male,Visakhapatnam,iOS,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001050,45,Male,Nagpur,Android,Partner,Standard,499,1,237,30.91,0,0,507.9,0,0.0,0
C001051,18,Female,Pune,Android,Organic,Basic,199,1,201,20.74,2,0,205.8,0,0.0,0
C001052,19,Male,Kolkata,Web,Ads,Standard,499,0,190,26.22,7,0,475.78,0,0.0,0
C001053,35,Male,Indore,iOS,Referral,Premium,999,1,236,27.35,4,0,1047.3201,2,28.63,0
C001054,49,Male,Bhopal,Android,Ads,Basic,199,1,226,32.57,0,0,200.82,0,0.0,0
C001055,29,Male,Bangalore,Android,Partner,Standard,499,1,194,21.6,1,0,475.91,1,8.75,0
C001056,23,Female,Jaipur,Web,Organic,Basic,199,0,192,28.8,1,0,205.01,0,0.0,0
C001057,42,Male,Thane,Web,Ads,Basic,199,0,135,21.45,0,0,193.44,0,0.0,0
C001058,35,Male,Patna,Android,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001059,44,Male,Lucknow,Web,Organic,Standard,499,1,170,22.04,3,0,494.95,0,0.0,0
C001060,19,Female,Lucknow,Android,Referral,Premium,999,1,217,20.9,1,0,1025.59,0,0.0,0
C001061,44,Female,Bangalore,iOS,Organic,Basic,199,0,218,18.25,3,0,199.73,1,36.52,0
C001062,18,Male,Mumbai,iOS,Ads,Standard,499,1,173,21.37,2,0,475.29,0,0.0,0
C001063,29,Male,Bangalore,Web,Referral,Standard,499,1,208,21.15,4,0,477.65,0,0.0,0
C001064,36,Female,Chennai,Web,Organic,Basic,199,0,223,24.66,0,0,190.67,0,0.0,0
C001065,33,Male,Pune,Android,Organic,Premium,999,1,220,21.1,3,0,1026.18,0,0.0,0
C001066,42,Female,Bangalore,iOS,Partner,Premium,999,1,181,24.0,4,0,963.58,1,3.21,0
C001067,18,Male,Hyderabad,Android,Partner,Basic,199,1,195,32.54,2,0,200.69,0,0.0,0
C001068,33,Male,Visakhapatnam,Android,Partner,Premium,999,1,147,18.98,6,0,1022.94,0,0.0,0
C001069,43,Female,Bangalore,iOS,Partner,Basic,199,1,181,24.11,2,1,0.0,2,4.67,0
C001070,32,Female,Hyderabad,Android,Organic,Basic,199,1,194,19.97,2,1,0.0,0,0.0,0
C001071,20,Female,Delhi,Android,Organic,Standard,499,1,186,27.26,3,0,475.72,0,0.0,0
C001072,42,Male,Indore,Android,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001073,25,Male,Chennai,iOS,Partner,Standard,499,0,182,24.81,0,0,518.78,0,0.0,0
C001074,23,Male,Delhi,iOS,Referral,Basic,199,1,220,26.38,4,0,194.61,1,33.59,0
C001075,22,Female,Thane,Android,Ads,Basic,199,1,199,23.61,1,0,198.56,0,0.0,0
C001076,30,Female,Surat,Web,Partner,Premium,999,1,181,22.6,1,1,0.0,0,0.0,0
C001077,33,Male,Lucknow,Android,Ads,Premium,999,0,0,0.0,1,0,0.0,0,0.0,1
C001078,19,Female,Ghaziabad,iOS,Organic,Basic,199,0,6,1.77,6,0,0.0,0,0.0,1
C001079,21,Female,Mumbai,iOS,Organic,Premium,999,1,229,28.62,0,0,985.9,0,0.0,0
C001080,25,Male,Vadodara,Android,Organic,Basic,199,1,197,19.89,0,0,205.68,0,0.0,0
C001081,22,Female,Indore,Android,Organic,Basic,199,0,2,0.58,1,0,203.21,0,0.0,1
C001082,32,Male,Indore,Web,Ads,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001083,35,Male,Mumbai,Android,Referral,Standard,499,1,212,28.43,4,0,494.08,0,0.0,0
C001084,34,Other,Jaipur,Android,Organic,Basic,199,0,29,5.98,4,0,195.36,0,0.0,1
C001085,34,Male,Visakhapatnam,Android,Referral,Basic,199,0,9,2.51,8,0,0.0,0,0.0,1
C001086,48,Male,Indore,Web,Ads,Basic,199,1,167,21.58,1,0,202.14,0,0.0,0
C001087,36,Female,Nagpur,Android,Partner,Premium,999,1,178,27.02,0,0,1025.18,0,0.0,0
C001088,39,Other,Nagpur,Web,Referral,Basic,199,0,171,23.89,0,0,197.55,0,0.0,0
C001089,27,Other,Kolkata,Android,Partner,Basic,199,1,211,22.89,2,0,399.33,2,6.79,0
C001090,41,Female,Pune,Android,Organic,Basic,199,1,218,25.82,0,0,196.63,0,0.0,0
C001091,27,Male,Delhi,Android,Organic,Basic,199,1,198,23.3,7,0,203.09,0,0.0,0
C001092,36,Female,Ahmedabad,iOS,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001093,18,Female,Kolkata,iOS,Organic,Premium,999,1,182,23.88,2,0,1047.3201,0,0.0,0
C001094,33,Male,Bangalore,Android,Ads,Premium,999,1,172,21.38,3,0,1044.42,2,27.64,0
C001095,22,Female,Patna,Android,Organic,Basic,199,0,194,21.01,2,0,201.51,0,0.0,0
C001096,41,Male,Patna,Android,Ads,Standard,499,1,252,27.37,4,0,475.66,0,0.0,0
C001097,40,Male,Kolkata,Android,Partner,Basic,199,1,191,25.44,4,0,194.65,0,0.0,0
C001098,27,Female,Surat,Android,Organic,Standard,499,0,193,20.07,2,0,488.97,1,35.88,0
C001099,52,Female,Bangalore,Web,Partner,Basic,199,0,229,26.23,3,0,195.08,0,0.0,0
C001100,29,Male,Bhopal,iOS,Organic,Basic,199,1,213,24.29,4,0,397.2,0,0.0,0
C001101,18,Male,Chennai,Android,Organic,Basic,199,1,217,26.89,0,0,190.56,0,0.0,0
C001102,24,Female,Delhi,Web,Ads,Standard,499,1,172,27.88,1,0,506.06,0,0.0,0
C001103,21,Male,Thane,Web,Referral,Standard,499,0,17,4.59,4,0,504.93,1,20.68,1
C001104,35,Male,Bhopal,Android,Referral,Standard,499,1,185,21.53,1,1,0.0,0,0.0,0
C001105,19,Female,Pune,Android,Referral,Basic,199,0,190,24.43,4,0,192.2,0,0.0,0
C001106,26,Female,Bhopal,Web,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C001107,35,Female,Hyderabad,iOS,Organic,Basic,199,0,194,27.71,4,0,190.72,0,0.0,0
C001108,33,Female,Bhopal,Android,Organic,Standard,499,1,150,17.68,0,0,500.24,0,0.0,0
C001109,31,Female,Visakhapatnam,iOS,Organic,Standard,499,0,240,28.74,0,0,484.62,0,0.0,0
C001110,33,Female,Delhi,Android,Partner,Standard,499,1,205,30.59,3,0,505.15,0,0.0,0
C001111,28,Male,Bhopal,Web,Partner,Standard,499,1,205,26.19,3,0,475.73,2,25.32,0
C001112,18,Female,Hyderabad,Android,Organic,Basic,199,1,203,24.36,2,0,198.97,0,0.0,0
C001113,28,Male,Pune,iOS,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C001114,36,Male,Patna,Android,Ads,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C001115,30,Male,Kolkata,Android,Organic,Standard,499,0,1,0.83,2,0,0.0,0,0.0,1
C001116,35,Female,Patna,Android,Ads,Standard,499,1,162,20.72,1,0,474.56,0,0.0,0
C001117,26,Male,Pune,Android,Ads,Basic,199,1,212,26.23,3,0,208.07,1,38.49,0
C001118,41,Male,Delhi,iOS,Referral,Standard,499,1,211,27.94,3,0,517.95,0,0.0,0
