customer_id,churn_probability,segment_id,recommended_action
C001287,0.0002242108084252853,0,Offer loyalty reward + Exclusive content access
C001288,0.0005800371987345964,0,Offer loyalty reward + Exclusive content access
C001289,6.250445146322123e-06,0,Offer loyalty reward + Exclusive content access
C001290,8.217144942713235e-07,0,Offer loyalty reward + Exclusive content access
C001291,0.0002531319550515351,0,Offer loyalty reward + Exclusive content access
C001292,0.0017451510105942433,0,Offer loyalty reward + Exclusive content access
C001293,2.936124901651324e-05,3,Offer loyalty reward + Exclusive content access
C001294,1.9481210558866236e-05,2,Offer loyalty reward + Exclusive content access
C001295,3.301351331968361e-05,0,Offer loyalty reward + Exclusive content access
C001296,0.00011382757834803761,0,Offer loyalty reward + Exclusive content access
C001297,0.9999631437720258,1,Send re-engagement push notification + Personalized content
C001298,4.602208640872493e-05,2,Offer loyalty reward + Exclusive content access
C001299,8.918881944075997e-06,0,Offer loyalty reward + Exclusive content access
C001300,0.9999224920265536,1,Send re-engagement push notification + Personalized content
C001301,0.00036554398546348357,0,Offer loyalty reward + Exclusive content access
C001302,0.00010711844279456245,0,Offer loyalty reward + Exclusive content access
C001303,4.612674670680012e-05,2,Offer loyalty reward + Exclusive content access
C001304,0.9999603719746459,1,No specific action - Continue standard engagement
C001305,2.5826316401691698e-05,0,Offer loyalty reward + Exclusive content access
C001306,9.395822886157563e-07,0,Offer loyalty reward + Exclusive content access
C001307,0.9999414459906235,1,Offer premium discount (20%) + Schedule retention call
C001308,5.9569906846998493e-05,0,Offer loyalty reward + Exclusive content access
C001309,0.9999353798373627,1,Send re-engagement push notification + Personalized content
C001310,2.5335648960261e-06,0,Offer loyalty reward + Exclusive content access
C001311,0.9998988715952494,1,Send re-engagement push notification + Personalized content
C001312,3.689712498530605e-05,0,Offer loyalty reward + Exclusive content access
C001313,0.0007632906139617373,0,Offer loyalty reward + Exclusive content access
C001314,0.00018377969056012941,0,Offer loyalty reward + Exclusive content access
C001315,1.2660840185978994e-05,0,Offer loyalty reward + Exclusive content access
C001316,8.59928330886359e-05,0,Offer loyalty reward + Exclusive content access
C001317,0.999929931604866,1,Send re-engagement push notification + Personalized content
C001318,2.403343161106988e-05,0,Offer loyalty reward + Exclusive content access
C001319,8.926330955938383e-05,0,Offer loyalty reward + Exclusive content access
C001320,0.9999294502455502,1,Send re-engagement push notification + Personalized content
C001321,0.9999111514198279,1,Send re-engagement push notification + Personalized content
C001322,3.2382380493084396e-05,0,Offer loyalty reward + Exclusive content access
C001323,5.609372916081687e-05,2,Offer loyalty reward + Exclusive content access
C001324,0.00045631905054568955,0,Offer loyalty reward + Exclusive content access
C001325,0.00017676971011286506,0,Offer loyalty reward + Exclusive content access
C001326,0.001661060739079708,0,Offer loyalty reward + Exclusive content access
C001327,0.00018297738183056678,0,Offer loyalty reward + Exclusive content access
C001328,1.5533285714362822e-05,0,Offer loyalty reward + Exclusive content access
C001329,2.6749338418776537e-05,0,Offer loyalty reward + Exclusive content access
C001330,7.559331046401541e-05,2,Offer loyalty reward + Exclusive content access
C001331,0.00036617318451350335,2,Offer loyalty reward + Exclusive content access
C001332,0.00034611237152788374,0,Offer loyalty reward + Exclusive content access
C001333,4.909459002643769e-06,0,Offer loyalty reward + Exclusive content access
C001334,3.4389337981972066e-05,0,Offer loyalty reward + Exclusive content access
C001335,0.07887842071337989,2,Offer loyalty reward + Exclusive content access
C001336,1.9566432246975197e-05,2,Offer loyalty reward + Exclusive content access
C001337,6.681834809315848e-06,0,Offer loyalty reward + Exclusive content access
C001338,0.9999695220746403,1,Send re-engagement push notification + Personalized content
C001339,8.162193612025268e-06,0,Offer loyalty reward + Exclusive content access
C001340,0.9999214585554709,1,Send re-engagement push notification + Personalized content
C001341,4.670220188976418e-06,0,Offer loyalty reward + Exclusive content access
C001342,8.549737249705738e-05,0,Offer loyalty reward + Exclusive content access
C001343,9.277652394644078e-05,2,Offer loyalty reward + Exclusive content access
C001344,0.0001305479596381784,3,Offer loyalty reward + Exclusive content access
C001345,0.00013403616637855728,0,Offer loyalty reward + Exclusive content access
C001346,0.999942942638819,1,No specific action - Continue standard engagement
C001347,0.00014741719803770248,0,Offer loyalty reward + Exclusive content access
C001348,6.675893904361026e-05,0,Offer loyalty reward + Exclusive content access
C001349,4.1967730449539606e-05,2,Offer loyalty reward + Exclusive content access
C001350,3.989650098778774e-06,0,Offer loyalty reward + Exclusive content access
C001351,0.9999471986776263,1,Send re-engagement push notification + Personalized content
C001352,3.749585654223622e-05,0,Offer loyalty reward + Exclusive content access
C001353,2.889074062254325e-06,0,Offer loyalty reward + Exclusive content access
C001354,0.9999025547141251,1,No specific action - Continue standard engagement
C001355,0.00019455673383142068,0,Offer loyalty reward + Exclusive content access
C001356,3.376409076892454e-05,0,Offer loyalty reward + Exclusive content access
C001357,0.9999958664669745,1,Send re-engagement push notification + Personalized content
C001358,0.00024743960561314173,0,Offer loyalty reward + Exclusive content access
C001359,4.09940816937057e-06,0,Offer loyalty reward + Exclusive content access
C001360,2.0799839551328755e-05,0,Offer loyalty reward + Exclusive content access
C001361,0.999912457488388,1,Offer premium discount (20%) + Schedule retention call
C001362,0.0003184939502760506,0,Offer loyalty reward + Exclusive content access
C001363,0.00031474210516223104,3,Offer loyalty reward + Exclusive content access
C001364,1.1435491734333626e-05,0,Offer loyalty reward + Exclusive content access
C001365,0.0003978870453553044,0,Offer loyalty reward + Exclusive content access
C001366,1.6303279248098697e-05,0,Offer loyalty reward + Exclusive content access
C001367,5.851328120558157e-05,0,Offer loyalty reward + Exclusive content access
C001368,0.9999097406009558,1,Send re-engagement push notification + Personalized content
C001369,0.9998248758114224,2,Assign priority support + Issue apology credit (₹100)
C001370,0.0003529122377010489,0,Offer loyalty reward + Exclusive content access
C001371,2.3726590653860304e-05,0,Offer loyalty reward + Exclusive content access
C001372,0.0002804922873906028,2,Offer loyalty reward + Exclusive content access
C001373,0.000118464193885594,0,Offer loyalty reward + Exclusive content access
C001374,0.9955616033929763,1,No specific action - Continue standard engagement
C001375,0.0001599599651563993,2,Offer loyalty reward + Exclusive content access
C001376,0.9998948672572282,1,Send re-engagement push notification + Personalized content
C001377,5.285395949264623e-05,2,Offer loyalty reward + Exclusive content access
C001378,0.00026265262096943775,2,Offer loyalty reward + Exclusive content access
C001379,8.555485650409729e-05,0,Offer loyalty reward + Exclusive content access
C001380,4.601277110672838e-06,0,Offer loyalty reward + Exclusive content access
C001381,1.54160141744944e-05,0,Offer loyalty reward + Exclusive content access
C001382,0.999926256908293,1,Send re-engagement push notification + Personalized content
C001383,6.231919987109837e-06,0,Offer loyalty reward + Exclusive content access
C001384,0.9999270511890296,1,Send re-engagement push notification + Personalized content
C001385,0.00010089562374919527,0,Offer loyalty reward + Exclusive content access
C001386,8.717821979372873e-07,0,Offer loyalty reward + Exclusive content access
C001387,1.2775453113786855e-05,0,Offer loyalty reward + Exclusive content access
C001388,3.246078404659472e-05,0,Offer loyalty reward + Exclusive content access
C001389,1.8790159725791873e-05,0,Offer loyalty reward + Exclusive content access
C001390,0.9970358925703451,1,No specific action - Continue standard engagement
C001391,0.0006463745060861798,0,Offer loyalty reward + Exclusive content access
C001392,0.9997161394695955,1,No specific action - Continue standard engagement
C001393,0.9999995000784861,1,Send re-engagement push notification + Personalized content
C001394,0.00019920088206629256,0,Offer loyalty reward + Exclusive content access
C001395,1.7646768796170956e-06,0,Offer loyalty reward + Exclusive content access
C001396,0.0007535034944394889,0,Offer loyalty reward + Exclusive content access
C001397,0.000285761538035691,0,Offer loyalty reward + Exclusive content access
C001398,0.000309048836214869,0,Offer loyalty reward + Exclusive content access
C001399,0.000781089195872031,0,Offer loyalty reward + Exclusive content access
C001400,0.9999316115835265,1,Send re-engagement push notification + Personalized content
C001401,5.9160466096402776e-05,0,Offer loyalty reward + Exclusive content access
C001402,4.409978806771074e-06,0,Offer loyalty reward + Exclusive content access
C001403,5.573201804080645e-06,0,Offer loyalty reward + Exclusive content access
C001404,8.33326815974108e-06,0,Offer loyalty reward + Exclusive content access
C001405,0.9999297979327016,1,Send re-engagement push notification + Personalized content
C001406,0.9998872125339352,1,Send re-engagement push notification + Personalized content
C001407,0.9998887186003139,1,Offer premium discount (20%) + Schedule retention call
C001408,0.002424178866810892,2,Offer loyalty reward + Exclusive content access
C001409,0.9978887436981928,1,No specific action - Continue standard engagement
C001410,0.05408624323318051,0,Offer loyalty reward + Exclusive content access
C001411,5.2727610897202655e-05,0,Offer loyalty reward + Exclusive content access
C001412,0.0010135293135692055,0,Offer loyalty reward + Exclusive content access
C001413,3.964128563145346e-06,2,Offer loyalty reward + Exclusive content access
C001414,4.3980185889863814e-05,2,Offer loyalty reward + Exclusive content access
C001415,0.9999228758370232,1,Send re-engagement push notification + Personalized content
C001416,0.0001995964342108925,0,Offer loyalty reward + Exclusive content access
C001417,4.355860257427593e-05,0,Offer loyalty reward + Exclusive content access
C001418,1.821032508906054e-05,2,Offer loyalty reward + Exclusive content access
C001419,0.9886983141922508,3,Send payment reminder + Offer UPI cashback (5%)
C001420,0.006055599358237446,0,Offer loyalty reward + Exclusive content access
C001421,0.0007787871825703776,0,Offer loyalty reward + Exclusive content access
C001422,0.0017353219603568949,0,Offer loyalty reward + Exclusive content access
C001423,0.0002651997766150779,0,Offer loyalty reward + Exclusive content access
C001424,2.221093027117178e-05,3,Offer loyalty reward + Exclusive content access
C001425,0.00012441052359240688,0,Offer loyalty reward + Exclusive content access
C001426,0.0009030114284981051,0,Offer loyalty reward + Exclusive content access
C001427,0.9932068355264676,1,Offer premium discount (20%) + Schedule retention call
C001428,0.0006322514237183977,0,Offer loyalty reward + Exclusive content access
C001429,5.653163113130149e-05,0,Offer loyalty reward + Exclusive content access
C001430,0.0002828672841632976,0,Offer loyalty reward + Exclusive content access
C001431,5.931541609726097e-05,0,Offer loyalty reward + Exclusive content access
C001432,0.0017007147428680475,0,Offer loyalty reward + Exclusive content access
C001433,0.000248607196463113,0,Offer loyalty reward + Exclusive content access
C001434,0.00017388741071520594,0,Offer loyalty reward + Exclusive content access
C001435,0.00022033263007994037,0,Offer loyalty reward + Exclusive content access
C001436,1.2595968659313204e-05,2,Offer loyalty reward + Exclusive content access
C001437,0.0017104077508920195,3,Offer loyalty reward + Exclusive content access
C001438,2.4444712696551973e-06,0,Offer loyalty reward + Exclusive content access
C001439,0.9999483719981335,1,Send re-engagement push notification + Personalized content
C001440,1.5056488197716167e-06,0,Offer loyalty reward + Exclusive content access
C001441,4.236698200784729e-06,0,Offer loyalty reward + Exclusive content access
C001442,4.797446675455354e-05,0,Offer loyalty reward + Exclusive content access
C001443,0.017043561192072246,0,Offer loyalty reward + Exclusive content access
C001444,0.9999244602164159,1,Offer premium discount (20%) + Schedule retention call
C001445,0.009849117182027032,0,Offer loyalty reward + Exclusive content access
C001446,0.000615376000281439,0,Offer loyalty reward + Exclusive content access
C001447,0.0006105106920241715,0,Offer loyalty reward + Exclusive content access
C001448,0.9998997016473541,1,Send re-engagement push notification + Personalized content
C001449,0.9998653907410872,1,Send re-engagement push notification + Personalized content
C001450,0.00013464410179423922,0,Offer loyalty reward + Exclusive content access
C001451,8.523584458941118e-05,0,Offer loyalty reward + Exclusive content access
C001452,9.362064626692473e-05,0,Offer loyalty reward + Exclusive content access
C001453,0.0007805582348905067,0,Offer loyalty reward + Exclusive content access
C001454,0.0003206270507275868,0,Offer loyalty reward + Exclusive content access
C001455,9.746650320011713e-06,0,Offer loyalty reward + Exclusive content access
C001456,0.0003730430840518979,0,Offer loyalty reward + Exclusive content access
C001457,0.00015937017588225533,0,Offer loyalty reward + Exclusive content access
C001458,0.999923093407972,1,Offer premium discount (20%) + Schedule retention call
C001459,0.010370627772985556,2,Offer loyalty reward + Exclusive content access
C001460,0.9999843331999375,1,Send re-engagement push notification + Personalized content
C001461,1.5236071975566106e-05,0,Offer loyalty reward + Exclusive content access
C001462,4.40393638282425e-06,0,Offer loyalty reward + Exclusive content access
C001463,0.00017500773274109962,0,Offer loyalty reward + Exclusive content access
C001464,0.9999588225960329,1,Send re-engagement push notification + Personalized content
C001465,0.0005084633192310501,0,Offer loyalty reward + Exclusive content access
C001466,2.5198024566775163e-05,0,Offer loyalty reward + Exclusive content access
C001467,0.00046197482428615916,0,Offer loyalty reward + Exclusive content access
C001468,1.281089640536889e-05,0,Offer loyalty reward + Exclusive content access
C001469,0.9999411070497854,1,Send re-engagement push notification + Personalized content
C001470,0.0011135005186558974,0,Offer loyalty reward + Exclusive content access
C001471,0.00020358194308241366,0,Offer loyalty reward + Exclusive content access
C001472,0.003999596970407308,0,Offer loyalty reward + Exclusive content access
C001473,0.0010238690605018812,0,Offer loyalty reward + Exclusive content access
C001474,0.00018381386098531997,0,Offer loyalty reward + Exclusive content access
C001475,3.3571938164226625e-06,0,Offer loyalty reward + Exclusive content access
C001476,0.00033357052077183244,0,Offer loyalty reward + Exclusive content access
C001477,0.9998981613271833,2,Offer premium discount (20%) + Schedule retention call
C001478,0.9988646469110829,1,No specific action - Continue standard engagement
C001479,0.009564513507765004,2,Offer loyalty reward + Exclusive content access
C001480,6.352265283566696e-06,0,Offer loyalty reward + Exclusive content access
C001481,2.8333323925847124e-07,0,Offer loyalty reward + Exclusive content access
C001482,2.551289036076293e-05,0,Offer loyalty reward + Exclusive content access
C001483,8.34086950266736e-05,0,Offer loyalty reward + Exclusive content access
C001484,0.9998901536563973,1,No specific action - Continue standard engagement
C001485,0.9998839947712018,1,Offer premium discount (20%) + Schedule retention call
C001486,0.9999686274490447,1,Send re-engagement push notification + Personalized content
C001487,0.00015928627974624542,0,Offer loyalty reward + Exclusive content access
C001488,0.9999142586675328,1,Send re-engagement push notification + Personalized content
C001489,0.9998884810527696,1,Send re-engagement push notification + Personalized content
C001490,6.567696631542184e-05,0,Offer loyalty reward + Exclusive content access
C001491,6.699029959549463e-05,0,Offer loyalty reward + Exclusive content access
C001492,4.210123528117316e-05,0,Offer loyalty reward + Exclusive content access
C001493,0.9998301482776066,1,No specific action - Continue standard engagement
C001494,3.0838809941278324e-05,0,Offer loyalty reward + Exclusive content access
C001495,4.6290908356174674e-05,0,Offer loyalty reward + Exclusive content access
C001496,6.613931968534506e-06,2,Offer loyalty reward + Exclusive content access
C001497,0.9999386824689626,1,Send re-engagement push notification + Personalized content
C001498,0.0004737165141869275,0,Offer loyalty reward + Exclusive content access
C001499,0.0009426317269969895,0,Offer loyalty reward + Exclusive content access
C001500,0.0012805149743048067,0,Offer loyalty reward + Exclusive content access
C001501,4.844373005441731e-06,2,Offer loyalty reward + Exclusive content access
C001502,0.02617974277051056,0,Offer loyalty reward + Exclusive content access
C001503,0.9999226906802969,1,Send re-engagement push notification + Personalized content
C001504,0.008696944739794057,0,Offer loyalty reward + Exclusive content access
C001505,0.000332435498438042,0,Offer loyalty reward + Exclusive content access
C001506,5.24917517994214e-05,0,Offer loyalty reward + Exclusive content access
C001507,0.00010763372808567689,0,Offer loyalty reward + Exclusive content access
C001508,7.65279233718487e-05,0,Offer loyalty reward + Exclusive content access
C001509,0.005567646457544623,0,Offer loyalty reward + Exclusive content access
C001510,1.909237512559274e-06,2,Offer loyalty reward + Exclusive content access
C001511,0.999937786927288,1,Offer premium discount (20%) + Schedule retention call
C001512,1.563512927483116e-06,0,Offer loyalty reward + Exclusive content access
C001513,7.390029618982555e-05,0,Offer loyalty reward + Exclusive content access
C001514,1.126327477117731e-05,0,Offer loyalty reward + Exclusive content access
C001515,0.9998918755212091,1,Send re-engagement push notification + Personalized content
C001516,0.000391127022613708,0,Offer loyalty reward + Exclusive content access
C001517,0.0002892096236680123,3,Offer loyalty reward + Exclusive content access
C001518,1.953165387196179e-06,0,Offer loyalty reward + Exclusive content access
C001519,0.0009150627226975483,0,Offer loyalty reward + Exclusive content access
C001520,3.9957153451452077e-05,2,Offer loyalty reward + Exclusive content access
C001521,0.001515723519249712,0,Offer loyalty reward + Exclusive content access
C001522,1.2251109478841542e-05,3,Offer loyalty reward + Exclusive content access
C001523,0.001017657440460736,2,Offer loyalty reward + Exclusive content access
C001524,0.00015114982519728274,0,Offer loyalty reward + Exclusive content access
C001525,3.2244824914237e-05,0,Offer loyalty reward + Exclusive content access
C001526,5.0282083152520145e-05,0,Offer loyalty reward + Exclusive content access
C001527,5.9692447865383496e-05,0,Offer loyalty reward + Exclusive content access
C001528,0.0012116137522145535,0,Offer loyalty reward + Exclusive content access
C001529,8.055995683421378e-05,0,Offer loyalty reward + Exclusive content access
C001530,6.7976365510464895e-06,0,Offer loyalty reward + Exclusive content access
C001531,0.0006008391653621708,0,Offer loyalty reward + Exclusive content access
C001532,0.9999467188851047,1,Send re-engagement push notification + Personalized content
C001533,0.9999352099575517,1,Send re-engagement push notification + Personalized content
C001534,0.007574994613673973,2,Offer loyalty reward + Exclusive content access
C001535,0.00035428587919611595,0,Offer loyalty reward + Exclusive content access
C001536,0.9999475120790967,1,Offer premium discount (20%) + Schedule retention call
C001537,0.00011896109857645059,0,Offer loyalty reward + Exclusive content access
C001538,0.00024735370828649213,0,Offer loyalty reward + Exclusive content access
C001539,0.00016861226511288973,0,Offer loyalty reward + Exclusive content access
C001540,0.0004130794232245298,0,Offer loyalty reward + Exclusive content access
C001541,7.76593910283149e-05,2,Offer loyalty reward + Exclusive content access
C001542,2.498153416641652e-05,2,Offer loyalty reward + Exclusive content access
C001543,1.8502463057467513e-05,0,Offer loyalty reward + Exclusive content access
C001544,7.217330857300362e-05,0,Offer loyalty reward + Exclusive content access
C001545,0.0002540381514202718,0,Offer loyalty reward + Exclusive content access
C001546,0.9999401158540748,1,Send re-engagement push notification + Personalized content
C001547,8.748700146523893e-07,0,Offer loyalty reward + Exclusive content access
C001548,8.845546497090749e-07,0,Offer loyalty reward + Exclusive content access
C001549,1.5186426040844132e-05,0,Offer loyalty reward + Exclusive content access
C001550,0.0002512405181925207,0,Offer loyalty reward + Exclusive content access
C001551,4.960521463865238e-05,2,Offer loyalty reward + Exclusive content access
C001552,0.9999090720907399,1,Send re-engagement push notification + Personalized content
C001553,0.9999181842872092,1,Send re-engagement push notification + Personalized content
C001554,0.0012152564797419704,0,Offer loyalty reward + Exclusive content access
C001555,6.51745965962448e-05,0,Offer loyalty reward + Exclusive content access
C001556,3.911660281556313e-06,0,Offer loyalty reward + Exclusive content access
C001557,8.618958603054816e-05,0,Offer loyalty reward + Exclusive content access
C001558,0.00010141485639390711,0,Offer loyalty reward + Exclusive content access
C001559,2.5310583281598714e-05,0,Offer loyalty reward + Exclusive content access
C001560,9.337518864222113e-06,0,Offer loyalty reward + Exclusive content access
C001561,0.0001050128673008618,0,Offer loyalty reward + Exclusive content access
C001562,0.002625847045285036,0,Offer loyalty reward + Exclusive content access
C001563,0.9999461544291711,1,Send re-engagement push notification + Personalized content
C001564,2.2103543155056313e-05,2,Offer loyalty reward + Exclusive content access
C001565,0.9999246270466899,1,Offer premium discount (20%) + Schedule retention call
C001566,0.9999469620045229,1,Send re-engagement push notification + Personalized content
C001567,5.4018737594114086e-05,0,Offer loyalty reward + Exclusive content access
C001568,0.9997436218658685,1,No specific action - Continue standard engagement
C001569,2.2611777848823053e-05,0,Offer loyalty reward + Exclusive content access
C001570,8.21653782067546e-07,0,Offer loyalty reward + Exclusive content access
C001571,0.004939725632157184,0,Offer loyalty reward + Exclusive content access
C001572,0.00024693699810321093,0,Offer loyalty reward + Exclusive content access
C001573,0.9999998946638307,1,Send re-engagement push notification + Personalized content
C001574,0.0002817089246551537,0,Offer loyalty reward + Exclusive content access
C001575,0.00014248571058218056,2,Offer loyalty reward + Exclusive content access
C001576,0.0006225774866546028,0,Offer loyalty reward + Exclusive content access
C001577,3.429437352923774e-05,0,Offer loyalty reward + Exclusive content access
C001578,0.0003397141727282432,3,Offer loyalty reward + Exclusive content access
C001579,6.14001960894647e-06,0,Offer loyalty reward + Exclusive content access
C001580,1.6353289218100202e-06,0,Offer loyalty reward + Exclusive content access
C001581,0.0003916614368017133,2,Offer loyalty reward + Exclusive content access
C001582,0.0020238309860841778,2,Offer loyalty reward + Exclusive content access
C001583,0.008047423109241236,0,Offer loyalty reward + Exclusive content access
C001584,1.1463083498458285e-07,0,Offer loyalty reward + Exclusive content access
C001585,4.209423806146756e-06,0,Offer loyalty reward + Exclusive content access
C001586,0.007662300769012362,0,Offer loyalty reward + Exclusive content access
C001587,0.00048673997017899284,0,Offer loyalty reward + Exclusive content access
C001588,0.000600587470686377,2,Offer loyalty reward + Exclusive content access
C001589,3.832346899048019e-06,0,Offer loyalty reward + Exclusive content access
C001590,0.9998880596063974,1,Send re-engagement push notification + Personalized content
C001591,0.0005645312139023848,2,Offer loyalty reward + Exclusive content access
C001592,1.5379741375438257e-05,2,Offer loyalty reward + Exclusive content access
C001593,1.5446272323033167e-06,0,Offer loyalty reward + Exclusive content access
C001594,0.00027270298804707026,2,Offer loyalty reward + Exclusive content access
C001595,9.091543172376517e-05,0,Offer loyalty reward + Exclusive content access
C001596,0.0002220598703402083,0,Offer loyalty reward + Exclusive content access
C001597,9.49073878963872e-05,0,Offer loyalty reward + Exclusive content access
C001598,0.9999907110270341,1,Offer premium discount (20%) + Schedule retention call
C001599,0.0006829696011126976,0,Offer loyalty reward + Exclusive content access
C001600,7.576005823337698e-07,0,Offer loyalty reward + Exclusive content access
C001601,2.4612861865538607e-05,0,Offer loyalty reward + Exclusive content access
C001602,0.00044123117323867204,0,Offer loyalty reward + Exclusive content access
C001603,1.8940192455604684e-05,0,Offer loyalty reward + Exclusive content access
C001604,0.003123985971757429,0,Offer loyalty reward + Exclusive content access
C001605,2.189423614779124e-06,0,Offer loyalty reward + Exclusive content access
C001606,0.9991113881334177,1,No specific action - Continue standard engagement
C001607,4.392649581433254e-05,3,Offer loyalty reward + Exclusive content access
C001608,1.5323922198012855e-05,2,Offer loyalty reward + Exclusive content access
C001609,2.7864273872064393e-05,0,Offer loyalty reward + Exclusive content access
C001610,0.00022993770740251007,0,Offer loyalty reward + Exclusive content access
C001611,5.225740493205637e-05,0,Offer loyalty reward + Exclusive content access
C001612,4.176818832365841e-06,0,Offer loyalty reward + Exclusive content access
C001613,0.9999512279909333,1,Offer premium discount (20%) + Schedule retention call
C001614,6.647878439676271e-05,3,Offer loyalty reward + Exclusive content access
C001615,0.0003135385526458757,0,Offer loyalty reward + Exclusive content access
C001616,0.999951285039858,1,Send re-engagement push notification + Personalized content
C001617,0.9999590018819687,1,No specific action - Continue standard engagement
C001618,0.00031144074182060295,0,Offer loyalty reward + Exclusive content access
C001619,1.1768466666306955e-05,2,Offer loyalty reward + Exclusive content access
C001620,6.938940483118458e-06,2,Offer loyalty reward + Exclusive content access
C001621,3.937524092784073e-05,2,Offer loyalty reward + Exclusive content access
C001622,0.9999300749569539,1,No specific action - Continue standard engagement
C001623,0.9998663379025802,1,Send re-engagement push notification + Personalized content
C001624,9.849235591678695e-05,3,Offer loyalty reward + Exclusive content access
C001625,0.0001594232651916974,0,Offer loyalty reward + Exclusive content access
C001626,0.999985349878086,3,Offer premium discount (20%) + Schedule retention call
C001627,0.9999273580340197,1,Send re-engagement push notification + Personalized content
C001628,0.9998724854561828,1,Offer premium discount (20%) + Schedule retention call
C001629,0.9999050813679438,1,Send re-engagement push notification + Personalized content
C001630,0.9995994439105292,1,Offer premium discount (20%) + Schedule retention call
C001631,6.432433526651192e-05,0,Offer loyalty reward + Exclusive content access
C001632,0.0010246655370616457,0,Offer loyalty reward + Exclusive content access
C001633,9.785450844732317e-05,3,Offer loyalty reward + Exclusive content access
C001634,5.339206597669655e-05,0,Offer loyalty reward + Exclusive content access
C001635,0.0010432474419502073,0,Offer loyalty reward + Exclusive content access
C001636,0.9999343824142665,1,Send re-engagement push notification + Personalized content
C001637,2.129312871982168e-05,2,Offer loyalty reward + Exclusive content access
C001638,0.00011638556169161743,0,Offer loyalty reward + Exclusive content access
C001639,0.00021364848841651544,2,Offer loyalty reward + Exclusive content access
C001640,1.3151384453342669e-05,0,Offer loyalty reward + Exclusive content access
C001641,0.011664096386888388,0,Offer loyalty reward + Exclusive content access
C001642,2.045287885749027e-05,0,Offer loyalty reward + Exclusive content access
C001643,2.4492621951368384e-06,0,Offer loyalty reward + Exclusive content access
C001644,0.9999420557543287,1,Send re-engagement push notification + Personalized content
C001645,3.31588660845133e-05,0,Offer loyalty reward + Exclusive content access
C001646,7.200491366204623e-05,0,Offer loyalty reward + Exclusive content access
C001647,2.334327221502174e-05,0,Offer loyalty reward + Exclusive content access
C001648,0.0011801175169293399,0,Offer loyalty reward + Exclusive content access
C001649,0.9982434802608988,2,Assign priority support + Issue apology credit (₹100)
C001650,0.0016333303983054395,0,Offer loyalty reward + Exclusive content access
C001651,3.3978040743525225e-06,0,Offer loyalty reward + Exclusive content access
C001652,1.7413838165984897e-06,0,Offer loyalty reward + Exclusive content access
C001653,0.00011236347903568091,0,Offer loyalty reward + Exclusive content access
C001654,3.9057862793450606e-05,3,Offer loyalty reward + Exclusive content access
C001655,9.329412181521663e-07,0,Offer loyalty reward + Exclusive content access
C001656,0.0009968961317911153,0,Offer loyalty reward + Exclusive content access
C001657,1.3589650430736892e-05,0,Offer loyalty reward + Exclusive content access
C001658,0.00015563479406880632,0,Offer loyalty reward + Exclusive content access
C001659,0.0009046196900071512,0,Offer loyalty reward + Exclusive content access
C001660,0.0003314649293236584,0,Offer loyalty reward + Exclusive content access
C001661,7.847198890912745e-06,0,Offer loyalty reward + Exclusive content access
C001662,5.698435854219331e-06,3,Offer loyalty reward + Exclusive content access
C001663,2.193579304723591e-06,2,Offer loyalty reward + Exclusive content access
C001664,0.0002967351359884993,0,Offer loyalty reward + Exclusive content access
C001665,0.9999999374569085,2,Assign priority support + Issue apology credit (₹100)
C001666,0.9999602306446786,1,Send re-engagement push notification + Personalized content
C001667,0.9999009970195808,1,Offer premium discount (20%) + Schedule retention call
C001668,6.144278314428147e-06,0,Offer loyalty reward + Exclusive content access
C001669,0.9999462977108513,1,Send re-engagement push notification + Personalized content
C001670,7.27924131658851e-05,0,Offer loyalty reward + Exclusive content access
C001671,2.372983737939724e-05,0,Offer loyalty reward + Exclusive content access
C001672,2.7171009749965532e-05,0,Offer loyalty reward + Exclusive content access
C001673,0.9998577433652458,1,Send re-engagement push notification + Personalized content
C001674,8.063168100357351e-05,0,Offer loyalty reward + Exclusive content access
C001675,0.0001893048740547357,0,Offer loyalty reward + Exclusive content access
C001676,0.010072356495210722,0,Offer loyalty reward + Exclusive content access
C001677,0.0002273767627912295,3,Offer loyalty reward + Exclusive content access
C001678,7.17490719621324e-05,2,Offer loyalty reward + Exclusive content access
C001679,9.333883269202061e-05,0,Offer loyalty reward + Exclusive content access
C001680,7.017277618752432e-07,0,Offer loyalty reward + Exclusive content access
C001681,2.0432732885895238e-05,0,Offer loyalty reward + Exclusive content access
C001682,0.00029852702140753946,0,Offer loyalty reward + Exclusive content access
C001683,0.0002543864935674146,0,Offer loyalty reward + Exclusive content access
C001684,8.923613754293391e-06,0,Offer loyalty reward + Exclusive content access
C001685,0.9999386474714813,1,Send re-engagement push notification + Personalized content
C001686,0.9933476922992787,1,Offer premium discount (20%) + Schedule retention call
C001687,0.9994121688519818,1,No specific action - Continue standard engagement
C001688,9.708164857751193e-05,0,Offer loyalty reward + Exclusive content access
C001689,6.675024215889374e-06,0,Offer loyalty reward + Exclusive content access
C001690,0.9999780526550729,1,Offer premium discount (20%) + Schedule retention call
C001691,5.866141585691973e-06,0,Offer loyalty reward + Exclusive content access
C001692,9.113129262962113e-05,0,Offer loyalty reward + Exclusive content access
C001693,8.636406892127608e-05,0,Offer loyalty reward + Exclusive content access
C001694,0.999908749900818,1,Send re-engagement push notification + Personalized content
C001695,0.00036651088058312737,2,Offer loyalty reward + Exclusive content access
