customer_id,churn_probability,churn_prediction,risk_category
C000695,0.0072334710607560495,0,Low
C004534,0.00712857337691056,0,Low
C004499,0.007092520936609663,0,Low
C000909,0.007039994724644582,0,Low
C002936,0.0070122681578484915,0,Low
C004123,0.00687319309214044,0,Low
C003905,0.0067883909065258085,0,Low
C001983,0.006658784485791715,0,Low
C004948,0.00662633082640231,0,Low
C004391,0.006594260150456242,0,Low
C003936,0.0062914919274958785,0,Low
C003765,0.006232096643298516,0,Low
C004954,0.006193594277788186,0,Low
C000511,0.006170132292819113,0,Low
C004249,0.0061412604406243495,0,Low
C001139,0.006121241968141567,0,Low
C001706,0.0060746737567684925,0,Low
C001420,0.006055599358237446,0,Low
C000329,0.005898875747722815,0,Low
C003661,0.005876622670762771,0,Low
C001130,0.005694167788270488,0,Low
C001509,0.005567646457544623,0,Low
C000976,0.00552941811973025,0,Low
C004969,0.005357801251215534,0,Low
C000882,0.0053514340311165785,0,Low
C002269,0.005286178370815559,0,Low
C003780,0.005221868460357214,0,Low
C000813,0.004957776303584349,0,Low
C001571,0.004939725632157184,0,Low
C003982,0.004853424778921607,0,Low
C000250,0.00484396170314005,0,Low
C000878,0.0048369536550934384,0,Low
C002524,0.004721150596818554,0,Low
C004120,0.004684214280857625,0,Low
C004532,0.0046622960313624316,0,Low
C002450,0.004582849227383686,0,Low
C002517,0.0045774409951582894,0,Low
C003664,0.00457465597648592,0,Low
C004438,0.004565803028901977,0,Low
C001068,0.004532332286117603,0,Low
C003870,0.004502915398566998,0,Low
C003235,0.00443974024812874,0,Low
C003913,0.004432486408377229,0,Low
C001767,0.004376888639854779,0,Low
C004223,0.0043409552169753444,0,Low
C002002,0.004339245199450532,0,Low
C001995,0.004286550081255624,0,Low
C002833,0.004217441013993594,0,Low
C004878,0.00411285130256426,0,Low
C004876,0.004098566617530525,0,Low
C003323,0.004082750516203414,0,Low
C003928,0.0040797488071979944,0,Low
C000954,0.004015744741739774,0,Low
C003139,0.0040141278690932,0,Low
C002653,0.004012462866646968,0,Low
C002471,0.004001348202515173,0,Low
C001472,0.003999596970407308,0,Low
C000521,0.003993420552275569,0,Low
C002992,0.003981840806873982,0,Low
C004252,0.003957116089511534,0,Low
C003607,0.003937586764526515,0,Low
C003944,0.003908594253846549,0,Low
C001813,0.003904179649123122,0,Low
C000194,0.0038459877047782765,0,Low
C003271,0.0038103222544460867,0,Low
C001207,0.0038027581775314156,0,Low
C004803,0.0038016130899538184,0,Low
C000096,0.0038015208089345943,0,Low
C002373,0.0037531077604839413,0,Low
C003209,0.003750673895687265,0,Low
C003220,0.003750351224854759,0,Low
C004251,0.0036941556013908978,0,Low
C002615,0.003612448451942375,0,Low
C001228,0.0036098570530818212,0,Low
C002647,0.0035798469681811037,0,Low
C003394,0.00356782313721912,0,Low
C001013,0.0034353041066826203,0,Low
C002371,0.003416322417959628,0,Low
C002076,0.0034095231933859273,0,Low
C004794,0.0034006906067976374,0,Low
C000020,0.003368967719582964,0,Low
C000037,0.003351509429979757,0,Low
C003895,0.003342962675282809,0,Low
C003366,0.0032970082588588794,0,Low
C002036,0.0032702524341363284,0,Low
C003258,0.003226529584107185,0,Low
C000847,0.0032097082808055445,0,Low
C004158,0.0031865794543168157,0,Low
C001057,0.003170755160277256,0,Low
C000042,0.0031432873349351107,0,Low
C004013,0.0031322038228625065,0,Low
C001604,0.003123985971757429,0,Low
C002054,0.0031173710438315177,0,Low
C003254,0.003113218527168975,0,Low
C003372,0.003088558648677048,0,Low
C000483,0.003082592933322966,0,Low
C000533,0.0030303029584541194,0,Low
C003420,0.0029726923700329304,0,Low
C001239,0.0029566550578431273,0,Low
C000093,0.0029523274930882202,0,Low
C004480,0.002914457970647805,0,Low
C004912,0.0028782505839991764,0,Low
C000202,0.002872302331342377,0,Low
C003256,0.002866867726920521,0,Low
C000463,0.002859090032594299,0,Low
C000598,0.002858761051350803,0,Low
C003140,0.0028005254204406843,0,Low
C003754,0.0027599718048174613,0,Low
C000068,0.0027456277581290123,0,Low
C001896,0.0027449484214489583,0,Low
C002976,0.002735681518628027,0,Low
C004664,0.0027092687319993512,0,Low
C000213,0.0026549689705363476,0,Low
C001215,0.0026346079946432863,0,Low
C004897,0.002631811041692629,0,Low
C001562,0.002625847045285036,0,Low
C002979,0.002610325505384321,0,Low
C002361,0.002586876296658297,0,Low
C000803,0.0025764031509854695,0,Low
C001164,0.0025591156053795206,0,Low
C003949,0.0025461984215771733,0,Low
C004434,0.002516543026905903,0,Low
C001852,0.002509783065927046,0,Low
C000852,0.0024908383750174724,0,Low
C004965,0.002479825389187495,0,Low
C001408,0.002424178866810892,0,Low
C002507,0.0024178889002926416,0,Low
C000907,0.0024075079128821606,0,Low
C000360,0.0024056151908905415,0,Low
C001124,0.002388920716396344,0,Low
C000421,0.0023379813729848967,0,Low
C001924,0.0023218570049275515,0,Low
C003303,0.0023209977312759816,0,Low
C003506,0.0023189162601916454,0,Low
C003647,0.0023145991881472544,0,Low
C001223,0.002288611327345785,0,Low
C003654,0.002285214840201543,0,Low
C003079,0.002284943140387646,0,Low
C000451,0.002281368473376566,0,Low
C004292,0.002265170076376867,0,Low
C002376,0.002233206914178436,0,Low
C002078,0.0022262198240542617,0,Low
C004572,0.002224837538762313,0,Low
C003849,0.002220474631273763,0,Low
C001719,0.0022106748934584636,0,Low
C000347,0.002209729168712487,0,Low
C002975,0.002198619620515615,0,Low
C004591,0.002176666328999363,0,Low
C002235,0.002164539507546412,0,Low
C000974,0.0021571809490303633,0,Low
C003273,0.0021553515416101485,0,Low
C002393,0.002153952616738286,0,Low
C002090,0.0021472120842143676,0,Low
C000804,0.002145064833330556,0,Low
C001033,0.0021355345179322176,0,Low
C002547,0.0020958622963918776,0,Low
C000135,0.002077583513856742,0,Low
C002730,0.0020580861678473252,0,Low
C000540,0.002037145008733982,0,Low
C001271,0.0020285195383674855,0,Low
C001582,0.0020238309860841778,0,Low
C002362,0.0020213821637459516,0,Low
C001048,0.0020167619464078,0,Low
C004181,0.0020160180167873797,0,Low
C003977,0.002009931637042253,0,Low
C002711,0.0020078178168785876,0,Low
C003426,0.002002179984193867,0,Low
C003575,0.0019973011163902507,0,Low
C002633,0.001981420486331284,0,Low
C003456,0.001973090982531112,0,Low
C000880,0.0019728803823721554,0,Low
C004992,0.0019726122527445687,0,Low
C000876,0.0019610028415482884,0,Low
C000320,0.0019568764474027357,0,Low
C000962,0.001946289809069735,0,Low
C004124,0.0019365845934316605,0,Low
C003614,0.0019301163666718417,0,Low
C004874,0.0019054227111559362,0,Low
C002088,0.0019029527790749387,0,Low
C003728,0.0018991909092955068,0,Low
C003912,0.001891796219090156,0,Low
C002970,0.0018896499450613018,0,Low
C004773,0.0018833831513745268,0,Low
C001041,0.0018619950087412423,0,Low
C003495,0.0018591570211861864,0,Low
C004058,0.0018577611986386664,0,Low
C001098,0.0018495125790467175,0,Low
C002488,0.0018466375274917624,0,Low
C002649,0.0018459987546548065,0,Low
C004396,0.0018436902793549498,0,Low
C004316,0.0018373199636260043,0,Low
C002489,0.0018263523797103344,0,Low
C003286,0.0018233540907620141,0,Low
C000097,0.0018052466418217983,0,Low
C003266,0.0018014311961087267,0,Low
C000542,0.0018012148121345634,0,Low
C002747,0.0017794214990915229,0,Low
C002232,0.001778934681058798,0,Low
C003026,0.0017776376184415487,0,Low
C000721,0.0017660318131048356,0,Low
C000252,0.001765852802674357,0,Low
C002586,0.0017456131685230293,0,Low
C001292,0.0017451510105942433,0,Low
C002462,0.0017354965574073625,0,Low
C001422,0.0017353219603568949,0,Low
C001904,0.001729300929987019,0,Low
C000441,0.0017283804265471989,0,Low
C003114,0.0017256293317023325,0,Low
C002741,0.001720541259664019,0,Low
C004605,0.00171881203751807,0,Low
C003783,0.0017171227901898133,0,Low
C003049,0.0017106234066426016,0,Low
C001437,0.0017104077508920195,0,Low
C004188,0.001702977282349734,0,Low
C004625,0.0017013607587325645,0,Low
C001432,0.0017007147428680475,0,Low
C004540,0.001695909768101221,0,Low
C003472,0.0016617063484125193,0,Low
C001326,0.001661060739079708,0,Low
C000967,0.0016546557057121622,0,Low
C000493,0.0016394639901542527,0,Low
C000597,0.0016351914387887343,0,Low
C003582,0.0016339586379043305,0,Low
C001650,0.0016333303983054395,0,Low
C001881,0.0016162979068065101,0,Low
C000588,0.0016084886849533062,0,Low
C002761,0.00160613690621014,0,Low
C003156,0.0015959598113516843,0,Low
C003642,0.0015939019604076204,0,Low
C004986,0.0015573982836737303,0,Low
C003878,0.0015568742215224512,0,Low
C001025,0.0015477852240262512,0,Low
C004791,0.0015383038087261958,0,Low
C000911,0.0015223478802772151,0,Low
C001521,0.001515723519249712,0,Low
C000547,0.0015154104738884142,0,Low
C004411,0.0015098875756819543,0,Low
C003205,0.0015087937045779273,0,Low
C001982,0.0014874593798944638,0,Low
C002680,0.0014835384090956492,0,Low
C004970,0.0014780015766128786,0,Low
C004707,0.001474846188514103,0,Low
C000342,0.0014746610660382688,0,Low
C000788,0.0014661287268755638,0,Low
C000138,0.0014637383423763137,0,Low
C004441,0.001441816004720599,0,Low
C004246,0.001441360780511124,0,Low
C000299,0.0014400631932866123,0,Low
C003960,0.0014391834113048484,0,Low
C002506,0.0014357403197742752,0,Low
C002602,0.0014324557661156677,0,Low
C000738,0.0014293026511730136,0,Low
C001902,0.0014267647312717297,0,Low
C000702,0.0014190200518248242,0,Low
C004927,0.0014149456905914928,0,Low
C003570,0.0014125159862534904,0,Low
C001052,0.0014101843639195758,0,Low
C002712,0.0014100109201043648,0,Low
C002889,0.001409233165593091,0,Low
C003553,0.0014071648232941692,0,Low
C004063,0.0014005624366637674,0,Low
C003984,0.0013978342694148018,0,Low
C004479,0.0013910549824511338,0,Low
C000797,0.001384843324722363,0,Low
C004652,0.0013843555114695957,0,Low
C000198,0.0013789130165081129,0,Low
C003663,0.0013784620925810613,0,Low
C002111,0.0013738886753611758,0,Low
C000177,0.001372962501420925,0,Low
C003755,0.0013695413455155775,0,Low
C004491,0.0013665932578537196,0,Low
C001009,0.0013655662129837768,0,Low
C004159,0.0013654154558761034,0,Low
C000326,0.0013638832901102145,0,Low
C002742,0.0013572066174830344,0,Low
C001003,0.001355044080863587,0,Low
C003898,0.00135351817969242,0,Low
C002125,0.00134267820138505,0,Low
C003931,0.001342082724805659,0,Low
C004500,0.0013420149201529236,0,Low
C000255,0.0013387064155852624,0,Low
C001061,0.0013344119307795567,0,Low
C000195,0.0013281354530831893,0,Low
C003274,0.0013249031972422107,0,Low
C004113,0.0013176930043348417,0,Low
C002589,0.001315358226166008,0,Low
C003804,0.0013150624171696266,0,Low
C002792,0.0013134665400096467,0,Low
C001284,0.0013074657860731543,0,Low
C003185,0.0013030321115525935,0,Low
C001500,0.0012805149743048067,0,Low
C000798,0.0012749104883358474,0,Low
C004744,0.0012667860284027881,0,Low
C000188,0.001261696045997925,0,Low
C002348,0.0012522680646051229,0,Low
C003712,0.001250714487505545,0,Low
C002338,0.0012448587356966216,0,Low
C004919,0.0012418606913271637,0,Low
C003727,0.00124155705162257,0,Low
C003918,0.0012361934122969073,0,Low
C004578,0.0012332262629714237,0,Low
C000019,0.0012299923378274096,0,Low
C004279,0.0012273801683683903,0,Low
C003106,0.0012264793486416452,0,Low
C001554,0.0012152564797419704,0,Low
C000152,0.0012129889337251167,0,Low
C001528,0.0012116137522145535,0,Low
C002351,0.001192252959458098,0,Low
C002445,0.0011901653109211115,0,Low
C004593,0.0011890652074981946,0,Low
C000352,0.001188870617617005,0,Low
C001648,0.0011801175169293399,0,Low
C004417,0.0011752771334339173,0,Low
C000888,0.0011688371709268608,0,Low
C000982,0.001162966626275557,0,Low
C002491,0.0011596465611843738,0,Low
C004173,0.0011538773679300417,0,Low
C004579,0.0011514507135334934,0,Low
C001726,0.0011507944777255565,0,Low
C004443,0.001146832358058292,0,Low
C003298,0.001141410915196426,0,Low
C002591,0.0011349028373796469,0,Low
C002825,0.0011140079010084852,0,Low
C001470,0.0011135005186558974,0,Low
C000359,0.0011130388723936215,0,Low
C003024,0.0011126913557592195,0,Low
C003377,0.0011088647057280925,0,Low
C000865,0.0011036850871575315,0,Low
C000244,0.0011000562662914217,0,Low
C003056,0.001093989400513096,0,Low
C001796,0.0010934541972665687,0,Low
C003680,0.0010894953421101705,0,Low
C000563,0.0010880774233330383,0,Low
C002261,0.001085755309805461,0,Low
C004657,0.001074092621410417,0,Low
C000751,0.001066508372677498,0,Low
C003282,0.0010571475729514823,0,Low
C004174,0.0010563771356650086,0,Low
C003285,0.0010550557271381458,0,Low
C001963,0.0010491109140625175,0,Low
C001635,0.0010432474419502073,0,Low
C002259,0.0010398481673905883,0,Low
C001094,0.0010382885758425293,0,Low
C002776,0.0010328415440291245,0,Low
C000772,0.001031006645232734,0,Low
C000947,0.0010287582659462445,0,Low
C004138,0.001027261452227607,0,Low
C002159,0.0010250520691685637,0,Low
C001632,0.0010246655370616457,0,Low
C001473,0.0010238690605018812,0,Low
C001523,0.001017657440460736,0,Low
C000394,0.0010147226359201933,0,Low
C001743,0.001013593055355266,0,Low
C001412,0.0010135293135692055,0,Low
C002281,0.0010118457485611332,0,Low
C001951,0.00100650077421162,0,Low
C004363,0.0010045873622377358,0,Low
C001808,0.0010003784992557493,0,Low
C003238,0.0010000883942130198,0,Low
C001656,0.0009968961317911153,0,Low
C000087,0.0009900075019888507,0,Low
C000390,0.0009856747521043404,0,Low
C003281,0.0009851060524656277,0,Low
C002270,0.0009838237104296476,0,Low
C002818,0.0009810395391196191,0,Low
C000621,0.0009745395010491426,0,Low
C000650,0.0009696380345167774,0,Low
C002013,0.0009662067867758205,0,Low
C000367,0.0009633551883141436,0,Low
C001851,0.0009624161410634777,0,Low
C002401,0.0009583356533933113,0,Low
C001789,0.0009562312778915636,0,Low
C000810,0.000954518277882994,0,Low
C004858,0.0009512165305684159,0,Low
C004017,0.0009509552437122707,0,Low
C003360,0.0009474246178866887,0,Low
C000745,0.0009427179669869206,0,Low
C001499,0.0009426317269969895,0,Low
C002757,0.0009425603367722009,0,Low
C002325,0.0009422876124824246,0,Low
C001827,0.000939762437669725,0,Low
C000886,0.000933396421267392,0,Low
C000559,0.0009325747617742818,0,Low
C002191,0.0009302118418421726,0,Low
C000600,0.0009287928559946247,0,Low
C004303,0.0009263565106020585,0,Low
C003216,0.0009257639771269591,0,Low
C000085,0.0009219827957810536,0,Low
C004932,0.0009210826328208445,0,Low
C001244,0.000916596631195736,0,Low
C002974,0.0009154751524254128,0,Low
C001519,0.0009150627226975483,0,Low
C000174,0.0009139118989733726,0,Low
C003534,0.0009133675710928531,0,Low
C000377,0.0009114899371759777,0,Low
C001987,0.0009100890580806226,0,Low
C004426,0.0009072206128212327,0,Low
C001659,0.0009046196900071512,0,Low
C004195,0.0009045067285900135,0,Low
C003171,0.0009031143621962311,0,Low
C001426,0.0009030114284981051,0,Low
C002069,0.0009017348684894412,0,Low
C002916,0.0009004657636481096,0,Low
C000764,0.000900235022988678,0,Low
C002136,0.0008997324372020724,0,Low
C002442,0.0008984763987418636,0,Low
C001127,0.0008975779069994197,0,Low
C003748,0.0008960786136218804,0,Low
C003423,0.0008917051112334241,0,Low
C000689,0.0008914528563318434,0,Low
C003027,0.0008900410455610722,0,Low
C000470,0.0008799635639680062,0,Low
C004176,0.0008797212563137403,0,Low
C003427,0.0008769302656489798,0,Low
C004542,0.0008747795175487919,0,Low
C000707,0.0008746543191177812,0,Low
C002873,0.0008736921276171741,0,Low
C001741,0.0008727615629087934,0,Low
C004299,0.0008708845627367018,0,Low
C004226,0.0008628787780148616,0,Low
C004728,0.0008612092012667883,0,Low
C000437,0.0008585088738102834,0,Low
C000428,0.0008575030536212646,0,Low
C001263,0.0008546145469354708,0,Low
C004208,0.0008511113963618263,0,Low
C004467,0.0008424016542133444,0,Low
C004606,0.000834611943711797,0,Low
C003584,0.000834104624214094,0,Low
C004128,0.0008328788742713504,0,Low
C000551,0.0008271818221915039,0,Low
C002433,0.0008265088825585284,0,Low
C003152,0.0008178545115984742,0,Low
C004809,0.0008177641873257694,0,Low
C004842,0.0008151081401989926,0,Low
C003094,0.0008114350724134618,0,Low
C002059,0.0008108522110026007,0,Low
C004702,0.0008105649601559157,0,Low
C003169,0.0008080855928865636,0,Low
C001893,0.000807003078058269,0,Low
C004025,0.0008056170958250779,0,Low
C004644,0.0008013335727671269,0,Low
C000159,0.0008005287549282576,0,Low
C000337,0.0008005180209796206,0,Low
C000010,0.0007999650280466298,0,Low
C003198,0.0007972825564395496,0,Low
C003213,0.0007935766131010163,0,Low
C000961,0.0007917062486510828,0,Low
C002496,0.0007911654162860989,0,Low
C003677,0.0007908386675405486,0,Low
C002459,0.000788199451491658,0,Low
C004180,0.0007877467160069686,0,Low
C002828,0.0007872884727520909,0,Low
C001857,0.0007848115196786463,0,Low
C000699,0.0007823877480991519,0,Low
C001399,0.000781089195872031,0,Low
C001453,0.0007805582348905067,0,Low
C002858,0.000779125792475834,0,Low
C001421,0.0007787871825703776,0,Low
C003753,0.0007740895488144235,0,Low
C003474,0.0007724364852949822,0,Low
C001914,0.0007693086183736459,0,Low
C004541,0.00076736069305433,0,Low
C004498,0.0007669479077574737,0,Low
C001313,0.0007632906139617373,0,Low
C002800,0.0007629288637858872,0,Low
C004147,0.0007552785738395704,0,Low
C004424,0.0007542473533725905,0,Low
C000181,0.0007538859713316015,0,Low
C000425,0.000753794207394161,0,Low
C001396,0.0007535034944394889,0,Low
C001697,0.0007528963792330755,0,Low
C002593,0.0007527070952729264,0,Low
C000644,0.0007518046427227369,0,Low
C004750,0.0007515303238957694,0,Low
C000127,0.0007498993943802921,0,Low
C002842,0.0007452195364809255,0,Low
C004283,0.0007437292476488369,0,Low
C000765,0.0007403055175753262,0,Low
C002382,0.0007354589114729061,0,Low
C000923,0.0007333103351541061,0,Low
C001191,0.0007323921383075191,0,Low
C003270,0.0007311940612395849,0,Low
C000757,0.0007252064395371842,0,Low
C004700,0.0007243588337339913,0,Low
C001945,0.000723983403031409,0,Low
C003940,0.0007237022637000547,0,Low
C004336,0.0007226483271415492,0,Low
C000708,0.0007222919069607951,0,Low
C003891,0.0007207783342104028,0,Low
C003317,0.0007175851067883097,0,Low
C002302,0.0007126876534961404,0,Low
C004415,0.0007096055423700919,0,Low
C003390,0.0007081797649520784,0,Low
C003803,0.0007047565852551672,0,Low
C003326,0.0007041314918754542,0,Low
C001128,0.0006935291299408672,0,Low
C004544,0.0006910510048225504,0,Low
C000064,0.0006859920254625109,0,Low
C000106,0.000683424657381559,0,Low
C003259,0.0006832379629665824,0,Low
C001599,0.0006829696011126976,0,Low
C003732,0.0006829451238585417,0,Low
C002637,0.0006810304732320313,0,Low
C004726,0.000680635772356406,0,Low
C002027,0.0006797701457722077,0,Low
C002194,0.0006791621833854987,0,Low
C002364,0.0006788209325774127,0,Low
C000432,0.000676565455721177,0,Low
C004139,0.0006756246257603387,0,Low
C002403,0.0006751373495472812,0,Low
C004110,0.0006748514455048728,0,Low
C002814,0.0006741096596072473,0,Low
C003111,0.0006729574298666289,0,Low
C003784,0.0006727688427410274,0,Low
C001105,0.0006724043805576974,0,Low
C002467,0.0006722175590971824,0,Low
C002822,0.0006720665376297703,0,Low
C002648,0.0006716274310617348,0,Low
C004084,0.0006697795417997908,0,Low
C003297,0.0006689501291406537,0,Low
C000877,0.0006685442461447915,0,Low
C004088,0.0006678289564096786,0,Low
C000171,0.0006666112563813187,0,Low
C002802,0.0006621253643790225,0,Low
C004777,0.0006585018801138651,0,Low
C004806,0.0006565253332766284,0,Low
C002678,0.0006559064688076065,0,Low
C004627,0.0006556449631110988,0,Low
C004069,0.0006549875192913136,0,Low
C003962,0.0006515706831876914,0,Low
C002836,0.0006500057527339943,0,Low
C000985,0.0006488758917404235,0,Low
C001391,0.0006463745060861798,0,Low
C000496,0.0006453053544973387,0,Low
C003969,0.0006446390271429665,0,Low
C003038,0.0006395016903315285,0,Low
C002635,0.0006391711239313341,0,Low
C002309,0.00063866741175974,0,Low
C004127,0.0006385474564959481,0,Low
C000843,0.0006384140989065393,0,Low
C003293,0.0006368038804187568,0,Low
C003681,0.0006358893269739316,0,Low
C004696,0.0006353771901402843,0,Low
C003055,0.0006346681288958861,0,Low
C004473,0.0006344194422862479,0,Low
C004211,0.000632765667149256,0,Low
C001428,0.0006322514237183977,0,Low
C000791,0.0006318885391532918,0,Low
C003726,0.0006316468378685828,0,Low
C001793,0.0006292288836922772,0,Low
C002150,0.0006290094350214424,0,Low
C003860,0.0006250442500045683,0,Low
C004083,0.0006235372308798376,0,Low
C004991,0.0006234629015809122,0,Low
C001576,0.0006225774866546028,0,Low
C004280,0.0006209757294906665,0,Low
C002902,0.0006189292278043485,0,Low
C002503,0.0006169421412379075,0,Low
C001446,0.000615376000281439,0,Low
C004453,0.0006151754853591882,0,Low
C003081,0.0006146700455311376,0,Low
C004395,0.0006133313472427382,0,Low
C001894,0.0006132223694675761,0,Low
C003283,0.0006125857677335547,0,Low
C002826,0.0006117143450784229,0,Low
C001447,0.0006105106920241715,0,Low
C002885,0.0006090115324202766,0,Low
C004384,0.0006087881076610431,0,Low
C003096,0.0006087873557015351,0,Low
C003924,0.0006047286732158765,0,Low
C004368,0.0006042027916910696,0,Low
C001936,0.0006038852916901254,0,Low
C003251,0.0006017362603010889,0,Low
C001531,0.0006008391653621708,0,Low
C000643,0.0006006567537550416,0,Low
C001588,0.000600587470686377,0,Low
C002843,0.0006005604407831216,0,Low
C004980,0.0005992054546050929,0,Low
C000616,0.0005974304977924698,0,Low
C001145,0.0005963174027687831,0,Low
C003562,0.0005943300917310626,0,Low
C000683,0.0005899903727422825,0,Low
C004928,0.0005897103581936325,0,Low
C004678,0.0005895565916438319,0,Low
C000536,0.0005890412928489554,0,Low
C001199,0.000586175242829507,0,Low
C003108,0.0005855425467957545,0,Low
C001842,0.0005809575842312528,0,Low
C001288,0.0005800371987345964,0,Low
C002896,0.0005798688006500469,0,Low
C003119,0.0005797326997449941,0,Low
C001187,0.0005775430562517229,0,Low
C000677,0.000571746809861496,0,Low
C002510,0.0005693991121341926,0,Low
C000078,0.0005673117326595546,0,Low
C000101,0.0005667483961108498,0,Low
C004266,0.000565160728112178,0,Low
C003098,0.000564629437624992,0,Low
C001591,0.0005645312139023848,0,Low
C000501,0.0005625750957135549,0,Low
C002845,0.0005603420394949314,0,Low
C004511,0.0005595499228905474,0,Low
C002289,0.0005588660025920659,0,Low
C003690,0.0005568867737969328,0,Low
C000805,0.0005561844656481778,0,Low
C004904,0.0005543521531766682,0,Low
C001834,0.0005520910419849821,0,Low
C004503,0.0005519811879691667,0,Low
C003923,0.0005513124820684035,0,Low
C004446,0.0005501890882654188,0,Low
C001891,0.0005498634414023448,0,Low
C004335,0.0005484232176983222,0,Low
C000345,0.000547769062172999,0,Low
C002115,0.0005476945917598619,0,Low
C002052,0.0005469193572493654,0,Low
C000646,0.0005468590197284966,0,Low
C002047,0.0005461084652314824,0,Low
C002301,0.0005429835309061006,0,Low
C003151,0.0005389921651267115,0,Low
C004693,0.000535375026122697,0,Low
C002207,0.0005353175335441241,0,Low
C003260,0.000534890002212713,0,Low
C003541,0.0005301267123173755,0,Low
C003839,0.0005298777017502571,0,Low
C000596,0.0005296427518927751,0,Low
C000591,0.0005295643700858778,0,Low
C004553,0.0005290889406166207,0,Low
C001985,0.0005289238936139505,0,Low
C003902,0.0005273597993614968,0,Low
C002117,0.0005267742035117627,0,Low
C000507,0.0005264448599581166,0,Low
C000848,0.0005246479609441431,0,Low
C001714,0.0005198970783655206,0,Low
C001956,0.0005158013353994549,0,Low
C004049,0.0005151965708231932,0,Low
C004323,0.0005146963789129066,0,Low
C000169,0.0005133144414421963,0,Low
C003840,0.000512474157617463,0,Low
C003050,0.0005122071918985627,0,Low
C001236,0.0005121944341043033,0,Low
C003875,0.000511635288084941,0,Low
C002588,0.00051111113476838,0,Low
C002625,0.0005100569752949651,0,Low
C001465,0.0005084633192310501,0,Low
C004367,0.0005084285462363156,0,Low
C000975,0.0005074532489109179,0,Low
C003567,0.0005071858074888138,0,Low
C000957,0.0005062561330914548,0,Low
C002341,0.0005045150050439722,0,Low
C001821,0.0005038794417893471,0,Low
C002274,0.0005031379664256314,0,Low
C002685,0.0005021666547303172,0,Low
C002735,0.0005018065259854246,0,Low
C004898,0.0005005740615022143,0,Low
C002315,0.0004993996493788199,0,Low
C000490,0.0004975269073015278,0,Low
C003601,0.0004974403415892163,0,Low
C000766,0.0004968791633710641,0,Low
C003089,0.000495911648781619,0,Low
C000725,0.0004947974999599284,0,Low
C004845,0.0004946071485797331,0,Low
C000454,0.0004918234337434229,0,Low
C000694,0.0004915543706459234,0,Low
C002924,0.0004908682367856002,0,Low
C003563,0.0004893260869125329,0,Low
C001286,0.0004889968051869832,0,Low
C004265,0.0004887645629959248,0,Low
C003166,0.0004882435899196352,0,Low
C000640,0.0004873674791229067,0,Low
C003781,0.00048701541215909476,0,Low
C001587,0.00048673997017899284,0,Low
C003215,0.00048559023161985756,0,Low
C004483,0.0004849492512553095,0,Low
C003435,0.0004849370413748939,0,Low
C002520,0.0004847528268419791,0,Low
C002008,0.00048300618316133616,0,Low
C002666,0.0004824410885041203,0,Low
C002084,0.0004814552216068513,0,Low
C001015,0.0004808301068447156,0,Low
C001249,0.0004806755847703188,0,Low
C004810,0.00047992817265884286,0,Low
C004275,0.0004789460413939774,0,Low
C004508,0.00047838113669402903,0,Low
C000125,0.0004781107047156722,0,Low
C000327,0.00047584120098571,0,Low
C003250,0.00047423038360274117,0,Low
C002659,0.0004739797863297442,0,Low
C001498,0.0004737165141869275,0,Low
C004156,0.0004719322467478552,0,Low
C002171,0.0004715982750832278,0,Low
C000756,0.0004711050653602857,0,Low
C004531,0.0004708025983995916,0,Low
C000344,0.00046900092314903087,0,Low
C000927,0.0004674658891594356,0,Low
C000885,0.0004671610796432237,0,Low
C000358,0.0004670520608113428,0,Low
C002694,0.00046660909865375746,0,Low
C004240,0.00046576047142673723,0,Low
C002898,0.0004646673224551662,0,Low
C004709,0.0004634165509485412,0,Low
C001912,0.0004626359876305978,0,Low
C004920,0.00046231322159523067,0,Low
C001467,0.00046197482428615916,0,Low
C000336,0.0004593937554685562,0,Low
C002470,0.00045906768736736004,0,Low
C000629,0.000459032821383271,0,Low
C003376,0.000458105682341117,0,Low
C001019,0.0004580464967451994,0,Low
C004459,0.00045800898412738547,0,Low
C004310,0.0004571915169157255,0,Low
C001135,0.0004566498940003279,0,Low
C001324,0.00045631905054568955,0,Low
C004615,0.0004553408596558404,0,Low
C003622,0.000452641061493329,0,Low
C004763,0.0004493335949900685,0,Low
C000730,0.0004488743063796763,0,Low
C001095,0.00044424571818063753,0,Low
C004326,0.0004438124210182984,0,Low
C004440,0.0004428155382920467,0,Low
C004829,0.00044171424053694996,0,Low
C003896,0.000441250035364931,0,Low
C001602,0.00044123117323867204,0,Low
C003487,0.00044057839521588433,0,Low
C002058,0.00043978572878313355,0,Low
C000562,0.0004390036531380671,0,Low
C004959,0.0004384185645539236,0,Low
C000095,0.0004368063616671226,0,Low
C003294,0.00043625448666688606,0,Low
C000945,0.00043585488249608755,0,Low
C000035,0.0004342876847236052,0,Low
C004603,0.0004341749840140816,0,Low
C004558,0.00043321998644812857,0,Low
C002513,0.0004314404638881166,0,Low
C001143,0.0004312738551688799,0,Low
C004445,0.00043059241933158463,0,Low
C004934,0.0004248782538454259,0,Low
C002192,0.0004246162324210842,0,Low
C000692,0.00042251522412053814,0,Low
C000256,0.0004207086279832306,0,Low
C000398,0.0004204003333734872,0,Low
C004244,0.00041734170430917056,0,Low
C004622,0.0004171872565788497,0,Low
C003758,0.00041680203692955883,0,Low
C004651,0.0004165679965262527,0,Low
C003752,0.0004160770450032408,0,Low
